Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
jaja,es,3,62,0.04838709677419355
ya,jaja,3,87,0.034482758620689655
jajaja,no,3,76,0.039473684210526314
que,sí,3,198,0.015151515151515152
<,vavava,3,445,0.006741573033707865
lo,mismo,3,115,0.02608695652173913
jajajaja,>,3,15,0.2
hola,",",3,11,0.2727272727272727
era,el,3,6,0.5
con,eso,3,32,0.09375
que,hacer,3,198,0.015151515151515152
<,bueno,3,445,0.006741573033707865
jajaja,va,3,76,0.039473684210526314
jajaja,bueno,3,76,0.039473684210526314
",",ya,3,177,0.01694915254237288
y,si,3,85,0.03529411764705882
bueno,>,3,31,0.0967741935483871
y,el,3,85,0.03529411764705882
si,vas,3,146,0.02054794520547945
y,lo,3,85,0.03529411764705882
en,mi,3,47,0.06382978723404255
pero,de,3,57,0.05263157894736842
pasas,la,3,9,0.3333333333333333
de,que,3,150,0.02
los,veo,3,44,0.06818181818181818
tenemos,que,3,6,0.5
no,",",3,100,0.03
a,ya,3,146,0.02054794520547945
",",ahorita,3,177,0.01694915254237288
crees,que,3,3,1.0
<,hay,3,445,0.006741573033707865
eso,jaja,3,26,0.11538461538461539
hasta,el,3,9,0.3333333333333333
xd,?,3,42,0.07142857142857142
cómputo,?,3,3,1.0
<,mmmm,3,445,0.006741573033707865
o,si,3,21,0.14285714285714285
a,quedar,3,146,0.02054794520547945
y,también,3,85,0.03529411764705882
iba,a,3,3,1.0
mi,casa,3,9,0.3333333333333333
esme,y,3,5,0.6
yo,>,3,25,0.12
eso,y,3,26,0.11538461538461539
pero,pues,3,57,0.05263157894736842
si,jajaja,3,146,0.02054794520547945
ya,es,3,87,0.034482758620689655
nada,xd,3,31,0.0967741935483871
antes,de,3,3,1.0
si,pues,3,146,0.02054794520547945
que,me,3,198,0.015151515151515152
ya,con,3,87,0.034482758620689655
siento,que,3,3,1.0
sip,está,3,65,0.046153846153846156
vava,gracias,3,17,0.17647058823529413
te,vas,3,38,0.07894736842105263
algo,>,3,15,0.2
en,qué,3,47,0.06382978723404255
y,eso,3,85,0.03529411764705882
por,lo,3,25,0.12
que,está,3,198,0.015151515151515152
te,digo,3,38,0.07894736842105263
digo,que,3,6,0.5
poner,los,3,7,0.42857142857142855
pues,es,3,35,0.08571428571428572
",",lo,3,177,0.01694915254237288
o,no,3,21,0.14285714285714285
esta,bien,3,5,0.6
",",me,3,177,0.01694915254237288
bueno,jaja,3,31,0.0967741935483871
porque,lo,3,28,0.10714285714285714
la,maestra,3,84,0.03571428571428571
rayos,",",3,5,0.6
ya,ya,3,87,0.034482758620689655
en,los,3,47,0.06382978723404255
ya,",",3,87,0.034482758620689655
a,decir,3,146,0.02054794520547945
no,jajaja,2,100,0.02
mañana,lo,2,15,0.13333333333333333
dice,que,2,6,0.3333333333333333
que,creo,2,198,0.010101010101010102
<,ajá,2,445,0.0044943820224719105
es,como,2,67,0.029850746268656716
se,va,2,39,0.05128205128205128
pero,según,2,57,0.03508771929824561
pero,lo,2,57,0.03508771929824561
no,>,2,100,0.02
jajaja,pues,2,76,0.02631578947368421
gracias,☺,2,29,0.06896551724137931
jajajaj,a,2,15,0.13333333333333333
con,ernesto,2,32,0.0625
",",la,2,177,0.011299435028248588
te,fuiste,2,38,0.05263157894736842
pues,como,2,35,0.05714285714285714
ya,la,2,87,0.022988505747126436
jaja,solo,2,62,0.03225806451612903
",",en,2,177,0.011299435028248588
la,clase,2,84,0.023809523809523808
eso,jajaja,2,26,0.07692307692307693
tiempo,>,2,2,1.0
porque,según,2,28,0.07142857142857142
<,ajap,2,445,0.0044943820224719105
que,va,2,198,0.010101010101010102
cuando,llegues,2,3,0.6666666666666666
del,ejercicio,2,32,0.0625
que,tenemos,2,198,0.010101010101010102
al,grupo,2,8,0.25
jaja,voy,2,62,0.03225806451612903
porfa,jajaja,2,6,0.3333333333333333
si,ya,2,146,0.0136986301369863
no,creo,2,100,0.02
.,>,2,2,1.0
ejercicio,?,2,5,0.4
",",igual,2,177,0.011299435028248588
no,jajaj,2,100,0.02
bien,jajaja,2,25,0.08
que,solo,2,198,0.010101010101010102
<,jajajajaja,2,445,0.0044943820224719105
ya,ahorita,2,87,0.022988505747126436
te,vayas,2,38,0.05263157894736842
paso,?,2,6,0.3333333333333333
que,paso,2,198,0.010101010101010102
a,vavava,2,146,0.0136986301369863
los,consejos,2,44,0.045454545454545456
por,eso,2,25,0.08
conocer,a,2,2,1.0
de,conocer,2,150,0.013333333333333334
<,lo,2,445,0.0044943820224719105
consejos,adicionales,2,4,0.5
jajaja,por,2,76,0.02631578947368421
ntp,>,2,3,0.6666666666666666
a,pasar,2,146,0.0136986301369863
lo,voy,2,115,0.017391304347826087
cómo,lo,2,5,0.4
deja,veo,2,4,0.5
entonces,ya,2,24,0.08333333333333333
vavav,",",2,5,0.4
a,vavav,2,146,0.0136986301369863
yo,digo,2,25,0.08
jajaj,no,2,25,0.08
jajajajaja,no,2,4,0.5
a,>,2,146,0.0136986301369863
es,cierto,2,67,0.029850746268656716
se,refiere,2,39,0.05128205128205128
puse,eso,2,7,0.2857142857142857
la,serie,2,84,0.023809523809523808
los,datos,2,44,0.045454545454545456
el,modelo,2,74,0.02702702702702703
chi,gracias,2,5,0.4
los,baños,2,44,0.045454545454545456
a,los,2,146,0.0136986301369863
quedó,>,2,7,0.2857142857142857
me,sale,2,33,0.06060606060606061
no,maaa,2,100,0.02
la,tengo,2,84,0.023809523809523808
por,el,2,25,0.08
",",crees,2,177,0.011299435028248588
el,pasillo,2,74,0.02702702702702703
😅,>,2,2,1.0
<,voy,2,445,0.0044943820224719105
a,celis,2,146,0.0136986301369863
jajaja,ya,2,76,0.02631578947368421
ya,salí,2,87,0.022988505747126436
están,?,2,3,0.6666666666666666
jaja,yo,2,62,0.03225806451612903
que,decía,2,198,0.010101010101010102
si,jajaj,2,146,0.0136986301369863
la,carrera,2,84,0.023809523809523808
preguntan,>,2,2,1.0
ver,qué,2,14,0.14285714285714285
quieres,decir,2,24,0.08333333333333333
le,quieres,2,27,0.07407407407407407
sé,",",2,9,0.2222222222222222
bien,jaja,2,25,0.08
irving,me,2,8,0.25
poner,en,2,7,0.2857142857142857
a,poner,2,146,0.0136986301369863
<,le,2,445,0.0044943820224719105
?,para,2,91,0.02197802197802198
vava,jaja,2,17,0.11764705882352941
lo,pongo,2,115,0.017391304347826087
aún,no,2,5,0.4
sí,>,2,5,0.4
<,yo,2,445,0.0044943820224719105
de,esos,2,150,0.013333333333333334
foto,?,2,6,0.3333333333333333
que,sacamos,2,198,0.010101010101010102
holaa,oye,2,10,0.2
checo,>,2,5,0.4
a,oye,2,146,0.0136986301369863
que,yo,2,198,0.010101010101010102
si,podía,2,146,0.0136986301369863
los,síntomas,2,44,0.045454545454545456
mmmm,pues,2,3,0.6666666666666666
podría,ser,2,3,0.6666666666666666
porque,pues,2,28,0.07142857142857142
mejor,si,2,6,0.3333333333333333
si,mejor,2,146,0.0136986301369863
si,sería,2,146,0.0136986301369863
vava,sip,2,17,0.11764705882352941
de,eso,2,150,0.013333333333333334
que,puse,2,198,0.010101010101010102
que,tomar,2,198,0.010101010101010102
para,hacer,2,29,0.06896551724137931
autores,>,2,4,0.5
para,explicarlo,2,29,0.06896551724137931
del,tda,2,32,0.0625
las,respuestas,2,29,0.06896551724137931
los,resultados,2,44,0.045454545454545456
nos,falto,2,18,0.1111111111111111
y,es,2,85,0.023529411764705882
pero,es,2,57,0.03508771929824561
de,mi,2,150,0.013333333333333334
el,problema,2,74,0.02702702702702703
",",a,2,177,0.011299435028248588
ves,?,2,3,0.6666666666666666
lo,checo,2,115,0.017391304347826087
o,ya,2,21,0.09523809523809523
te,las,2,38,0.05263157894736842
que,con,2,198,0.010101010101010102
me,puedes,2,33,0.06060606060606061
",",está,2,177,0.011299435028248588
?,porfa,2,91,0.02197802197802198
las,3,2,29,0.06896551724137931
ya,ni,2,87,0.022988505747126436
es,la,2,67,0.029850746268656716
3,clases,2,7,0.2857142857142857
la,mañana,2,84,0.023809523809523808
estaba,checando,2,3,0.6666666666666666
o,jajajaja,2,21,0.09523809523809523
de,web,2,150,0.013333333333333334
10,>,2,3,0.6666666666666666
<,en,2,445,0.0044943820224719105
el,del,2,74,0.02702702702702703
",",y,2,177,0.011299435028248588
",",hasta,2,177,0.011299435028248588
si,esta,2,146,0.0136986301369863
y,de,2,85,0.023529411764705882
según,lo,2,11,0.18181818181818182
de,esme,2,150,0.013333333333333334
y,dijo,2,85,0.023529411764705882
ernesto,que,2,10,0.2
no,jajajaj,2,100,0.02
no,nos,2,100,0.02
tenía,que,2,3,0.6666666666666666
vimos,en,2,3,0.6666666666666666
oye,entonces,2,65,0.03076923076923077
ya,>,2,87,0.022988505747126436
chi,",",2,5,0.4
el,archivo,2,74,0.02702702702702703
<,por,2,445,0.0044943820224719105
conclusión,>,2,5,0.4
cierto,",",2,5,0.4
ahorita,los,2,19,0.10526315789473684
te,fue,2,38,0.05263157894736842
la,información,2,84,0.023809523809523808
fue,?,2,7,0.2857142857142857
la,introducción,2,84,0.023809523809523808
",",para,2,177,0.011299435028248588
con,jisus,2,32,0.0625
la,covarianza,2,84,0.023809523809523808
y,mira,2,85,0.023529411764705882
que,dejó,2,198,0.010101010101010102
jaja,porque,2,62,0.03225806451612903
es,solo,2,67,0.029850746268656716
que,hicimos,2,198,0.010101010101010102
ya,así,2,87,0.022988505747126436
oye,te,2,65,0.03076923076923077
equipo,>,2,3,0.6666666666666666
en,equipo,2,47,0.0425531914893617
6,>,2,2,1.0
sip,si,2,65,0.03076923076923077
el,grupo,2,74,0.02702702702702703
",",solo,2,177,0.011299435028248588
nada,",",2,31,0.06451612903225806
<,mira,2,445,0.0044943820224719105
",",según,2,177,0.011299435028248588
pero,sin,2,57,0.03508771929824561
mismo,pero,2,3,0.6666666666666666
nada,mas,2,31,0.06451612903225806
no,tienes,2,100,0.02
si,este,2,146,0.0136986301369863
el,ejercicio,2,74,0.02702702702702703
y,esto,2,85,0.023529411764705882
el,otro,2,74,0.02702702702702703
los,ejercicios,2,44,0.045454545454545456
del,2do,2,32,0.0625
los,2,2,44,0.045454545454545456
que,tengo,2,198,0.010101010101010102
y,yo,2,85,0.023529411764705882
nos,vamos,2,18,0.1111111111111111
ya,nos,2,87,0.022988505747126436
a,tu,2,146,0.0136986301369863
maestra,que,2,3,0.6666666666666666
datos,y,2,7,0.2857142857142857
pero,igual,2,57,0.03508771929824561
medio,raro,2,2,1.0
la,metieras,2,84,0.023809523809523808
que,voy,2,198,0.010101010101010102
metieras,en,2,2,1.0
sería,como,2,8,0.25
<,para,2,445,0.0044943820224719105
este,>,2,8,0.25
es,este,2,67,0.029850746268656716
yap,>,2,2,1.0
",",mañana,2,177,0.011299435028248588
mañana,te,2,15,0.13333333333333333
nada,jaja,2,31,0.06451612903225806
es,necesario,2,67,0.029850746268656716
rápido,>,2,2,1.0
jaja,si,2,62,0.03225806451612903
a,jaja,2,146,0.0136986301369863
se,fue,2,39,0.05128205128205128
ya,se,2,87,0.022988505747126436
<,rayos,2,445,0.0044943820224719105
en,un,2,47,0.0425531914893617
vavava,",",2,5,0.4
a,lo,2,146,0.0136986301369863
y,menos,2,85,0.023529411764705882
la,escuela,2,84,0.023809523809523808
a,la,2,146,0.0136986301369863
me,dijo,2,33,0.06060606060606061
va,",",2,21,0.09523809523809523
este,bien,2,8,0.25
la,práctica,2,84,0.023809523809523808
lo,habías,2,115,0.017391304347826087
hicieron,lo,2,3,0.6666666666666666
ya,solo,2,87,0.022988505747126436
mañana,no,2,15,0.13333333333333333
no,ando,2,100,0.02
hice,de,2,3,0.6666666666666666
ando,en,2,4,0.5
información,y,2,5,0.4
y,en,2,85,0.023529411764705882
<,noooo,2,445,0.0044943820224719105
que,vas,2,198,0.010101010101010102
oye,una,2,65,0.03076923076923077
quieres,ya,2,24,0.08333333333333333
sip,voy,2,65,0.03076923076923077
<,ooooo,2,445,0.0044943820224719105
hago,yo,2,2,1.0
la,hago,2,84,0.023809523809523808
si,quieras,2,146,0.0136986301369863
entonces,no,2,24,0.08333333333333333
y,que,2,85,0.023529411764705882
ahorita,ya,2,19,0.10526315789473684
los,anteriores,2,44,0.045454545454545456
y,le,2,85,0.023529411764705882
mira,>,2,5,0.4
es,de,2,67,0.029850746268656716
casa,jaja,2,3,0.6666666666666666
análisis,de,2,3,0.6666666666666666
de,análisis,2,150,0.013333333333333334
:,>,2,3,0.6666666666666666
lugar,donde,2,3,0.6666666666666666
pues,entonces,2,35,0.05714285714285714
que,según,2,198,0.010101010101010102
es,para,2,67,0.029850746268656716
las,historias,2,29,0.06896551724137931
?,y,2,91,0.02197802197802198
jajaja,pensé,2,76,0.02631578947368421
no,má,2,100,0.02
jajaja,es,2,76,0.02631578947368421
bueno,bueno,2,31,0.06451612903225806
ir,mañana,2,8,0.25
jaja,gracias,2,62,0.03225806451612903
foto,de,2,6,0.3333333333333333
la,actividad,2,84,0.023809523809523808
dijiste,que,2,3,0.6666666666666666
de,hpc,2,150,0.013333333333333334
salón,>,2,5,0.4
<,nos,2,445,0.0044943820224719105
quieres,ver,2,24,0.08333333333333333
va,gracias,2,21,0.09523809523809523
si,yo,2,146,0.0136986301369863
el,último,2,74,0.02702702702702703
después,del,2,4,0.5
según,el,2,11,0.18181818181818182
bueno,gracias,2,31,0.06451612903225806
todo,el,2,8,0.25
a,hacer,2,146,0.0136986301369863
jajaja,a,2,76,0.02631578947368421
que,era,2,198,0.010101010101010102
hacer,lo,2,11,0.18181818181818182
tienes,que,2,6,0.3333333333333333
el,dto,2,74,0.02702702702702703
el,model,2,74,0.02702702702702703
no,xd,2,100,0.02
teníamos,que,2,2,1.0
que,teníamos,2,198,0.010101010101010102
te,lo,2,38,0.05263157894736842
web,?,2,3,0.6666666666666666
holaa,:3,2,10,0.2
andas,?,2,2,1.0
dónde,andas,2,6,0.3333333333333333
<,dónde,2,445,0.0044943820224719105
de,una,2,150,0.013333333333333334
