Term 1,Term 2,Frequency of Bigram,Frequency of Context (Term 1),Conditional Probability
dije,>,1,4,0.25
lo,recuerdo,1,41,0.024390243902439025
salieron,otros,1,1,1.0
recuerdo,>,1,2,0.5
como,si,1,20,0.05
si,fuera,1,162,0.006172839506172839
fuera,ayer,1,2,0.5
buscado,el,1,1,1.0
se,mete,1,56,0.017857142857142856
<,siguele,1,1654,0.0006045949214026602
insta,",",1,1,1.0
literal,habia,1,1,1.0
sea,ya,1,8,0.125
ya,lleva,1,96,0.010416666666666666
lleva,tiempo,1,1,1.0
tiempo,aca,1,1,1.0
a,gusto,1,81,0.012345679012345678
q,literal,1,164,0.006097560975609756
recuerdo,q,1,2,0.5
q,a,1,164,0.006097560975609756
se,graduo,1,56,0.017857142857142856
graduo,>,1,1,1.0
luego,va,1,8,0.125
<,recuerdo,1,1654,0.0006045949214026602
siguele,>,1,1,1.0
metodos,>,1,1,1.0
",",creo,1,60,0.016666666666666666
su,insta,1,6,0.16666666666666666
gusto,>,1,3,0.3333333333333333
escuela,en,1,6,0.16666666666666666
mete,>,1,1,1.0
habia,buscado,1,7,0.14285714285714285
chiko,?,1,2,0.5
pasanos,loq,1,1,1.0
q,llegue,1,164,0.006097560975609756
llegue,diciendo,1,3,0.3333333333333333
diciendo,eyeyey,1,1,1.0
eyeyey,soy,1,1,1.0
soy,yo,1,4,0.25
pues,sepa,1,8,0.125
sepa,pero,1,3,0.3333333333333333
pero,hay,1,71,0.014084507042253521
hay,fotos,1,14,0.07142857142857142
fotos,de,1,3,0.3333333333333333
de,mi,1,108,0.009259259259259259
escuchado,a,1,1,1.0
pq,hay,1,23,0.043478260869565216
el,chiko,1,43,0.023255813953488372
pero,siento,1,71,0.014084507042253521
wwww,>,1,1,1.0
agarras,cierto,1,1,1.0
cierto,gustito,1,4,0.25
gustito,>,1,1,1.0
<,wwww,1,1654,0.0006045949214026602
usb,para,1,1,1.0
ellas,x,1,3,0.3333333333333333
x,baemon,1,14,0.07142857142857142
pq,baemon,1,23,0.043478260869565216
baemon,la,1,3,0.3333333333333333
vdd,si,1,14,0.07142857142857142
gustan,y,1,3,0.3333333333333333
ps,estas,1,6,0.16666666666666666
estas,chikas,1,2,0.5
memoria,usb,1,1,1.0
una,memoria,1,16,0.0625
necesito,una,1,2,0.5
<,apenas,1,1654,0.0006045949214026602
apenas,nacieron,1,3,0.3333333333333333
me,pasas,1,81,0.012345679012345678
le,agarras,1,18,0.05555555555555555
pasas,tus,1,2,0.5
<,su,1,1654,0.0006045949214026602
bn,locos,1,25,0.04
locos,>,1,1,1.0
<,hablando,1,1654,0.0006045949214026602
hablando,de,1,1,1.0
ejemplos,de,1,1,1.0
ellas,>,1,3,0.3333333333333333
escuchaste,whiplash,1,3,0.3333333333333333
whiplash,?,1,1,1.0
su,debut,1,6,0.16666666666666666
despues,le,1,1,1.0
debut,se,1,1,1.0
se,llamo,1,56,0.017857142857142856
llamo,meow,1,1,1.0
meow,>,1,1,1.0
tus,ejemplos,1,2,0.5
esta,x,1,25,0.04
x,pero,1,14,0.07142857142857142
pero,despues,1,71,0.014084507042253521
nacieron,pero,1,1,1.0
q,les,1,164,0.006097560975609756
tenido,conceptos,1,1,1.0
les,fue,1,3,0.3333333333333333
luego,en,1,8,0.125
llegamos,master,1,1,1.0
el,tiktok,1,43,0.023255813953488372
tiktok,he,1,1,1.0
visto,comentarios,1,5,0.2
comentarios,q,1,1,1.0
q,dicen,1,164,0.006097560975609756
ya,llegamos,1,96,0.010416666666666666
nada,jaja,1,13,0.07692307692307693
dicen,q,1,1,1.0
se,imaginan,1,56,0.017857142857142856
imaginan,una,1,1,1.0
una,colab,1,16,0.0625
colab,entre,1,2,0.5
entre,rose,1,1,1.0
rose,",",1,1,1.0
",",lisa,1,60,0.016666666666666666
lisa,",",1,1,1.0
q,hay,1,164,0.006097560975609756
recordaste,q,1,2,0.5
le,sabe,1,18,0.05555555555555555
master,kepaso,1,3,0.3333333333333333
sp,bien,1,3,0.3333333333333333
fue,mal,1,9,0.1111111111111111
mal,para,1,5,0.2
para,lo,1,11,0.09090909090909091
q,esperaban,1,164,0.006097560975609756
esperaban,>,1,1,1.0
<,winter,1,1654,0.0006045949214026602
winter,se,1,1,1.0
que,necesito,1,38,0.02631578947368421
fue,mi,1,9,0.1111111111111111
segun,si,1,3,0.3333333333333333
fav,en,1,4,0.25
en,este,1,54,0.018518518518518517
kepaso,>,1,1,1.0
este,concepto,1,5,0.2
concepto,>,1,1,1.0
pero,es,1,71,0.014084507042253521
q,teddy,1,164,0.006097560975609756
teddy,segun,1,2,0.5
conceptos,bn,1,1,1.0
han,tenido,1,1,1.0
a,rami,1,81,0.012345679012345678
y,ahora,1,57,0.017543859649122806
chika,q,1,10,0.1
llama,ella,1,4,0.25
ella,y,1,6,0.16666666666666666
la,expo,1,74,0.013513513513513514
hecho,hay,1,8,0.125
hay,varios,1,14,0.07142857142857142
varios,videos,1,1,1.0
videos,de,1,1,1.0
de,ella,1,108,0.009259259259259259
ella,con,1,6,0.16666666666666666
con,bp,1,10,0.1
xd,en,1,19,0.05263157894736842
y,decian,1,57,0.017543859649122806
decian,q,1,1,1.0
ella,se,1,6,0.16666666666666666
se,parecia,1,56,0.017857142857142856
parecia,a,1,2,0.5
a,jennie,1,81,0.012345679012345678
oyeeeee,>,1,1,1.0
una,chika,1,16,0.0625
gusta,>,1,5,0.2
gen,>,1,1,1.0
facil,>,1,1,1.0
rami,?,1,1,1.0
dice,el,1,4,0.25
q,dice,1,164,0.006097560975609756
probe,>,1,1,1.0
las,probe,1,17,0.058823529411764705
ella,le,1,6,0.16666666666666666
le,gana,1,18,0.05555555555555555
gana,facil,1,1,1.0
<,segun,1,1654,0.0006045949214026602
expo,de,1,1,1.0
segun,son,1,3,0.3333333333333333
son,las,1,9,0.1111111111111111
las,blackpink,1,17,0.058823529411764705
blackpink,de,1,1,1.0
de,esta,1,108,0.009259259259259259
esta,gen,1,25,0.04
me,las,1,81,0.012345679012345678
de,mañana,1,108,0.009259259259259259
jennie,>,1,2,0.5
ahora,debuto,1,4,0.25
siempre,han,1,1,1.0
debuto,en,1,1,1.0
planilandia,son,1,1,1.0
de,planilandia,1,108,0.009259259259259259
le,fallo,1,18,0.05555555555555555
fallo,esta,1,1,1.0
esta,vez,1,25,0.04
ok,ok,1,6,0.16666666666666666
<,ellas,1,1654,0.0006045949214026602
ellas,nunca,1,3,0.3333333333333333
nunca,lo,1,2,0.5
lo,fueron,1,41,0.024390243902439025
fueron,>,1,2,0.5
o,si,1,22,0.045454545454545456
vínculos,>,1,1,1.0
si,?,1,162,0.006172839506172839
nomas,x,1,11,0.09090909090909091
x,ser,1,14,0.07142857142857142
<,4,1,1654,0.0006045949214026602
de,vínculos,1,108,0.009259259259259259
pero,siempre,1,71,0.014084507042253521
q,bp,1,164,0.006097560975609756
productor,q,1,1,1.0
same,productor,1,1,1.0
sono,>,1,1,1.0
en,meovv,1,54,0.018518518518518517
<,oyeeeee,1,1654,0.0006045949214026602
meovv,>,1,2,0.5
pero,el,1,71,0.014084507042253521
extras,o,1,1,1.0
grupo,ni,1,3,0.3333333333333333
puntos,extras,1,1,1.0
ni,sono,1,12,0.08333333333333333
grupo,esta,1,3,0.3333333333333333
<,same,1,1654,0.0006045949214026602
esta,producido,1,25,0.04
producido,por,1,1,1.0
por,black,1,8,0.125
como,puntos,1,20,0.05
black,label,1,1,1.0
label,>,1,1,1.0
de,teddy,1,108,0.009259259259259259
teddy,>,1,2,0.5
mmm,the,1,5,0.2
gusta,kurko,1,5,0.2
muse,me,1,1,1.0
claro,q,1,10,0.1
ratote,>,1,1,1.0
es,ex,1,67,0.014925373134328358
ex,izone,1,1,1.0
izone,>,1,2,0.5
rápidos,>,1,1,1.0
bastantes,rápidos,1,1,1.0
lo,tengo,1,41,0.024390243902439025
<,ira,1,1654,0.0006045949214026602
ira,ira,1,2,0.5
ira,>,1,2,0.5
si,puedes,1,162,0.006172839506172839
puedes,>,1,5,0.2
<,jigumi,1,1654,0.0006045949214026602
jigumi,>,1,1,1.0
son,bastantes,1,9,0.1111111111111111
asi,se,1,20,0.05
llama,jajaja,1,4,0.25
busca,si,1,2,0.5
si,quieres,1,162,0.006172839506172839
un,ratote,1,29,0.034482758620689655
tiene,un,1,9,0.1111111111111111
aaa,>,1,2,0.5
la,conoci,1,74,0.013513513513513514
i,know,1,2,0.5
know,>,1,1,1.0
tengo,tremenda,1,24,0.041666666666666664
tremenda,obsesion,1,1,1.0
obsesion,>,1,1,1.0
con,nemonemo,1,10,0.1
nemonemo,>,1,3,0.3333333333333333
pq,la,1,23,0.043478260869565216
conoci,ayer,1,1,1.0
miku,en,1,1,1.0
no,tt,1,152,0.006578947368421052
es,muy,1,67,0.014925373134328358
muy,jpop,1,13,0.07692307692307693
jpop,>,1,1,1.0
gusto,mucho,1,3,0.3333333333333333
me,parece,1,81,0.012345679012345678
parece,una,1,3,0.3333333333333333
una,miku,1,16,0.0625
quieres,>,1,3,0.3333333333333333
se,parecen,1,56,0.017857142857142856
tmb,muse,1,11,0.09090909090909091
parecen,pero,1,1,1.0
unos,programas,1,1,1.0
una,portada,1,16,0.0625
portada,q,1,1,1.0
entregar,unos,1,1,1.0
le,parecia,1,18,0.05555555555555555
parecia,>,1,2,0.5
a,ai,1,81,0.012345679012345678
digamos,entregar,1,1,1.0
deja,t,1,6,0.16666666666666666
t,la,1,1,1.0
la,enseño,1,74,0.013513513513513514
enseño,>,1,1,1.0
ya,quede,1,96,0.010416666666666666
quede,>,1,1,1.0
que,digamos,1,38,0.02631578947368421
tengo,que,1,24,0.041666666666666664
productos,>,1,1,1.0
tabla,productos,1,1,1.0
<,recordaba,1,1654,0.0006045949214026602
tenia,>,1,3,0.3333333333333333
hecho,tenia,1,8,0.125
programas,en,1,3,0.3333333333333333
ps,según,1,6,0.16666666666666666
si,son,1,162,0.006172839506172839
tmb,sabes,1,11,0.09090909090909091
sabes,>,1,4,0.25
da,vibes,1,4,0.25
vibes,de,1,1,1.0
según,si,1,1,1.0
de,ser,1,108,0.009259259259259259
ser,una,1,4,0.25
ai,en,1,6,0.16666666666666666
en,eso,1,54,0.018518518518518517
que,ps,1,38,0.02631578947368421
si,hacen,1,162,0.006172839506172839
hacen,live,1,1,1.0
live,action,1,1,1.0
action,debe,1,1,1.0
debe,ser,1,1,1.0
ser,ai,1,4,0.25
ai,ella,1,6,0.16666666666666666
<,i,1,1654,0.0006045949214026602
muy,bueno,1,13,0.07692307692307693
itadakimaaaas,>,1,1,1.0
digo,itadakimaaaas,1,5,0.2
ontas,>,1,1,1.0
yendo,>,1,1,1.0
<,yendo,1,1654,0.0006045949214026602
porfiiii,>,1,1,1.0
te,soltaron,1,40,0.025
soltaron,?,1,1,1.0
<,estaba,1,1654,0.0006045949214026602
estaba,haciendo,1,6,0.16666666666666666
haciendo,tarea,1,3,0.3333333333333333
<,ainoooo,1,1654,0.0006045949214026602
ainoooo,",",1,1,1.0
",",que,1,60,0.016666666666666666
le,paso,1,18,0.05555555555555555
paso,tt,1,2,0.5
<,porfiiii,1,1654,0.0006045949214026602
cualeeees,?,1,1,1.0
y,ahorita,1,57,0.017543859649122806
ahorita,como,1,4,0.25
<,cualeeees,1,1654,0.0006045949214026602
<,ontas,1,1654,0.0006045949214026602
quiere,>,1,1,1.0
dios,quiere,1,6,0.16666666666666666
luego,te,1,8,0.125
",",justo,1,60,0.016666666666666666
justo,algunos,1,2,0.5
algunos,ni,1,1,1.0
ni,tienen,1,12,0.08333333333333333
tienen,de,1,1,1.0
q,azucar,1,164,0.006097560975609756
ay,si,1,5,0.2
si,luego,1,162,0.006172839506172839
te,echas,1,40,0.025
<,espera,1,1654,0.0006045949214026602
echas,el,1,1,1.0
el,q,1,43,0.023255813953488372
q,son,1,164,0.006097560975609756
espera,aaaaaaaaaa,1,1,1.0
como,galletitas,1,20,0.05
galletitas,mini,1,1,1.0
mini,no,1,1,1.0
si,dios,1,162,0.006172839506172839
como,esta,1,20,0.05
ontan,>,1,2,0.5
favorsote,>,1,1,1.0
<,cayo,1,1654,0.0006045949214026602
vale,grasias,1,12,0.08333333333333333
ese,?,1,4,0.25
<,😦,1,1654,0.0006045949214026602
graciaaaaaaas,>,1,1,1.0
😦,>,1,1,1.0
<,graciaaaaaaas,1,1654,0.0006045949214026602
<,nourrrr,1,1654,0.0006045949214026602
nourrrr,>,1,1,1.0
muy,bajo,1,13,0.07692307692307693
pasa,we,1,4,0.25
bajo,>,1,1,1.0
tengo,tarea,1,24,0.041666666666666664
yo,bien,1,31,0.03225806451612903
bien,kenchana,1,18,0.05555555555555555
kenchana,en,1,1,1.0
la,madrugada,1,74,0.013513513513513514
madrugada,dice,1,1,1.0
y,digo,1,57,0.017543859649122806
es,ese,1,67,0.014925373134328358
tarde,>,1,2,0.5
<,double,1,1654,0.0006045949214026602
vida,aca,1,7,0.14285714285714285
double,kill,1,1,1.0
kill,>,1,1,1.0
bueno,",",1,14,0.07142857142857142
un,favorsote,1,29,0.034482758620689655
",",pobrecita,1,60,0.016666666666666666
pobrecita,>,1,1,1.0
eii,",",1,3,0.3333333333333333
asi,la,1,20,0.05
fuersa,sis,1,3,0.3333333333333333
bn,tarde,1,25,0.04
sis,>,1,1,1.0
eres,debil,1,3,0.3333333333333333
debil,saske,1,1,1.0
saske,>,1,1,1.0
we,>,1,1,1.0
q,acaba,1,164,0.006097560975609756
acaba,?,1,3,0.3333333333333333
ya,bn,1,96,0.010416666666666666
recordaba,q,1,1,1.0
q,tenia,1,164,0.006097560975609756
tenia,rayitos,1,3,0.3333333333333333
de,otra,1,108,0.009259259259259259
a,donde,1,81,0.012345679012345678
donde,te,1,8,0.125
te,llevaron,1,40,0.025
se,la,1,56,0.017857142857142856
llevaron,?,1,1,1.0
bn,lejos,1,25,0.04
lejos,cuanto,1,1,1.0
servilletas,>,1,2,0.5
las,servilletas,1,17,0.058823529411764705
están,las,1,1,1.0
no,están,1,152,0.006578947368421052
plis,>,1,1,1.0
okok,",",1,2,0.5
favor,plis,1,2,0.5
un,favor,1,29,0.034482758620689655
esta,lejitos,1,25,0.04
lejitos,>,1,1,1.0
te,la,1,40,0.025
la,paso,1,74,0.013513513513513514
coronel,>,1,1,1.0
fue,coronel,1,9,0.1111111111111111
la,van,1,74,0.013513513513513514
aca,sigue,1,7,0.14285714285714285
esta,fuerte,1,25,0.04
fuerte,>,1,1,1.0
un,impermeable,1,29,0.034482758620689655
impermeable,x,1,1,1.0
x,lo,1,14,0.07142857142857142
lo,menos,1,41,0.024390243902439025
menos,>,1,2,0.5
kien,>,1,6,0.16666666666666666
sigue,chispeando,1,1,1.0
nob,>,1,1,1.0
chispeando,>,1,1,1.0
toy,>,1,4,0.25
en,ksita,1,54,0.018518518518518517
ksita,>,1,1,1.0
",",a,1,60,0.016666666666666666
ti,q,1,4,0.25
ja,q,1,2,0.5
q,nob,1,164,0.006097560975609756
paso,>,1,2,0.5
hoy,salgo,1,8,0.125
salgo,a,1,1,1.0
como,rock,1,20,0.05
33,>,1,1,1.0
metallica,jjaja,1,1,1.0
jjaja,>,1,1,1.0
<,aunque,1,1654,0.0006045949214026602
aunque,siento,1,2,0.5
siento,que,1,6,0.16666666666666666
no,cuenta,1,152,0.006578947368421052
cuenta,como,1,3,0.3333333333333333
rock,>,1,1,1.0
tmb,me,1,11,0.09090909090909091
se,jajj,1,56,0.017857142857142856
jajj,>,1,1,1.0
",",red,1,60,0.016666666666666666
red,hot,1,1,1.0
hot,chilli,1,1,1.0
chilli,peppers,1,1,1.0
peppers,es,1,1,1.0
fav,>,1,4,0.25
gusta,metallica,1,5,0.2
rhcp,>,1,1,1.0
la,1:30,1,74,0.013513513513513514
ni,viene,1,12,0.08333333333333333
1:30,>,1,1,1.0
bueno,se,1,14,0.07142857142857142
se,supone,1,56,0.017857142857142856
supone,>,1,1,1.0
pq,mi,1,23,0.043478260869565216
mi,profe,1,27,0.037037037037037035
profe,luego,1,2,0.5
luego,ni,1,8,0.125
viene,>,1,1,1.0
mucho,rhcp,1,8,0.125
ni,si,1,12,0.08333333333333333
si,quiera,1,162,0.006172839506172839
quiera,me,1,1,1.0
al,charmander,1,10,0.1
kurko,q,1,1,1.0
pues,en,1,8,0.125
en,si,1,54,0.018518518518518517
gusta,mucho,1,5,0.2
otra,cuando,1,6,0.16666666666666666
ai,de,1,6,0.16666666666666666
q,tabla,1,164,0.006097560975609756
a,saltar,1,81,0.012345679012345678
deberian,hacerlo,1,2,0.5
hacerlo,>,1,1,1.0
yo,se,1,31,0.03225806451612903
todos,pensamos,1,2,0.5
pensamos,q,1,1,1.0
me,ayudas,1,81,0.012345679012345678
ayudas,?,1,1,1.0
de,donde,1,108,0.009259259259259259
donde,la,1,8,0.125
la,sacaste,1,74,0.013513513513513514
sacaste,?,1,1,1.0
y,hasta,1,57,0.017543859649122806
pasas,?,1,2,0.5
como,supiste,1,20,0.05
supiste,>,1,1,1.0
lo,pasas,1,41,0.024390243902439025
eso,mejor,1,25,0.04
mejor,asi,1,12,0.08333333333333333
me,lo,1,81,0.012345679012345678
hasta,ahi,1,4,0.25
y,entonces,1,57,0.017543859649122806
ojo,>,1,2,0.5
la,encontreee,1,74,0.013513513513513514
rayitos,rosas,1,1,1.0
rosas,>,1,1,1.0
pero,bueno,1,71,0.014084507042253521
bueno,ya,1,14,0.07142857142857142
tiene,caso,1,9,0.1111111111111111
caso,>,1,2,0.5
decia,q,1,2,0.5
ya,la,1,96,0.010416666666666666
encontreee,>,1,1,1.0
su,ojo,1,6,0.16666666666666666
<,akeno,1,1654,0.0006045949214026602
akeno,>,1,1,1.0
y,ve,1,57,0.017543859649122806
ve,la,1,7,0.14285714285714285
pq,decia,1,23,0.043478260869565216
entonces,pq,1,2,0.5
la,estrella,1,74,0.013513513513513514
estrella,en,1,1,1.0
la,crei,1,74,0.013513513513513514
crei,>,1,1,1.0
<,andas,1,1654,0.0006045949214026602
asi,chispitas,1,20,0.05
ven,feos,1,2,0.5
feos,>,1,1,1.0
igual,anda,1,4,0.25
anda,lloviendo,1,4,0.25
lloviendo,",",1,1,1.0
pero,nomas,1,71,0.014084507042253521
nomas,asi,1,11,0.09090909090909091
oye,oye,1,8,0.125
chispitas,>,1,1,1.0
conocia,>,1,1,1.0
<,awwww,1,1654,0.0006045949214026602
awwww,>,1,1,1.0
<,ame,1,1654,0.0006045949214026602
ame,>,1,1,1.0
<,incomodo,1,1654,0.0006045949214026602
incomodo,>,1,1,1.0
saltar,?,1,1,1.0
no,ai,1,152,0.006578947368421052
puedes,prestar,1,5,0.2
los,conocia,1,24,0.041666666666666664
andas,bn,1,2,0.5
tambien,>,1,1,1.0
bn,alucin,1,25,0.04
alucin,>,1,1,1.0
<,seamos,1,1654,0.0006045949214026602
seamos,jigumis,1,1,1.0
tienes,?,1,5,0.2
si,tienes,1,162,0.006172839506172839
tuyo,si,1,1,1.0
mi,tambien,1,27,0.037037037037037035
eres,el,1,3,0.3333333333333333
prestar,la,1,1,1.0
el,unico,1,43,0.023255813953488372
unico,q,1,1,1.0
q,entiende,1,164,0.006097560975609756
entiende,>,1,1,1.0
con,q,1,10,0.1
te,picaste,1,40,0.025
la,tuyo,1,74,0.013513513513513514
picaste,?,1,1,1.0
charmander,>,1,1,1.0
<,e,1,1654,0.0006045949214026602
",",jennie,1,60,0.016666666666666666
pero,pues,1,71,0.014084507042253521
estudiar,base,1,4,0.25
hay,vamos,1,14,0.07142857142857142
vamos,>,1,3,0.3333333333333333
<,?,1,1654,0.0006045949214026602
a,estudiar,1,81,0.012345679012345678
quedarnos,a,1,1,1.0
a,quedarnos,1,81,0.012345679012345678
ah,>,1,2,0.5
tu,terminas,1,16,0.0625
se,vamos,1,56,0.017857142857142856
oye,chika,1,8,0.125
terminas,lo,1,1,1.0
ya,habia,1,96,0.010416666666666666
habia,dejado,1,7,0.14285714285714285
dejado,?,1,1,1.0
ya,llego,1,96,0.010416666666666666
llego,tu,1,3,0.3333333333333333
tu,pedido,1,16,0.0625
pedido,neni,1,1,1.0
pues,hay,1,8,0.125
fotos,?,1,3,0.3333333333333333
ok,ahorita,1,6,0.16666666666666666
tomando,fotos,1,1,1.0
estaba,en,1,6,0.16666666666666666
<,neta,1,1654,0.0006045949214026602
neta,si,1,1,1.0
si,wey,1,162,0.006172839506172839
wey,>,1,1,1.0
<,oyes,1,1654,0.0006045949214026602
<,ernesto,1,1654,0.0006045949214026602
ernesto,con,1,1,1.0
con,sus,1,10,0.1
sus,frases,1,1,1.0
frases,de,1,1,1.0
datos,>,1,1,1.0
de,señora,1,108,0.009259259259259259
señora,>,1,1,1.0
claro,chica,1,10,0.1
de,datos,1,108,0.009259259259259259
base,de,1,2,0.5
<,estas,1,1654,0.0006045949214026602
estas,tomando,1,2,0.5
pero,por,1,71,0.014084507042253521
gus,?,1,1,1.0
por,tirarla,1,8,0.125
tirarla,se,1,1,1.0
yo,asi,1,31,0.03225806451612903
a,venir,1,81,0.012345679012345678
venir,los,1,1,1.0
segun,yo,1,3,0.3333333333333333
la,dig,1,74,0.013513513513513514
dig,clase,1,1,1.0
clase,>,1,1,1.0
porque,?,1,3,0.3333333333333333
nomas,corre,1,11,0.09090909090909091
",",segun,1,60,0.016666666666666666
mañana,a,1,18,0.05555555555555555
lo,puedo,1,41,0.024390243902439025
puedo,checar,1,3,0.3333333333333333
y,pues,1,57,0.017543859649122806
checar,con,1,1,1.0
con,móni,1,10,0.1
móni,>,1,1,1.0
q,buskes,1,164,0.006097560975609756
girl,>,1,2,0.5
empezaron,a,1,1,1.0
asi,queda,1,20,0.05
ya,empezaron,1,96,0.010416666666666666
ah,ya,1,2,0.5
le,dejo,1,18,0.05555555555555555
practica,gus,1,1,1.0
la,practica,1,74,0.013513513513513514
califico,la,1,1,1.0
te,califico,1,40,0.025
dejo,en,1,1,1.0
en,10,1,54,0.018518518518518517
10,>,1,2,0.5
dijo,algo,1,2,0.5
porque,ya,1,3,0.3333333333333333
ya,dijo,1,96,0.010416666666666666
donde,andas,1,8,0.125
andas,?,1,2,0.5
o,a,1,22,0.045454545454545456
corregido,>,1,1,1.0
queda,corregido,1,1,1.0
a,rodrigo,1,81,0.012345679012345678
rodrigo,>,1,1,1.0
oyes,>,1,1,1.0
no,estaba,1,152,0.006578947368421052
<,girl,1,1654,0.0006045949214026602
q,las,1,164,0.006097560975609756
las,otras,1,17,0.058823529411764705
otras,no,1,1,1.0
no,les,1,152,0.006578947368421052
les,entendi,1,3,0.3333333333333333
gracia,>,1,1,1.0
tabn,",",1,3,0.3333333333333333
yo,igual,1,31,0.03225806451612903
igual,hare,1,4,0.25
bueno,gracia,1,14,0.07142857142857142
hare,nomas,1,1,1.0
nomas,ese,1,11,0.09090909090909091
ese,bl,1,4,0.25
bl,>,1,1,1.0
<,ai,1,1654,0.0006045949214026602
<,jajajjajaja,1,1654,0.0006045949214026602
jajajjajaja,>,1,1,1.0
te,los,1,40,0.025
los,pasaron,1,24,0.041666666666666664
pasaron,¿,1,1,1.0
este,eee,1,5,0.2
vender,>,1,1,1.0
sorry,no,1,1,1.0
a,vender,1,81,0.012345679012345678
te,mande,1,40,0.025
nada,:),1,13,0.07692307692307693
me,puso,1,81,0.012345679012345678
puso,eso,1,1,1.0
tengo,una,1,24,0.041666666666666664
esquemas,pero,1,1,1.0
dos,esquemas,1,2,0.5
son,dos,1,9,0.1111111111111111
nomas,son,1,11,0.09090909090909091
<,xfa,1,1654,0.0006045949214026602
una,jajaj,1,16,0.0625
<,ayudaaaaaa,1,1654,0.0006045949214026602
bibliotek,>,1,1,1.0
la,bibliotek,1,74,0.013513513513513514
eee,>,1,1,1.0
ayudaaaaaa,>,1,1,1.0
ni,que,1,12,0.08333333333333333
que,fuera,1,38,0.02631578947368421
fuera,a,1,2,0.5
seee,",",1,4,0.25
",",ósea,1,60,0.016666666666666666
andaleeeee,>,1,1,1.0
ósea,pero,1,1,1.0
la,decada,1,74,0.013513513513513514
decada,pasada,1,1,1.0
pasada,>,1,1,1.0
algo,de,1,10,0.1
thx,>,1,1,1.0
de,diferencia,1,108,0.009259259259259259
diferencia,de,1,1,1.0
de,velocidad,1,108,0.009259259259259259
<,thx,1,1654,0.0006045949214026602
velocidad,o,1,1,1.0
pidiendo,>,1,1,1.0
voy,pidiendo,1,7,0.14285714285714285
algo,asi,1,10,0.1
<,:(,1,1654,0.0006045949214026602
o,",",1,22,0.045454545454545456
",",sorry,1,60,0.016666666666666666
los,voy,1,24,0.041666666666666664
se,los,1,56,0.017857142857142856
ahorita,se,1,4,0.25
memorias,es,1,1,1.0
de,memorias,1,108,0.009259259259259259
eso,de,1,25,0.04
códigos,en,1,1,1.0
<,andaleeeee,1,1654,0.0006045949214026602
me,perece,1,81,0.012345679012345678
perece,que,1,1,1.0
que,se,1,38,0.02631578947368421
se,crea,1,56,0.017857142857142856
crea,dentro,1,1,1.0
dentro,de,1,1,1.0
los,códigos,1,24,0.041666666666666664
en,c,1,54,0.018518518518518517
q,eso,1,164,0.006097560975609756
c,sharp,1,1,1.0
hagooo,>,1,1,1.0
la,hagooo,1,74,0.013513513513513514
sharp,>,1,1,1.0
<,dimeeeee,1,1654,0.0006045949214026602
dimeeeee,>,1,1,1.0
hola,>,1,3,0.3333333333333333
pero,aun,1,71,0.014084507042253521
buskes,bien,1,1,1.0
oki,neni,1,2,0.5
un,momento,1,29,0.034482758620689655
jajajajajajaja,entiendo,1,2,0.5
vimos,eso,1,1,1.0
que,pasa,1,38,0.02631578947368421
pasa,chika,1,4,0.25
<,aqui,1,1654,0.0006045949214026602
aqui,estan,1,1,1.0
que,o,1,38,0.02631578947368421
a,que,1,81,0.012345679012345678
las,derivadas,1,17,0.058823529411764705
derivadas,q,1,1,1.0
q,nos,1,164,0.006097560975609756
letras,>,1,1,1.0
nos,faltaban,1,3,0.3333333333333333
faltaban,>,1,1,1.0
va,",",1,18,0.05555555555555555
en,letras,1,54,0.018518518518518517
",",gracias,1,60,0.016666666666666666
si,estoy,1,162,0.006172839506172839
estoy,trabajando,1,10,0.1
trabajando,>,1,1,1.0
ni,vimos,1,12,0.08333333333333333
una,>,1,16,0.0625
de,baja,1,108,0.009259259259259259
meta,>,1,1,1.0
diste,de,1,1,1.0
ontan,x100000,1,2,0.5
x100000,>,1,1,1.0
ya,diste,1,96,0.010416666666666666
jjajajaj,>,1,1,1.0
tu,tranqui,1,16,0.0625
tranqui,>,1,1,1.0
<,jjajajaj,1,1654,0.0006045949214026602
como,pooooorrrrr,1,20,0.05
pooooorrrrr,?,1,1,1.0
<,ek,1,1654,0.0006045949214026602
comer,jajaja,1,2,0.5
ek,tal,1,1,1.0
pa,comer,1,1,1.0
<,pa,1,1654,0.0006045949214026602
19,no,1,1,1.0
tal,ve,1,13,0.07692307692307693
ve,meta,1,7,0.14285714285714285
la,19,1,74,0.013513513513513514
vemos,en,1,1,1.0
tr,vemos,1,1,1.0
<,tr,1,1654,0.0006045949214026602
q,tan,1,164,0.006097560975609756
tu,traslapada,1,16,0.0625
que,vieron,1,38,0.02631578947368421
traslapada,?,1,1,1.0
joder,no,1,2,0.5
lo,pidio,1,41,0.024390243902439025
oye,que,1,8,0.125
pidio,>,1,1,1.0
<,muchas,1,1654,0.0006045949214026602
muchas,cosas,1,1,1.0
cosas,wuuu,1,5,0.2
bolis,>,1,1,1.0
pedimos,bolis,1,1,1.0
wuuu,>,1,1,1.0
deja,los,1,6,0.16666666666666666
los,pido,1,24,0.041666666666666664
pido,>,1,1,1.0
nada,chika,1,13,0.07692307692307693
<,pedimos,1,1654,0.0006045949214026602
e,master,1,1,1.0
metiendo,tu,1,1,1.0
problema,metiendo,1,2,0.5
tuviste,problema,1,1,1.0
saes,>,1,1,1.0
