Term 1,Term 2,Frequency of Bigram,Frequency of Context (Term 1),Conditional Probability
los,elementos,1,45,0.022222222222222223
subjetivos,jajaja,1,1,1.0
te,dije,1,39,0.02564102564102564
eso,te,1,26,0.038461538461538464
digo,",",1,6,0.16666666666666666
consejos,viene,1,4,0.25
viene,después,1,4,0.25
después,y,1,4,0.25
pues,se,1,35,0.02857142857142857
se,repetiría,1,42,0.023809523809523808
repetiría,>,1,1,1.0
parte,>,1,3,0.3333333333333333
tu,parte,1,9,0.1111111111111111
en,tu,1,52,0.019230769230769232
eso,en,1,26,0.038461538461538464
dije,de,1,2,0.5
de,tener,1,153,0.006535947712418301
tener,un,1,2,0.5
un,plan,1,12,0.08333333333333333
plan,b,1,1,1.0
b,y,1,1,1.0
del,lugar,1,32,0.03125
donde,vas,1,9,0.1111111111111111
a,exponer,1,147,0.006802721088435374
exponer,y,1,1,1.0
y,usar,1,86,0.011627906976744186
usar,vestimenta,1,3,0.3333333333333333
vestimenta,formal,1,1,1.0
formal,>,1,1,1.0
mejor,quieras,1,6,0.16666666666666666
quieras,decir,1,3,0.3333333333333333
decir,eso,1,7,0.14285714285714285
la,gelatina,1,88,0.011363636363636364
gelatina,?,1,1,1.0
no,manches,1,102,0.00980392156862745
entonces,le,1,24,0.041666666666666664
<,https://docs.google.com/forms/d/e/1faipqlsckhxmzxmolaye0gcatxz0yzupkbph95hryi9o60x9-ozzgvg/viewform,1,501,0.001996007984031936
https://docs.google.com/forms/d/e/1faipqlsckhxmzxmolaye0gcatxz0yzupkbph95hryi9o60x9-ozzgvg/viewform,>,1,1,1.0
fuiste,xd,1,3,0.3333333333333333
ooooo,y,1,2,0.5
si,iremos,1,148,0.006756756756756757
iremos,?,1,1,1.0
salí,jajaja,1,2,0.5
voy,entonces,1,23,0.043478260869565216
le,mandan,1,27,0.037037037037037035
de,escom,1,153,0.006535947712418301
mandan,mensaje,1,1,1.0
mensaje,a,1,2,0.5
celis,no,1,3,0.3333333333333333
ya,alrratito,1,87,0.011494252873563218
alrratito,checamos,1,1,1.0
checamos,lo,1,2,0.5
de,como,1,153,0.006535947712418301
como,nos,1,21,0.047619047619047616
escom,>,1,2,0.5
página,de,1,1,1.0
la,mayoría,1,88,0.011363636363636364
pero,alomejor,1,58,0.017241379310344827
lo,escribí,1,115,0.008695652173913044
escribí,jaja,1,1,1.0
",",mira,1,187,0.0053475935828877
a,jajaj,1,147,0.006802721088435374
jajaj,voy,1,26,0.038461538461538464
no,son,1,102,0.00980392156862745
son,iguales,1,5,0.2
iguales,",",1,1,1.0
alomejor,viene,1,3,0.3333333333333333
la,página,1,88,0.011363636363636364
viene,algo,1,4,0.25
te,preguntan,1,39,0.02564102564102564
<,donde,1,501,0.001996007984031936
donde,están,1,9,0.1111111111111111
no,había,1,102,0.00980392156862745
había,ningún,1,1,1.0
ningún,link,1,1,1.0
link,en,1,1,1.0
nos,repartimos,1,18,0.05555555555555555
repartimos,lo,1,1,1.0
dejó,mario,1,3,0.3333333333333333
se,puede,1,42,0.023809523809523808
pusiste,ahora,1,2,0.5
ahora,por,1,1,1.0
por,años,1,26,0.038461538461538464
años,?,1,1,1.0
jajajaja,si,1,15,0.06666666666666667
lo,ví,1,115,0.008695652173913044
ví,medio,1,1,1.0
raro,xd,1,5,0.2
puede,jajaja,1,1,1.0
mario,>,1,1,1.0
lo,demás,1,115,0.008695652173913044
demás,se,1,1,1.0
se,ve,1,42,0.023809523809523808
ve,bien,1,1,1.0
jajaja,entonces,1,76,0.013157894736842105
entonces,así,1,24,0.041666666666666664
así,dejalo,1,6,0.16666666666666666
dejalo,si,1,1,1.0
lo,pusiste,1,115,0.008695652173913044
https://www.kaggle.com/datasets/ramjasmaurya/most-polluted-cities-and-countries-iqair-index/data?select=air+quality+index+%28by+cities%29+-+iqair.csv,>,1,1,1.0
<,https://www.kaggle.com/datasets/ramjasmaurya/most-polluted-cities-and-countries-iqair-index/data?select=air+quality+index+%28by+cities%29+-+iqair.csv,1,501,0.001996007984031936
jajaja,voy,1,76,0.013157894736842105
voy,jajaj,1,23,0.043478260869565216
qué,salón,1,5,0.2
salón,están,1,5,0.2
que,explico,1,200,0.005
explico,de,1,1,1.0
la,transformación,1,88,0.011363636363636364
transformación,digital,1,1,1.0
digital,el,1,1,1.0
el,maestro,1,75,0.013333333333333334
maestro,?,1,1,1.0
porfa,jajaj,1,6,0.16666666666666666
jajaja,😅,1,76,0.013157894736842105
<,yap,1,501,0.001996007984031936
<,ando,1,501,0.001996007984031936
ando,afuera,1,4,0.25
afuera,en,1,2,0.5
pasillo,>,1,2,0.5
mayoría,si,1,1,1.0
chat,",",1,3,0.3333333333333333
manches,jajaja,1,1,1.0
pasa,jajaja,1,2,0.5
con,pao,1,32,0.03125
pao,>,1,1,1.0
ma,>,1,4,0.25
pues,mejor,1,35,0.02857142857142857
mejor,>,1,6,0.16666666666666666
ma,",",1,4,0.25
",",se,1,187,0.0053475935828877
se,pasa,1,42,0.023809523809523808
jajajaja,fue,1,15,0.06666666666666667
no,para,1,102,0.00980392156862745
fue,al,1,7,0.14285714285714285
al,revés,1,8,0.125
revés,",",1,1,1.0
ma,pus,1,4,0.25
pus,también,1,5,0.2
también,lo,1,9,0.1111111111111111
lo,mandaron,1,115,0.008695652173913044
mandaron,al,1,1,1.0
vayas,con,1,3,0.3333333333333333
preguntas,?,1,4,0.25
decía,chat,1,3,0.3333333333333333
si,pus,1,148,0.006756756756756757
habías,visto,1,4,0.25
visto,>,1,1,1.0
jajaja,está,1,76,0.013157894736842105
<,anda,1,501,0.001996007984031936
anda,todo,1,2,0.5
todo,solo,1,8,0.125
solo,en,1,22,0.045454545454545456
escuela,?,1,2,0.5
pus,está,1,5,0.2
le,preguntas,1,27,0.037037037037037035
está,raro,1,19,0.05263157894736842
raro,",",1,5,0.2
",",yo,1,187,0.0053475935828877
yo,pensé,1,25,0.04
si,iba,1,148,0.006756756756756757
a,estar,1,147,0.006802721088435374
estar,cerrada,1,1,1.0
cerrada,>,1,1,1.0
grupo,por,1,7,0.14285714285714285
eso,más,1,26,0.038461538461538464
más,pensé,1,13,0.07692307692307693
si,va,1,148,0.006756756756756757
porqué,?,1,1,1.0
ma,jajaja,1,4,0.25
jajaja,perdón,1,76,0.013157894736842105
perdón,",",1,2,0.5
pero,por,1,58,0.017241379310344827
te,vuelve,1,39,0.02564102564102564
vuelve,a,1,1,1.0
pasar,",",1,4,0.25
va,toda,1,21,0.047619047619047616
pensé,>,1,6,0.16666666666666666
toda,la,1,1,1.0
la,chimalhuacán,1,88,0.011363636363636364
chimalhuacán,>,1,1,1.0
le,metí,1,27,0.037037037037037035
metí,poquito,1,2,0.5
poquito,nada,1,1,1.0
nada,más,1,31,0.03225806451612903
más,de,1,13,0.07692307692307693
pero,porqué,1,58,0.017241379310344827
cierto,xd,1,5,0.2
pasó,?,1,2,0.5
que,pasó,1,200,0.005
lo,viste,1,115,0.008695652173913044
viste,>,1,1,1.0
jajaj,pus,1,26,0.038461538461538464
pus,a,1,5,0.2
se,apura,1,42,0.023809523809523808
apura,a,1,1,1.0
decir,algo,1,7,0.14285714285714285
<,cuánto,1,501,0.001996007984031936
cuánto,?,1,2,0.5
<,9,1,501,0.001996007984031936
9,jajaja,1,1,1.0
hay,ya,1,8,0.125
ya,10,1,87,0.011494252873563218
jajajaj,y,1,15,0.06666666666666667
menos,con,1,3,0.3333333333333333
con,celis,1,32,0.03125
celis,>,1,3,0.3333333333333333
que,él,1,200,0.005
que,corregir,1,200,0.005
ernesto,dice,1,10,0.1
3.5.4,de,1,1,1.0
notas,>,1,1,1.0
jajajaja,ahorita,1,15,0.06666666666666667
los,pongo,1,45,0.022222222222222223
pongo,si,1,4,0.25
quedó,la,1,7,0.14285714285714285
jajaja,quieres,1,76,0.013157894736842105
quieres,que,1,24,0.041666666666666664
te,pase,1,39,0.02564102564102564
pase,lo,1,1,1.0
dice,el,1,6,0.16666666666666666
archivo,?,1,2,0.5
una,forma,1,6,0.16666666666666666
forma,de,1,1,1.0
de,comunicación,1,153,0.006535947712418301
los,sistemas,1,45,0.022222222222222223
sistemas,distribuidos,1,2,0.5
distribuidos,donde,1,1,1.0
las,notas,1,29,0.034482758620689655
tema,3.5.4,1,6,0.16666666666666666
<,oooo,1,501,0.001996007984031936
viene,en,1,4,0.25
a,hacerla,1,147,0.006802721088435374
hacerla,?,1,1,1.0
",",voy,1,187,0.0053475935828877
a,también,1,147,0.006802721088435374
también,falta,1,9,0.1111111111111111
falta,poner,1,5,0.2
los,nombres,1,45,0.022222222222222223
nombres,de,1,1,1.0
de,jisus,1,153,0.006535947712418301
jisus,y,1,4,0.25
esme,>,1,5,0.2
para,la,1,29,0.034482758620689655
introducción,si,1,2,0.5
quieres,usa,1,24,0.041666666666666664
usa,algo,1,1,1.0
información,que,1,5,0.2
que,viene,1,200,0.005
donde,un,1,9,0.1111111111111111
un,mensaje,1,12,0.08333333333333333
mensaje,es,1,2,0.5
es,enviado,1,71,0.014084507042253521
coordinen,entre,1,1,1.0
entre,sí,1,1,1.0
sí,.,1,6,0.16666666666666666
., ,1,3,0.3333333333333333
<,multidifusión,1,501,0.001996007984031936
multidifusión,:,1,1,1.0
chi,",",1,5,0.2
le,modifique,1,27,0.037037037037037035
modifique,un,1,1,1.0
un,poco,1,12,0.08333333333333333
poco,el,1,1,1.0
el,orden,1,75,0.013333333333333334
orden,y,1,2,0.5
y,algunas,1,86,0.011627906976744186
algunas,palabras,1,2,0.5
palabras,porque,1,1,1.0
porque,parecía,1,28,0.03571428571428571
y,coordinen,1,86,0.011627906976744186
comuniquen,y,1,1,1.0
se,comuniquen,1,42,0.023809523809523808
es,esencial,1,71,0.014084507042253521
enviado,por,1,1,1.0
por,un,1,26,0.038461538461538464
un,nodo,1,12,0.08333333333333333
nodo,a,1,1,1.0
a,varios,1,147,0.006802721088435374
nodos,simultáneamente,1,2,0.5
simultáneamente,.,1,1,1.0
esencial,en,1,1,1.0
nodos,se,1,2,0.5
en,aplicaciones,1,52,0.019230769230769232
aplicaciones,distribuidas,1,1,1.0
distribuidas,donde,1,1,1.0
donde,se,1,9,0.1111111111111111
se,requiere,1,42,0.023809523809523808
requiere,que,1,1,1.0
que,varios,1,200,0.005
checo,xd,1,5,0.2
aun,no,1,1,1.0
intro,aun,1,1,1.0
ahorita,me,1,19,0.05263157894736842
rayos,si,1,5,0.2
la,otra,1,88,0.011363636363636364
otra,versión,1,2,0.5
versión,del,1,1,1.0
del,examen,1,32,0.03125
examen,bueno,1,5,0.2
bueno,ya,1,31,0.03225806451612903
ni,modo,1,4,0.25
modo,le,1,1,1.0
le,pido,1,27,0.037037037037037035
pido,mi,1,1,1.0
mi,examen,1,9,0.1111111111111111
examen,el,1,5,0.2
el,jueves,1,75,0.013333333333333334
jueves,>,1,1,1.0
<,oie,1,501,0.001996007984031936
oie,:3,1,1,1.0
jaja,rayos,1,62,0.016129032258064516
estuvo,bien,1,1,1.0
ya,estuvo,1,87,0.011494252873563218
manda,foto,1,2,0.5
no,maaaa,1,102,0.00980392156862745
maaaa,pero,1,1,1.0
pero,te,1,58,0.017241379310344827
fue,muy,1,7,0.14285714285714285
muy,bien,1,1,1.0
bien,:3,1,25,0.04
<,manda,1,501,0.001996007984031936
foto,jaja,1,6,0.16666666666666666
ooo,ya,1,1,1.0
jaja,a,1,62,0.016129032258064516
me,acuerdo,1,33,0.030303030303030304
acuerdo,de,1,1,1.0
de,mis,1,153,0.006535947712418301
mis,respuestas,1,2,0.5
respuestas,xd,1,3,0.3333333333333333
<,ooo,1,501,0.001996007984031936
:3,ahorita,1,34,0.029411764705882353
me,mandas,1,33,0.030303030303030304
la,intro,1,88,0.011363636363636364
mandas,capturas,1,1,1.0
iso,?,1,1,1.0
el,formato,1,75,0.013333333333333334
formato,que,1,2,0.5
las,dio,1,29,0.034482758620689655
dio,no,1,1,1.0
es,jajaj,1,71,0.014084507042253521
jajaj,xd,1,26,0.038461538461538464
<,esos,1,501,0.001996007984031936
esos,serian,1,3,0.3333333333333333
serian,los,1,1,1.0
los,del,1,45,0.022222222222222223
del,paso,1,32,0.03125
paso,2,1,6,0.16666666666666666
2,>,1,7,0.14285714285714285
<,:o,1,501,0.001996007984031936
:o,>,1,1,1.0
jajaja,creo,1,76,0.013157894736842105
formato,iso,1,2,0.5
con,formato,1,32,0.03125
pero,con,1,58,0.017241379310344827
jjajajjajaja,bueno,1,1,1.0
capturas,de,1,2,0.5
que,vallan,1,200,0.005
vallan,haciendo,1,1,1.0
haciendo,en,1,4,0.25
en,cómputo,1,52,0.019230769230769232
porfa,>,1,6,0.16666666666666666
<,jjajajjajaja,1,501,0.001996007984031936
<,irving,1,501,0.001996007984031936
referencias,pero,1,1,1.0
irving,pásame,1,8,0.125
pásame,las,1,1,1.0
las,capturas,1,29,0.034482758620689655
capturas,>,1,2,0.5
puedes,pasar,1,2,0.5
pasar,tus,1,4,0.25
tus,referencias,1,1,1.0
parecía,conclusión,1,1,1.0
conclusión,pero,1,5,0.2
pero,>,1,58,0.017241379310344827
valió,>,1,1,1.0
actividad,de,1,3,0.3333333333333333
historias,",",1,3,0.3333333333333333
porque,puso,1,28,0.03571428571428571
puso,que,1,2,0.5
para,hoy,1,29,0.034482758620689655
hoy,>,1,4,0.25
si,llego,1,148,0.006756756756756757
llego,el,1,2,0.5
de,cómputo,1,153,0.006535947712418301
entonces,se,1,24,0.041666666666666664
se,fueron,1,42,0.023809523809523808
fueron,a,1,2,0.5
a,lab,1,147,0.006802721088435374
lab,?,1,4,0.25
<,nooooo,1,501,0.001996007984031936
nooooo,jajajajaja,1,1,1.0
jajajajaja,ya,1,4,0.25
haciendo,la,1,4,0.25
andaban,haciendo,1,1,1.0
hasta,andaban,1,9,0.1111111111111111
en,hpc,1,52,0.019230769230769232
chi,>,1,5,0.2
ya,si,1,87,0.011494252873563218
vas,y,1,9,0.1111111111111111
y,hacen,1,86,0.011627906976744186
hacen,algo,1,1,1.0
algo,importante,1,15,0.06666666666666667
importante,en,1,3,0.3333333333333333
hpc,me,1,3,0.3333333333333333
ya,hasta,1,87,0.011494252873563218
me,avisas,1,33,0.030303030303030304
avisas,>,1,1,1.0
si,entraste,1,148,0.006756756756756757
entraste,a,1,1,1.0
a,cómputo,1,147,0.006802721088435374
má,",",1,2,0.5
",",jajaja,1,187,0.0053475935828877
ya,valió,1,87,0.011494252873563218
<,aaaa,1,501,0.001996007984031936
no,vamos,1,102,0.00980392156862745
aaaa,ya,1,1,1.0
a,llegar,1,147,0.006802721088435374
llegar,después,1,3,0.3333333333333333
del,descanso,1,32,0.03125
descanso,>,1,1,1.0
ya,está,1,87,0.011494252873563218
está,en,1,19,0.05263157894736842
mi,git,1,9,0.1111111111111111
git,jajjaa,1,1,1.0
jajjaa,>,1,1,1.0
<,correee,1,501,0.001996007984031936
correee,>,1,1,1.0
ya,estás,1,87,0.011494252873563218
estás,haciendo,1,2,0.5
haciendo,tu,1,4,0.25
tu,examen,1,9,0.1111111111111111
examen,de,1,5,0.2
tengo,duda,1,8,0.125
pero,voy,1,58,0.017241379310344827
iré,",",1,1,1.0
si,iré,1,148,0.006756756756756757
tienen,que,1,2,0.5
pero,entonces,1,58,0.017241379310344827
si,fueron,1,148,0.006756756756756757
fueron,varias,1,2,0.5
varias,historias,1,1,1.0
historias,?,1,3,0.3333333333333333
según,se,1,11,0.09090909090909091
se,tienen,1,42,0.023809523809523808
que,subir,1,200,0.005
bueno,va,1,31,0.03225806451612903
subir,todas,1,3,0.3333333333333333
todas,las,1,1,1.0
historias,>,1,3,0.3333333333333333
si,las,1,148,0.006756756756756757
las,conseguiste,1,29,0.034482758620689655
conseguiste,?,1,2,0.5
má,jajaja,1,2,0.5
ir,>,1,8,0.125
diciendo,que,1,1,1.0
quieres,entrégalo,1,24,0.041666666666666664
que,hice,1,200,0.005
porque,le,1,28,0.03571428571428571
le,pregunté,1,27,0.037037037037037035
pregunté,a,1,2,0.5
a,esme,1,147,0.006802721088435374
que,ellos,1,200,0.005
ellos,usarían,1,1,1.0
usarían,>,1,1,1.0
<,otro,1,501,0.001996007984031936
otro,>,1,6,0.16666666666666666
<,https://www.kaggle.com/datasets/shashwatwork/cerebral-stroke-predictionimbalaced-dataset,1,501,0.001996007984031936
https://www.kaggle.com/datasets/shashwatwork/cerebral-stroke-predictionimbalaced-dataset,>,1,1,1.0
<,https://www.kaggle.com/datasets/rohitudageri/credit-card-details,1,501,0.001996007984031936
https://www.kaggle.com/datasets/rohitudageri/credit-card-details,>,1,1,1.0
la,llevo,1,88,0.011363636363636364
llevo,>,1,1,1.0
oye,aqui,1,66,0.015151515151515152
aqui,esta,1,1,1.0
derrames,",",1,1,1.0
los,derrames,1,45,0.022222222222222223
jisus,de,1,4,0.25
encuentro,nada,1,1,1.0
entrégalo,xd,1,1,1.0
si,tenía,1,148,0.006756756756756757
que,ser,1,200,0.005
ser,de,1,4,0.25
de,3,1,153,0.006535947712418301
clases,?,1,2,0.5
no,encuentro,1,102,0.00980392156862745
jajajaj,xd,1,15,0.06666666666666667
sacamos,con,1,2,0.5
xd,pero,1,42,0.023809523809523808
pero,le,1,58,0.017241379310344827
le,decía,1,27,0.037037037037037035
decía,a,1,3,0.3333333333333333
que,podíamos,1,200,0.005
podíamos,usar,1,1,1.0
usar,el,1,3,0.3333333333333333
esta,lo,1,5,0.2
de,analsis,1,153,0.006535947712418301
andábamos,diciendo,1,1,1.0
analsis,de,1,1,1.0
tema,y,1,6,0.16666666666666666
y,luego,1,86,0.011627906976744186
luego,la,1,3,0.3333333333333333
introducción,y,1,2,0.5
y,conclusión,1,86,0.011627906976744186
conclusión,general,1,5,0.2
general,de,1,2,0.5
actividad,?,1,3,0.3333333333333333
la,conferencia,1,88,0.011363636363636364
conferencia,?,1,1,1.0
<,:3,1,501,0.001996007984031936
jaja,gracias,1,62,0.016129032258064516
mañana,?,1,15,0.06666666666666667
bueno,jajaja,1,31,0.03225806451612903
que,igual,1,200,0.005
igual,nosotros,1,13,0.07692307692307693
nosotros,andábamos,1,2,0.5
nuestro,tema,1,1,1.0
de,nuestro,1,153,0.006535947712418301
conclusión,de,1,5,0.2
el,salón,1,75,0.013333333333333334
datos,",",1,7,0.14285714285714285
ver,jaja,1,14,0.07142857142857142
<,https://colab.research.google.com/drive/13qy2h4lcq_6emy51dbxb9-6hw-awnejg?usp=sharing,1,501,0.001996007984031936
https://colab.research.google.com/drive/13qy2h4lcq_6emy51dbxb9-6hw-awnejg?usp=sharing,>,1,1,1.0
lo,doy,1,115,0.008695652173913044
doy,>,1,3,0.3333333333333333
quedar,en,1,3,0.3333333333333333
hpc,dijiste,1,3,0.3333333333333333
poner,la,1,8,0.125
que,para,1,200,0.005
para,subir,1,29,0.034482758620689655
subir,el,1,3,0.3333333333333333
el,pdf,1,75,0.013333333333333334
pdf,solo,1,1,1.0
solo,tenemos,1,22,0.045454545454545456
que,poner,1,200,0.005
oooo,no,1,1,1.0
sacaste,?,1,1,1.0
<,ernesto,1,501,0.001996007984031936
inscribiste,?,1,1,1.0
entonces,nos,1,24,0.041666666666666664
nos,veremos,1,18,0.05555555555555555
veremos,en,1,1,1.0
en,las,1,52,0.019230769230769232
clases,de,1,2,0.5
mañana,>,1,15,0.06666666666666667
jaja,oye,1,62,0.016129032258064516
",",estaba,1,187,0.0053475935828877
checando,los,1,3,0.3333333333333333
los,grupos,1,45,0.022222222222222223
grupos,",",1,1,1.0
pues,estaba,1,35,0.02857142857142857
estaba,viendo,1,3,0.3333333333333333
viendo,que,1,2,0.5
pues,sería,1,35,0.02857142857142857
sería,que,1,8,0.125
que,dieras,1,200,0.005
",",está,1,187,0.0053475935828877
te,inscribiste,1,39,0.02564102564102564
cuánto,sacaste,1,2,0.5
grupo,te,1,7,0.14285714285714285
mucho,:3,1,4,0.25
:3,ya,1,34,0.029411764705882353
nos,vimos,1,18,0.05555555555555555
en,vacaciones,1,52,0.019230769230769232
vacaciones,pero,1,2,0.5
pero,cuando,1,58,0.017241379310344827
cuando,te,1,3,0.3333333333333333
te,vea,1,39,0.02564102564102564
vea,te,1,1,1.0
te,doy,1,39,0.02564102564102564
doy,tu,1,3,0.3333333333333333
tu,regalo,1,9,0.1111111111111111
regalo,atrasado,1,1,1.0
atrasado,☺,1,1,1.0
",",como,1,187,0.0053475935828877
como,te,1,21,0.047619047619047616
qué,grupo,1,5,0.2
dieras,de,1,1,1.0
de,baja,1,153,0.006535947712418301
baja,progra,1,1,1.0
progra,para,1,1,1.0
lugar,y,1,3,0.3333333333333333
así,saldrías,1,6,0.16666666666666666
saldrías,todos,1,1,1.0
todos,los,1,4,0.25
los,días,1,45,0.022222222222222223
días,a,1,1,1.0
a,las,1,147,0.006802721088435374
las,6,1,29,0.034482758620689655
mira,",",1,5,0.2
yo,seria,1,25,0.04
seria,así,1,1,1.0
así,ya,1,6,0.16666666666666666
ya,nada,1,87,0.011494252873563218
mas,checa,1,2,0.5
checa,que,1,2,0.5
no,espera,1,102,0.00980392156862745
espera,",",1,1,1.0
1,lugar,1,2,0.5
queda,1,1,1,1.0
ahí,queda,1,10,0.1
lugares,",",1,1,1.0
para,ciencia,1,29,0.034482758620689655
ciencia,de,1,1,1.0
mañana,porque,1,15,0.06666666666666667
porque,aún,1,28,0.03571428571428571
aún,hay,1,5,0.2
hay,3,1,8,0.125
3,lugares,1,7,0.14285714285714285
también,que,1,9,0.1111111111111111
2av2,",",1,1,1.0
que,quitarás,1,200,0.005
quitarás,la,1,1,1.0
de,algoritmos,1,153,0.006535947712418301
algoritmos,y,1,2,0.5
y,estructura,1,86,0.011627906976744186
estructura,de,1,1,1.0
el,2av2,1,75,0.013333333333333334
quiero,mucho,1,1,1.0
te,quiero,1,39,0.02564102564102564
día,irving,1,1,1.0
pasas,mis,1,9,0.1111111111111111
falta,el,1,5,0.2
el,16,1,75,0.013333333333333334
16,",",1,1,1.0
",",19,1,187,0.0053475935828877
19,",",1,1,1.0
",",27,1,187,0.0053475935828877
27,y,1,1,1.0
y,los,1,86,0.011627906976744186
los,últimos,1,45,0.022222222222222223
últimos,2,1,1,1.0
2,del,1,7,0.14285714285714285
del,12,1,32,0.03125
12,jajaj,1,1,1.0
si,igual,1,148,0.006756756756756757
igual,anoté,1,13,0.07692307692307693
anoté,que,1,1,1.0
era,sustentabilidad,1,6,0.16666666666666666
me,falta,1,33,0.030303030303030304
todos,?,1,4,0.25
tienes,todos,1,6,0.16666666666666666
hoy,porfa,1,4,0.25
pasas,las,1,9,0.1111111111111111
las,fotos,1,29,0.034482758620689655
fotos,o,1,1,1.0
o,vídeos,1,22,0.045454545454545456
vídeos,que,1,1,1.0
sacamos,de,1,2,0.5
de,hoy,1,153,0.006535947712418301
las,últimas,1,29,0.034482758620689655
si,tienes,1,148,0.006756756756756757
últimas,del,1,1,1.0
del,28,1,32,0.03125
28,no,1,1,1.0
si,estén,1,148,0.006756756756756757
estén,bien,1,1,1.0
bien,jajaj,1,25,0.04
anteriores,si,1,2,0.5
sustentabilidad,>,1,1,1.0
mis,fotitos,1,2,0.5
feliz,día,1,1,1.0
fotitos,jajaja,1,1,1.0
",",cuáles,1,187,0.0053475935828877
cuáles,son,1,1,1.0
son,los,1,5,0.2
los,que,1,45,0.022222222222222223
ya,tienes,1,87,0.011494252873563218
tienes,?,1,6,0.16666666666666666
a,va,1,147,0.006802721088435374
va,va,1,21,0.047619047619047616
va,gracias,1,21,0.047619047619047616
gracias,ahorita,1,29,0.034482758620689655
ahorita,lo,1,19,0.05263157894736842
lo,veo,1,115,0.008695652173913044
veo,>,1,6,0.16666666666666666
<,https://meet.google.com/mox-fiad-xqi,1,501,0.001996007984031936
https://meet.google.com/mox-fiad-xqi,>,1,1,1.0
holaaa,jeje,1,3,0.3333333333333333
jeje,feliz,1,2,0.5
gracias,",",1,29,0.034482758620689655
bueno,gracias,1,31,0.03225806451612903
jaja,está,1,62,0.016129032258064516
último,ejercicio,1,2,0.5
jajaja,porfa,1,76,0.013157894736842105
porfa,:3,1,6,0.16666666666666666
sip,ahorita,1,65,0.015384615384615385
lo,paso,1,115,0.008695652173913044
paso,>,1,6,0.16666666666666666
",",tendrás,1,187,0.0053475935828877
tendrás,el,1,1,1.0
ejercicio,del,1,5,0.2
5,jajaja,1,3,0.3333333333333333
del,1,1,32,0.03125
1,del,1,2,0.5
del,problemario,1,32,0.03125
problemario,de,1,1,1.0
de,calculo,1,153,0.006535947712418301
calculo,?,1,1,1.0
el,5,1,75,0.013333333333333334
tienes,algoritmos,1,6,0.16666666666666666
algoritmos,jajaj,1,2,0.5
bueno,es,1,31,0.03225806451612903
resultado,de,1,1,1.0
2do,tengo,1,2,0.5
tengo,2,1,8,0.125
2,uno,1,7,0.14285714285714285
uno,es,1,1,1.0
el,normal,1,75,0.013333333333333334
normal,y,1,1,1.0
otro,con,1,6,0.16666666666666666
con,las,1,32,0.03125
las,alternativas,1,29,0.034482758620689655
alternativas,>,1,1,1.0
pues,no,1,35,0.02857142857142857
lo,acabe,1,115,0.008695652173913044
acabe,porque,1,1,1.0
porque,quedó,1,28,0.03571428571428571
quedó,todo,1,7,0.14285714285714285
todo,raro,1,8,0.125
raro,el,1,5,0.2
y,del,1,86,0.011627906976744186
ejercicios,>,1,4,0.25
2,ejercicios,1,7,0.14285714285714285
última,clase,1,2,0.5
nos,valla,1,18,0.05555555555555555
valla,a,1,1,1.0
decir,la,1,7,0.14285714285714285
que,faltó,1,200,0.005
faltó,algo,1,2,0.5
quedar,a,1,3,0.3333333333333333
tu,última,1,9,0.1111111111111111
clase,o,1,3,0.3333333333333333
tengo,de,1,8,0.125
vas,?,1,9,0.1111111111111111
ahorita,alomejor,1,19,0.05263157894736842
alomejor,ya,1,3,0.3333333333333333
vamos,esme,1,6,0.16666666666666666
holaa,sip,1,10,0.1
te,mando,1,39,0.02564102564102564
mando,el,1,2,0.5
el,resultado,1,75,0.013333333333333334
covarianza,y,1,2,0.5
para,asegurar,1,29,0.034482758620689655
y,siento,1,86,0.011627906976744186
primer,parcial,1,3,0.3333333333333333
parcial,porque,1,2,0.5
porque,el,1,28,0.03571428571428571
2do,lo,1,2,0.5
lo,subió,1,115,0.008695652173913044
subió,diego,1,2,0.5
diego,>,1,2,0.5
en,ese,1,52,0.019230769230769232
ese,10,1,2,0.5
holaaa,oye,1,3,0.3333333333333333
",",el,1,187,0.0053475935828877
web,entrego,1,3,0.3333333333333333
entrego,los,1,2,0.5
los,exámenes,1,45,0.022222222222222223
exámenes,?,1,1,1.0
jajajaja,rayos,1,15,0.06666666666666667
",",cuánto,1,187,0.0053475935828877
del,primer,1,32,0.03125
tengo,el,1,8,0.125
solo,tengo,1,22,0.045454545454545456
llegué,>,1,1,1.0
está,mal,1,19,0.05263157894736842
mal,",",1,1,1.0
pero,ye,1,58,0.017241379310344827
ye,mando,1,1,1.0
mando,hasta,1,2,0.5
hasta,donde,1,9,0.1111111111111111
donde,llegué,1,9,0.1111111111111111
y,bueno,1,86,0.011627906976744186
o,solo,1,22,0.045454545454545456
bueno,según,1,31,0.03225806451612903
hicimos,con,1,3,0.3333333333333333
jisus,",",1,4,0.25
hasta,antes,1,9,0.1111111111111111
covarianza,va,1,2,0.5
va,bien,1,21,0.047619047619047616
jajaja,de,1,76,0.013157894736842105
asegurar,que,1,1,1.0
solo,para,1,22,0.045454545454545456
sin,la,1,3,0.3333333333333333
sería,de,1,8,0.125
buenas,noches,1,1,1.0
noches,",",1,1,1.0
te,paso,1,39,0.02564102564102564
paso,lo,1,6,0.16666666666666666
hicimos,hoy,1,3,0.3333333333333333
hoy,en,1,4,0.25
en,proba,1,52,0.019230769230769232
proba,",",1,1,1.0
bueno,en,1,31,0.03225806451612903
