Term 1,Term 2,Frequency of Bigram,Frequency of Context (Term 1),Conditional Probability
pero,creo,1,58,0.017241379310344827
solo,quería,1,22,0.045454545454545456
quería,de,1,1,1.0
esos,porque,1,3,0.3333333333333333
porque,si,1,28,0.03571428571428571
dijo,pero,1,8,0.125
yo,era,1,25,0.04
era,>,1,6,0.16666666666666666
esos,>,1,3,0.3333333333333333
necesario,que,1,2,0.5
que,lleguemos,1,200,0.005
lleguemos,a,1,1,1.0
a,ia,1,147,0.006802721088435374
ia,verdad,1,2,0.5
a,yaya,1,147,0.006802721088435374
funcionará,el,1,1,1.0
el,programa,1,75,0.013333333333333334
programa,2,1,1,1.0
documento,?,1,1,1.0
citarlo,jaja,1,1,1.0
o,jajaja,1,22,0.045454545454545456
jajaja,rayos,1,76,0.013157894736842105
quedó,lo,1,7,0.14285714285714285
la,poblacion,1,88,0.011363636363636364
poblacion,y,1,1,1.0
y,muestra,1,86,0.011627906976744186
muestra,y,1,1,1.0
los,instrumentos,1,45,0.022222222222222223
instrumentos,>,1,1,1.0
le,agregué,1,27,0.037037037037037035
agregué,3,1,1,1.0
3,preguntas,1,7,0.14285714285714285
preguntas,de,1,4,0.25
que,vamos,1,200,0.005
el,cuestionario,1,75,0.013333333333333334
cuestionario,para,1,1,1.0
para,citarlo,1,29,0.034482758620689655
ese,documento,1,2,0.5
2,",",1,7,0.14285714285714285
viene,ese,1,4,0.25
pero,aún,1,58,0.017241379310344827
pongo,al,1,4,0.25
al,mío,1,8,0.125
mío,jaja,1,1,1.0
<,https://github.com/dern965/ameia/blob/main/practica4/practica4.ipynb,1,501,0.001996007984031936
https://github.com/dern965/ameia/blob/main/practica4/practica4.ipynb,>,1,1,1.0
gracias,jaja,1,29,0.034482758620689655
archivo,del,1,2,0.5
del,test,1,32,0.03125
test,caars,1,1,1.0
caars,?,1,2,0.5
",",tines,1,187,0.0053475935828877
tines,la,1,1,1.0
la,referencia,1,88,0.011363636363636364
referencia,de,1,1,1.0
de,donde,1,153,0.006535947712418301
donde,viene,1,9,0.1111111111111111
"4,5",y,1,1,1.0
ejercicios,"4,5",1,4,0.25
tienes,la,1,6,0.16666666666666666
estudiante,universitario,1,1,1.0
<,mmm,1,501,0.001996007984031936
mmm,pues,1,2,0.5
se,tiene,1,42,0.023809523809523808
tiene,que,1,2,0.5
que,resolver,1,200,0.005
resolver,por,1,1,1.0
por,simplex,1,26,0.038461538461538464
simplex,y,1,1,1.0
también,por,1,9,0.1111111111111111
por,excel,1,26,0.038461538461538464
excel,",",1,1,1.0
que,entiendo,1,200,0.005
entiendo,todo,1,1,1.0
todo,es,1,8,0.125
como,a,1,21,0.047619047619047616
a,computadora,1,147,0.006802721088435374
computadora,entonces,1,1,1.0
universitario, ,1,1,1.0
del,estudiante,1,32,0.03125
cómo,se,1,5,0.2
académico,del,1,1,1.0
él,se,1,2,0.5
quedar,jajaja,1,3,0.3333333333333333
jajaja,yo,1,76,0.013157894736842105
me,espero,1,33,0.030303030303030304
espero,al,1,1,1.0
al,15,1,8,0.125
15,y,1,1,1.0
jaja,no,1,62,0.016129032258064516
no,ha,1,102,0.00980392156862745
ha,llegado,1,1,1.0
llegado,>,1,1,1.0
<,dependiente,1,501,0.001996007984031936
dependiente,>,1,1,1.0
<,:,1,501,0.001996007984031936
:,el,1,4,0.25
el,rendimiento,1,75,0.013333333333333334
rendimiento,académico,1,1,1.0
se,cómo,1,42,0.023809523809523808
se,pondría,1,42,0.023809523809523808
ntp,",",1,3,0.3333333333333333
ya,quedaron,1,87,0.011494252873563218
<,todo,1,501,0.001996007984031936
el,reporte,1,75,0.013333333333333334
reporte,?,1,2,0.5
<,#,1,501,0.001996007984031936
#,calcular,1,1,1.0
calcular,sumas,1,1,1.0
sumas,>,1,1,1.0
<,https://colab.research.google.com/drive/15v-lrvmxxqewwg7s_x6wbpzlirpvrr47?usp=sharing,1,501,0.001996007984031936
https://colab.research.google.com/drive/15v-lrvmxxqewwg7s_x6wbpzlirpvrr47?usp=sharing,>,1,1,1.0
foto,del,1,6,0.16666666666666666
del,codigo,1,32,0.03125
codigo,que,1,1,1.0
que,programo,1,200,0.005
programo,dieguito,1,1,1.0
dieguito,porfa,1,1,1.0
porfa,?,1,6,0.16666666666666666
jaja,ntp,1,62,0.016129032258064516
quedaron,>,1,2,0.5
deja,lo,1,4,0.25
pondría,eso,1,1,1.0
sip,deja,1,65,0.015384615384615385
si,tú,1,148,0.006756756756756757
tú,problema,1,2,0.5
problema,se,1,3,0.3333333333333333
se,resuelve,1,42,0.023809523809523808
resuelve,solo,1,1,1.0
solo,con,1,22,0.045454545454545456
con,esas,1,32,0.03125
esas,pues,1,2,0.5
pues,está,1,35,0.02857142857142857
no,necesitas,1,102,0.00980392156862745
necesitas,las,1,1,1.0
las,artificiales,1,29,0.034482758620689655
artificiales,a,1,1,1.0
a,fuerzas,1,147,0.006802721088435374
fuerzas,>,1,1,1.0
solo,la,1,22,0.045454545454545456
la,a,1,88,0.011363636363636364
que,sea,1,200,0.005
sea,la,1,2,0.5
la,parte,1,88,0.011363636363636364
algo,y,1,15,0.06666666666666667
igual,o,1,13,0.07692307692307693
o,diferente,1,22,0.045454545454545456
diferente,a,1,2,0.5
de,tal,1,153,0.006535947712418301
tal,autor,1,3,0.3333333333333333
autor,y,1,2,0.5
y,así,1,86,0.011627906976744186
así,?,1,6,0.16666666666666666
oye,por,1,66,0.015151515151515152
cierto,sabes,1,5,0.2
sabes,que,1,3,0.3333333333333333
falto,poner,1,2,0.5
en,lo,1,52,0.019230769230769232
resultados,?,1,2,0.5
falto,agregar,1,2,0.5
agregar,lo,1,2,0.5
respuestas,de,1,3,0.3333333333333333
es,igual,1,71,0.014084507042253521
interpretamos,algo,1,1,1.0
cuantas,personas,1,1,1.0
que,interpretamos,1,200,0.005
jaja,entonces,1,62,0.016129032258064516
entonces,para,1,24,0.041666666666666664
para, ,1,29,0.034482758620689655
 ,hacer,1,5,0.2
autores,",",1,4,0.25
va,junto,1,21,0.047619047619047616
junto,con,1,1,1.0
a,redactar,1,147,0.006802721088435374
redactar,>,1,1,1.0
es,combinado,1,71,0.014084507042253521
combinado,jajaja,1,1,1.0
jajaja,porque,1,76,0.013157894736842105
porque,no,1,28,0.03571428571428571
no,ves,1,102,0.00980392156862745
ves,que,1,3,0.3333333333333333
como,poner,1,21,0.047619047619047616
poner,que,1,8,0.125
de,cuantas,1,153,0.006535947712418301
personas,decian,1,1,1.0
de,aquí,1,153,0.006535947712418301
de,dónde,1,153,0.006535947712418301
ajá,sip,1,2,0.5
sip,justamente,1,65,0.015384615384615385
justamente,eso,1,1,1.0
eso,como,1,26,0.038461538461538464
tomar,eso,1,2,0.5
eso,por,1,26,0.038461538461538464
síntomas,que,1,2,0.5
lo,pusimos,1,115,0.008695652173913044
pusimos,pero,1,1,1.0
si,para,1,148,0.006756756756756757
explicarlo,y,1,2,0.5
ya,vemos,1,87,0.011494252873563218
vemos,en,1,2,0.5
qué,salieron,1,5,0.2
salieron,parecidos,1,1,1.0
parecidos,con,1,1,1.0
que,dicen,1,200,0.005
dónde,voy,1,6,0.16666666666666666
viendo,de,1,2,0.5
decian,que,1,1,1.0
ando,viendo,1,4,0.25
que,tenian,1,200,0.005
tenian,los,1,1,1.0
los,sintomas,1,45,0.022222222222222223
sintomas,del,1,1,1.0
porque,eso,1,28,0.03571428571428571
eso,tambien,1,26,0.038461538461538464
tambien,es,1,1,1.0
es,importante,1,71,0.014084507042253521
importante,jaja,1,3,0.3333333333333333
como,veas,1,21,0.047619047619047616
veas,si,1,1,1.0
si,crees,1,148,0.006756756756756757
tenemos,es,1,6,0.16666666666666666
es,suficiente,1,71,0.014084507042253521
suficiente,para,1,1,1.0
explicarlo,pues,1,2,0.5
yo,ando,1,25,0.04
aquí,de,1,1,1.0
cosas,de,1,3,0.3333333333333333
parte,cualitativa,1,3,0.3333333333333333
),>,1,2,0.5
falta,no,1,5,0.2
decir,a,1,7,0.14285714285714285
ernesto,a,1,10,0.1
te,ayuda,1,39,0.02564102564102564
ayuda,?,1,1,1.0
que,biennn,1,200,0.005
biennn,jajaja,1,1,1.0
jajaja,aunque,1,76,0.013157894736842105
aunque,será,1,2,0.5
será,lo,1,1,1.0
mismo,xd,1,3,0.3333333333333333
jajajaja,pues,1,15,0.06666666666666667
qué,le,1,5,0.2
le,preguntan,1,27,0.037037037037037035
oye,eso,1,66,0.015151515151515152
eso,es,1,26,0.038461538461538464
yo,hice,1,25,0.04
que,falta,1,200,0.005
jaja,),1,62,0.016129032258064516
ia,",",1,2,0.5
(,pero,1,2,0.5
cualitativa,>,1,1,1.0
según,>,1,11,0.09090909090909091
puse,la,1,7,0.14285714285714285
la,tablita,1,88,0.011363636363636364
tablita,de,1,1,1.0
las,preguntas,1,29,0.034482758620689655
preguntas,del,1,4,0.25
del,caars,1,32,0.03125
caars,",",1,2,0.5
pero,solo,1,58,0.017241379310344827
solo,las,1,22,0.045454545454545456
las,primeras,1,29,0.034482758620689655
primeras,25,1,1,1.0
25,con,1,1,1.0
con,su,1,32,0.03125
su,cita,1,1,1.0
cita,(,1,1,1.0
de,ia,1,153,0.006535947712418301
sé,jajajaja,1,9,0.1111111111111111
unas,cosas,1,2,0.5
quiera,o,1,2,0.5
<,https://colab.research.google.com/drive/1zpegh3csu9xtx3izoj9as0qf3btfwzo1?usp=sharing,1,501,0.001996007984031936
https://colab.research.google.com/drive/1zpegh3csu9xtx3izoj9as0qf3btfwzo1?usp=sharing,>,1,1,1.0
<,https://www.facebook.com/groups/escomarket/permalink/6148710578586264/?mibextid=rs40ab7s9ucbxw6v,1,501,0.001996007984031936
https://www.facebook.com/groups/escomarket/permalink/6148710578586264/?mibextid=rs40ab7s9ucbxw6v,>,1,1,1.0
oye,...,1,66,0.015151515151515152
...,te,1,1,1.0
te,falta,1,39,0.02564102564102564
falta,mucho,1,5,0.2
mucho,para,1,4,0.25
para,hacer,1,29,0.034482758620689655
camas,de,1,1,1.0
la,interpretación,1,88,0.011363636363636364
interpretación,?,1,1,1.0
o,jaja,1,22,0.045454545454545456
ya,tengo,1,87,0.011494252873563218
tengo,que,1,8,0.125
hacer,unas,1,11,0.09090909090909091
si,?,1,148,0.006756756756756757
que,quiera,1,200,0.005
jajajaja,era,1,15,0.06666666666666667
jajajaj,pero,1,15,0.06666666666666667
era,lo,1,6,0.16666666666666666
te,iba,1,39,0.02564102564102564
a,preguntar,1,147,0.006802721088435374
preguntar,>,1,1,1.0
yo,pensaba,1,25,0.04
pensaba,como,1,1,1.0
como,decirle,1,21,0.047619047619047616
decirle,que,1,1,1.0
podía,ver,1,2,0.5
ver,el,1,14,0.07142857142857142
el,examen,1,75,0.013333333333333334
examen,antes,1,5,0.2
de,elegir,1,153,0.006535947712418301
elegir,si,1,1,1.0
si,si,1,148,0.006756756756756757
lo,hacía,1,115,0.008695652173913044
hacía,o,1,1,1.0
las,camas,1,29,0.034482758620689655
que,conseguirla,1,200,0.005
de,hospital,1,153,0.006535947712418301
tendencia,parecido,1,1,1.0
<,https://www.linkedin.com/jobs/view/4029656526,1,501,0.001996007984031936
https://www.linkedin.com/jobs/view/4029656526,>,1,1,1.0
<,el,1,501,0.001996007984031936
modelo,sigue,1,3,0.3333333333333333
sigue,un,1,1,1.0
un,patrón,1,12,0.08333333333333333
patrón,/,1,1,1.0
/,tendencia,1,1,1.0
parecido,a,1,1,1.0
la,conseguiste,1,88,0.011363636363636364
datos,de,1,7,0.14285714285714285
serie,original,1,2,0.5
original,y,1,1,1.0
en,comparación,1,52,0.019230769230769232
comparación,con,1,1,1.0
con,los,1,32,0.03125
anteriores,es,1,2,0.5
modelo,más,1,3,0.3333333333333333
conseguiste,xd,1,2,0.5
bueno,que,1,31,0.03225806451612903
apropiado,para,1,1,1.0
xd,porfa,1,42,0.023809523809523808
",",dirección,1,187,0.0053475935828877
dirección,y,1,1,1.0
y,precio,1,86,0.011627906976744186
precio,de,1,1,1.0
de,tu,1,153,0.006535947712418301
tu,dermatólogo,1,9,0.1111111111111111
dermatólogo,?,1,1,1.0
<,xd,1,501,0.001996007984031936
",",chi,1,187,0.0053475935828877
lo,bueno,1,115,0.008695652173913044
maaa,",",1,2,0.5
",",definitivamente,1,187,0.0053475935828877
definitivamente,se,1,1,1.0
se,te,1,42,0.023809523809523808
te,quitó,1,39,0.02564102564102564
quitó,la,1,1,1.0
la,pena,1,88,0.011363636363636364
pena,jajajaj,1,1,1.0
más,apropiado,1,13,0.07692307692307693
para,reproducir,1,29,0.034482758620689655
refiere,la,1,2,0.5
son,distintas,1,5,0.2
reproducción,total,1,1,1.0
total,de,1,2,0.5
datos,>,1,7,0.14285714285714285
<,esa,1,501,0.001996007984031936
esa,>,1,3,0.3333333333333333
no,aguanta,1,102,0.00980392156862745
aguanta,",",1,1,1.0
",",son,1,187,0.0053475935828877
distintas,preguntas,1,1,1.0
evitarán,la,1,1,1.0
preguntas,jajaja,1,4,0.25
jajaj,esa,1,26,0.038461538461538464
esa,si,1,3,0.3333333333333333
quieres,la,1,24,0.041666666666666664
ver,",",1,14,0.07142857142857142
<,jajajja,1,501,0.001996007984031936
jajajja,que,1,1,1.0
que,?,1,200,0.005
la,reproducción,1,88,0.011363636363636364
que,evitarán,1,200,0.005
reproducir,las,1,1,1.0
la,aproximación,1,88,0.011363636363636364
las,propiedades,1,29,0.034482758620689655
propiedades,de,1,1,1.0
serie,de,1,2,0.5
de,tiempo,1,153,0.006535947712418301
tiempo,",",1,2,0.5
",",sin,1,187,0.0053475935828877
sin,embargo,1,3,0.3333333333333333
embargo,la,1,1,1.0
aproximación,no,1,1,1.0
residuos,que,1,1,1.0
es,completamente,1,71,0.014084507042253521
completamente,similar,1,1,1.0
similar,y,1,1,1.0
y,por,1,86,0.011627906976744186
lo,tanto,1,115,0.008695652173913044
tanto,aún,1,2,0.5
aún,existen,1,5,0.2
existen,residuos,1,1,1.0
contacto,",",1,1,1.0
",",contacto,1,187,0.0053475935828877
nombre,",",1,2,0.5
volteada,>,1,1,1.0
sale,la,1,2,0.5
la,última,1,88,0.011363636363636364
última,gráfica,1,2,0.5
gráfica,",",1,1,1.0
sé,porque,1,9,0.1111111111111111
porque,me,1,28,0.03571428571428571
sale,como,1,2,0.5
como,volteada,1,21,0.047619047619047616
<,olvídalo,1,501,0.001996007984031936
maaa,jajaja,1,2,0.5
olvídalo,ya,1,1,1.0
ya,resolví,1,87,0.011494252873563218
resolví,jajaja,1,1,1.0
<,se,1,501,0.001996007984031936
se,pone,1,42,0.023809523809523808
pone,que,1,1,1.0
que,buscarlo,1,200,0.005
buscarlo,jajaja,1,1,1.0
sip,va,1,65,0.015384615384615385
tomaste,foto,1,1,1.0
el,nombre,1,75,0.013333333333333334
jajaja,deja,1,76,0.013157894736842105
representando,por,1,1,1.0
por,meses,1,26,0.038461538461538464
meses,?,1,1,1.0
sip,por,1,65,0.015384615384615385
el,clasroom,1,75,0.013333333333333334
clasroom,>,1,1,1.0
hay,no,1,8,0.125
se,jajaja,1,42,0.023809523809523808
veo,si,1,6,0.16666666666666666
le,tomaste,1,27,0.037037037037037035
tengo,😅,1,8,0.125
el,dataset,1,75,0.013333333333333334
dataset,que,1,1,1.0
que,ocupamos,1,200,0.005
ocupamos,?,1,1,1.0
no,la,1,102,0.00980392156862745
tengo,",",1,8,0.125
no,le,1,102,0.00980392156862745
pero,se,1,58,0.017241379310344827
lo,pedí,1,115,0.008695652173913044
pedí,a,1,1,1.0
dice,algo,1,6,0.16666666666666666
subí,las,1,1,1.0
respuestas,>,1,3,0.3333333333333333
<,rayosss,1,501,0.001996007984031936
rayosss,pues,1,1,1.0
pues,a,1,35,0.02857142857142857
si,mañana,1,148,0.006756756756756757
mañana,nos,1,15,0.06666666666666667
nos,dice,1,18,0.05555555555555555
dónde,los,1,6,0.16666666666666666
a,chat,1,147,0.006802721088435374
veo,?,1,6,0.16666666666666666
<,baje,1,501,0.001996007984031936
baje,a,1,1,1.0
baños,>,1,2,0.5
oye,jaja,1,66,0.015151515151515152
me,puedas,1,33,0.030303030303030304
puedas,pasar,1,1,1.0
pasar,el,1,4,0.25
solo,subí,1,22,0.045454545454545456
yo,solo,1,25,0.04
",",creo,1,187,0.0053475935828877
vava,xd,1,17,0.058823529411764705
chat,xd,1,3,0.3333333333333333
xd,y,1,42,0.023809523809523808
los,valores,1,45,0.022222222222222223
valores,solo,1,1,1.0
solo,los,1,22,0.045454545454545456
los,inventé,1,45,0.022222222222222223
inventé,jajah,1,1,1.0
jajah,>,1,1,1.0
sip,xd,1,65,0.015384615384615385
entonces,mañana,1,24,0.041666666666666664
mañana,si,1,15,0.06666666666666667
a,armar,1,147,0.006802721088435374
armar,algo,1,1,1.0
algo,?,1,15,0.06666666666666667
del,sushi,1,32,0.03125
sushi,?,1,1,1.0
jajajaj,vava,1,15,0.06666666666666667
a,que,1,147,0.006802721088435374
la,ultima,1,88,0.011363636363636364
hospital,verdad,1,1,1.0
vayas,caminando,1,3,0.3333333333333333
digo,si,1,6,0.16666666666666666
sip,:3,1,65,0.015384615384615385
oye,jajaja,1,66,0.015151515151515152
jajaja,cuando,1,76,0.013157894736842105
llegues,a,1,2,0.5
a,panti,1,147,0.006802721088435374
panti,y,1,1,1.0
y,vayas,1,86,0.011627906976744186
caminando,por,1,1,1.0
checo,solo,1,5,0.2
pasillo,ya,1,2,0.5
ya,para,1,87,0.011494252873563218
el,mexi,1,75,0.013333333333333334
mexi,",",1,1,1.0
",",fíjate,1,187,0.0053475935828877
fíjate,en,1,1,1.0
los,puestos,1,45,0.022222222222222223
puestos,donde,1,1,1.0
solo,eso,1,22,0.045454545454545456
ahorita,checo,1,19,0.05263157894736842
venden,cosas,1,1,1.0
ya,de,1,87,0.011494252873563218
chat,en,1,3,0.3333333333333333
la,compu,1,88,0.011363636363636364
compu,del,1,1,1.0
del,lab,1,32,0.03125
lab,y,1,4,0.25
mira,jajajaja,1,5,0.2
si,jajajaja,1,148,0.006756756756756757
jajajaja,ya,1,15,0.06666666666666667
una,xd,1,6,0.16666666666666666
bien,entonces,1,25,0.04
pero,chécalos,1,58,0.017241379310344827
chécalos,jajajaja,1,1,1.0
jajajaja,a,1,15,0.06666666666666667
no,hice,1,102,0.00980392156862745
hice,algo,1,3,0.3333333333333333
algo,raro,1,15,0.06666666666666667
raro,>,1,5,0.2
bueno,:3,1,31,0.03225806451612903
donde,venden,1,9,0.1111111111111111
cosas,",",1,3,0.3333333333333333
ultima,pregunta,1,1,1.0
ejércicio,5,1,1,1.0
de,investigar,1,153,0.006535947712418301
investigar,sobre,1,1,1.0
sobre,las,1,1,1.0
las,big,1,29,0.034482758620689655
big,four,1,1,1.0
four,>,1,1,1.0
",",al,1,187,0.0053475935828877
al,ejércicio,1,8,0.125
5,te,1,3,0.3333333333333333
para,mañana,1,29,0.034482758620689655
te,faltó,1,39,0.02564102564102564
faltó,aplicarle,1,2,0.5
aplicarle,el,1,1,1.0
el,toffoli,1,75,0.013333333333333334
toffoli,que,1,1,1.0
el,ccnot,1,75,0.013333333333333334
ccnot,>,1,1,1.0
<,puso,1,501,0.001996007984031936
mañana,y,1,15,0.06666666666666667
a,para,1,147,0.006802721088435374
el,13,1,75,0.013333333333333334
",",los,1,187,0.0053475935828877
13,hay,1,1,1.0
hay,un,1,8,0.125
un,peluchito,1,12,0.08333333333333333
peluchito,del,1,1,1.0
del,jack,1,32,0.03125
jack,por,1,1,1.0
ver,jajajaj,1,14,0.07142857142857142
salí,",",1,2,0.5
veo,en,1,6,0.16666666666666666
veo,xd,1,6,0.16666666666666666
baños,de,1,2,0.5
de,abajo,1,153,0.006535947712418301
abajo,>,1,2,0.5
a,jajajajaj,1,147,0.006802721088435374
jajajajaj,bueno,1,1,1.0
bueno,entonces,1,31,0.03225806451612903
entonces,donde,1,24,0.041666666666666664
donde,los,1,9,0.1111111111111111
abrí,chat,1,1,1.0
<,abrí,1,501,0.001996007984031936
cierto,está,1,5,0.2
grupo,del,1,7,0.14285714285714285
<,afuera,1,501,0.001996007984031936
afuera,de,1,2,0.5
mi,salón,1,9,0.1111111111111111
salón,jajaja,1,5,0.2
puedes,hacer,1,2,0.5
hacer,admin,1,11,0.09090909090909091
admin,también,1,1,1.0
también,en,1,9,0.1111111111111111
del,tt,1,32,0.03125
",",ernesto,1,187,0.0053475935828877
tt,?,1,1,1.0
para,agregar,1,29,0.034482758620689655
agregar,a,1,2,0.5
celis,jeje,1,3,0.3333333333333333
jeje,>,1,2,0.5
jajaj,gracias,1,26,0.038461538461538464
y,ntp,1,86,0.011627906976744186
oye,si,1,66,0.015151515151515152
ernesto,ya,1,10,0.1
subir,xd,1,3,0.3333333333333333
jajajaja,no,1,15,0.06666666666666667
puse,conclusiones,1,7,0.14285714285714285
pregunta,?,1,3,0.3333333333333333
eso,pero,1,26,0.038461538461538464
refiere,a,1,2,0.5
a,eso,1,147,0.006802721088435374
<,jajajjaja,1,501,0.001996007984031936
jajajjaja,a,1,1,1.0
quedó,",",1,7,0.14285714285714285
igual,le,1,13,0.07692307692307693
conclusiones,pero,1,1,1.0
a,subir,1,147,0.006802721088435374
quieras,agregarle,1,3,0.3333333333333333
agregarle,algo,1,1,1.0
algo,más,1,15,0.06666666666666667
más,>,1,13,0.07692307692307693
bueno,mejor,1,31,0.03225806451612903
mejor,ya,1,6,0.16666666666666666
así,jajajaj,1,6,0.16666666666666666
jajajaj,ya,1,15,0.06666666666666667
la,sala,1,88,0.011363636363636364
sala,14,1,1,1.0
14,",",1,1,1.0
luego,>,1,3,0.3333333333333333
ahorita,>,1,19,0.05263157894736842
<,te,1,501,0.001996007984031936
la,doy,1,88,0.011363636363636364
doy,acabando,1,3,0.3333333333333333
acabando,la,1,1,1.0
clase,ya,1,3,0.3333333333333333
ya,luego,1,87,0.011494252873563218
luego,luego,1,3,0.3333333333333333
chi,de,1,5,0.2
por,ahí,1,26,0.038461538461538464
oye,mejor,1,66,0.015151515151515152
ir,también,1,8,0.125
también,de,1,9,0.1111111111111111
una,vez,1,6,0.16666666666666666
vez,>,1,1,1.0
mmmm,gracias,1,3,0.3333333333333333
gracias,por,1,29,0.034482758620689655
por,nada,1,26,0.038461538461538464
mejor,ahorita,1,6,0.16666666666666666
jajaja,mejor,1,76,0.013157894736842105
sistemas,>,1,2,0.5
de,sistemas,1,153,0.006535947712418301
ahí,por,1,10,0.1
por,dónde,1,26,0.038461538461538464
dónde,íbamos,1,6,0.16666666666666666
íbamos,todo,1,1,1.0
todo,derecho,1,8,0.125
derecho,hasta,1,1,1.0
último,salón,1,2,0.5
salón,jajaj,1,5,0.2
ir,temprano,1,8,0.125
temprano,?,1,1,1.0
jajaja,pues,1,76,0.013157894736842105
si,sabes,1,148,0.006756756756756757
sabes,dónde,1,3,0.3333333333333333
dónde,es,1,6,0.16666666666666666
es,?,1,71,0.014084507042253521
un,lab,1,12,0.08333333333333333
lab,de,1,4,0.25
está,representando,1,19,0.05263157894736842
se,está,1,42,0.023809523809523808
diga,algo,1,1,1.0
apenas,la,1,1,1.0
de,ahí,1,153,0.006535947712418301
ahí,lo,1,10,0.1
puse,o,1,7,0.14285714285714285
o,así,1,22,0.045454545454545456
así,la,1,6,0.16666666666666666
la,dejas,1,88,0.011363636363636364
dejas,:3,1,1,1.0
jajaja,apenas,1,76,0.013157894736842105
la,vi,1,88,0.011363636363636364
quieres,cambiar,1,24,0.041666666666666664
vi,xd,1,1,1.0
noooo,>,1,2,0.5
porque,?,1,28,0.03571428571428571
si,fuiste,1,148,0.006756756756756757
fuiste,hoy,1,3,0.3333333333333333
hoy,?,1,4,0.25
<,entrego,1,501,0.001996007984031936
entrego,examen,1,2,0.5
cambiar,algo,1,1,1.0
igual,si,1,13,0.07692307692307693
<,uy,1,501,0.001996007984031936
igual,lo,1,13,0.07692307692307693
marcado,lo,1,1,1.0
que,siento,1,200,0.005
que,podrías,1,200,0.005
podrías,decir,1,1,1.0
decir,en,1,7,0.14285714285714285
adicionales,",",1,2,0.5
decir,o,1,7,0.14285714285714285
ya,igual,1,87,0.011494252873563218
lo,digo,1,115,0.008695652173913044
checa,igual,1,2,0.5
digo,yo,1,6,0.16666666666666666
pero,siento,1,58,0.017241379310344827
sería,más,1,8,0.125
más,como,1,13,0.07692307692307693
como,consejos,1,21,0.047619047619047616
consejos,>,1,4,0.25
vavava,está,1,5,0.2
entonces,checa,1,24,0.041666666666666664
examen,?,1,5,0.2
uy,",",1,1,1.0
nos,diga,1,18,0.05555555555555555
pus,ya,1,5,0.2
checar,lo,1,1,1.0
del,proyecto,1,32,0.03125
proyecto,con,1,2,0.5
con,botella,1,32,0.03125
botella,a,1,1,1.0
a,otro,1,147,0.006802721088435374
otro,salón,1,6,0.16666666666666666
quieres,pus,1,24,0.041666666666666664
vayas,porque,1,3,0.3333333333333333
ir,a,1,8,0.125
porque,yo,1,28,0.03571428571428571
nos,tardamos,1,18,0.05555555555555555
tardamos,>,1,1,1.0
creo,>,1,24,0.041666666666666664
que,>,1,200,0.005
si,>,1,148,0.006756756756756757
está,buena,1,19,0.05263157894736842
buena,la,1,1,1.0
a,checar,1,147,0.006802721088435374
<,vamos,1,501,0.001996007984031936
",",jaja,1,187,0.0053475935828877
tienen,los,1,2,0.5
conseguirla,con,1,1,1.0
con,alguien,1,32,0.03125
alguien,xd,1,1,1.0
<,demonios,1,501,0.001996007984031936
demonios,jajaja,1,1,1.0
jajaja,mmm,1,76,0.013157894736842105
mmm,y,1,2,0.5
y,tienen,1,86,0.011627906976744186
resultados,más,1,2,0.5
vavavav,",",1,1,1.0
más,o,1,13,0.07692307692307693
o,menos,1,22,0.045454545454545456
menos,que,1,3,0.3333333333333333
que,debe,1,200,0.005
debe,de,1,1,1.0
de,dar,1,153,0.006535947712418301
dar,?,1,2,0.5
a,vavavav,1,147,0.006802721088435374
ahí,marcado,1,10,0.1
deje,ahí,1,1,1.0
te,deje,1,39,0.02564102564102564
pusiste,de,1,2,0.5
otro,equipo,1,6,0.16666666666666666
<,nada,1,501,0.001996007984031936
mas,entra,1,2,0.5
entra,rápido,1,1,1.0
oye,estaba,1,66,0.015151515151515152
checando,y,1,3,0.3333333333333333
y,creo,1,86,0.011627906976744186
que,pusiste,1,200,0.005
de,consejos,1,153,0.006535947712418301
no,pasa,1,102,0.00980392156862745
adicionales,es,1,2,0.5
una,parte,1,6,0.16666666666666666
parte,de,1,3,0.3333333333333333
decir,>,1,7,0.14285714285714285
tu,audiencia,1,9,0.1111111111111111
audiencia,y,1,2,0.5
la,interacción,1,88,0.011363636363636364
interacción,>,1,1,1.0
pasa,el,1,2,0.5
",",aún,1,187,0.0053475935828877
ajap,",",1,2,0.5
la,puerta,1,88,0.011363636363636364
",",pus,1,187,0.0053475935828877
pus,si,1,5,0.2
jajaj,yo,1,26,0.038461538461538464
digo,>,1,6,0.16666666666666666
sip,sip,1,65,0.015384615384615385
<,ntp,1,501,0.001996007984031936
ya,cerró,1,87,0.011494252873563218
cerró,la,1,1,1.0
puerta,la,1,1,1.0
ven,",",1,1,1.0
maestra,jajaja,1,3,0.3333333333333333
si,llegas,1,148,0.006756756756756757
llegas,",",1,1,1.0
no,toques,1,102,0.00980392156862745
toques,ni,1,1,1.0
ni,nada,1,4,0.25
pues,creo,1,35,0.02857142857142857
quieres,ven,1,24,0.041666666666666664
entonces,andaba,1,24,0.041666666666666664
andaba,poniendo,1,3,0.3333333333333333
poniendo,lo,1,1,1.0
elementos,subjetivos,1,1,1.0
pero,pero,1,58,0.017241379310344827
la,audiencia,1,88,0.011363636363636364
audiencia,si,1,2,0.5
es,mi,1,71,0.014084507042253521
mi,primer,1,9,0.1111111111111111
primer,punto,1,3,0.3333333333333333
punto,de,1,1,1.0
