Term 1,Term 2,Term 3,Trigram Frequency,Context Frequency,Conditional Probability
llevaran,tantos,años,1,1,1.0
tantos,años,de,1,1,1.0
años,de,edad,1,1,1.0
de,edad,algunas,1,1,1.0
edad,algunas,miembros,1,1,1.0
algunas,miembros,|,1,1,1.0
miembros,|,|,1,1,1.0
|,Pq,yena,1,17,0.058823529411764705
Pq,yena,tiene,1,1,1.0
yena,tiene,25,1,1,1.0
tiene,25,",",1,2,0.5
25,",",sakura,1,1,1.0
",",sakura,creo,1,1,1.0
sakura,creo,26,1,1,1.0
creo,26,y,1,1,1.0
26,y,wonyo,1,1,1.0
y,wonyo,apenas,1,1,1.0
wonyo,apenas,cumplio,1,1,1.0
apenas,cumplio,20,1,1,1.0
cumplio,20,|,1,1,1.0
20,|,|,1,1,1.0
|,Nooo,",",1,4,0.25
Nooo,",",de,1,1,1.0
",",de,hecho,1,1,1.0
de,hecho,creo,1,2,0.5
creo,q,saku,1,6,0.16666666666666666
q,saku,ya,1,1,1.0
saku,ya,tiene,1,1,1.0
ya,tiene,27,1,2,0.5
tiene,27,|,1,1,1.0
27,|,|,1,1,1.0
|,Siii,jajjaja,1,31,0.03225806451612903
Siii,jajjaja,|,1,1,1.0
jajjaja,|,|,1,1,1.0
De,hecho,si,1,5,0.2
hecho,si,me,1,1,1.0
si,me,dio,1,4,0.25
me,dio,miedo,1,3,0.3333333333333333
dio,miedo,|,1,1,1.0
Ahorita,ya,estoy,1,2,0.5
|,|,Etooo,1,1565,0.0006389776357827476
|,Etooo,|,1,1,1.0
Etooo,|,|,1,1,1.0
|,Ya,estamos,2,63,0.031746031746031744
Ya,estamos,aki,1,2,0.5
estamos,aki,|,1,1,1.0
aki,|,|,1,1,1.0
|,Q,estudiosos,1,26,0.038461538461538464
Q,estudiosos,|,1,1,1.0
estudiosos,|,|,1,1,1.0
|,Solo,esto,1,5,0.2
Solo,esto,llevaba,1,1,1.0
esto,llevaba,la,1,1,1.0
llevaba,la,tarea,1,1,1.0
la,tarea,de,1,1,1.0
tarea,de,economía,1,2,0.5
de,economía,|,1,1,1.0
economía,|,|,1,1,1.0
|,|,Oye,7,1565,0.0044728434504792336
|,Oye,otra,1,7,0.14285714285714285
Oye,otra,jaja,1,1,1.0
otra,jaja,|,1,1,1.0
jaja,|,|,4,4,1.0
|,|,Oyeeee,1,1565,0.0006389776357827476
|,Oyeeee,|,1,1,1.0
Oyeeee,|,|,1,1,1.0
|,Te,estoy,1,11,0.09090909090909091
Te,estoy,marcando,1,1,1.0
estoy,marcando,|,1,1,1.0
marcando,|,|,1,1,1.0
Ya,no,lo,1,5,0.2
no,lo,usan,1,1,1.0
lo,usan,los,1,1,1.0
usan,los,chabos,1,1,1.0
los,chabos,|,1,1,1.0
chabos,|,|,1,1,1.0
|,|,Eh,2,1565,0.0012779552715654952
|,Eh,eh,1,2,0.5
Eh,eh,|,1,1,1.0
eh,|,|,1,1,1.0
|,|,Meper,1,1565,0.0006389776357827476
|,Meper,?,1,1,1.0
Meper,?,TT,1,1,1.0
?,TT,|,1,1,1.0
|,Nada,más,1,5,0.2
Nada,más,pienso,1,1,1.0
más,pienso,hacer,1,1,1.0
pienso,hacer,lo,1,1,1.0
hacer,lo,de,1,1,1.0
lo,de,este,1,4,0.25
de,este,ejercicio,1,1,1.0
este,ejercicio,|,1,1,1.0
ejercicio,|,|,1,1,1.0
|,|,Van,1,1565,0.0006389776357827476
|,Van,a,1,1,1.0
Van,a,querer,1,1,1.0
a,querer,|,1,1,1.0
querer,|,|,1,1,1.0
|,|,Nop,1,1565,0.0006389776357827476
|,Nop,|,1,1,1.0
Nop,|,|,1,1,1.0
|,|,Porque,3,1565,0.0019169329073482429
|,Porque,qué,1,3,0.3333333333333333
Porque,qué,quieres,1,1,1.0
qué,quieres,?,1,1,1.0
quieres,?,|,1,1,1.0
|,Jajaja,pues,1,15,0.06666666666666667
Jajaja,pues,i,1,1,1.0
pues,i,quieres,1,1,1.0
i,quieres,mañana,1,1,1.0
quieres,mañana,le,1,1,1.0
mañana,le,decimos,1,1,1.0
le,decimos,|,1,1,1.0
decimos,|,|,1,1,1.0
|,Oye,master,1,7,0.14285714285714285
Oye,master,|,1,1,1.0
master,|,|,2,2,1.0
|,Pero,naaaa,1,57,0.017543859649122806
Pero,naaaa,|,1,1,1.0
naaaa,|,|,1,1,1.0
Ya,estamos,en,1,2,0.5
estamos,en,nuestra,1,1,1.0
en,nuestra,casa,1,1,1.0
nuestra,casa,|,1,1,1.0
|,Ya,nada,2,63,0.031746031746031744
Ya,nada,|,1,2,0.5
|,|,Meti,1,1565,0.0006389776357827476
|,Meti,ciberseguridad,1,1,1.0
Meti,ciberseguridad,en,1,1,1.0
ciberseguridad,en,su,1,1,1.0
en,su,lugar,1,3,0.3333333333333333
su,lugar,|,1,1,1.0
lugar,|,|,1,1,1.0
Pero,si,es,1,2,0.5
si,es,el,1,3,0.3333333333333333
es,el,extendido,1,2,0.5
el,extendido,|,1,1,1.0
extendido,|,|,1,1,1.0
|,Este,viernes,1,3,0.3333333333333333
Este,viernes,hara,1,1,1.0
viernes,hara,un,1,1,1.0
hara,un,examen,1,1,1.0
un,examen,de,1,2,0.5
examen,de,5,1,2,0.5
de,5,preguntas,1,1,1.0
5,preguntas,|,1,1,1.0
preguntas,|,|,1,1,1.0
|,Es,que,4,38,0.10526315789473684
Es,que,no,1,4,0.25
que,no,sé,1,2,0.5
no,sé,qué,1,1,1.0
sé,qué,poner,1,1,1.0
qué,poner,|,1,1,1.0
poner,|,|,1,1,1.0
|,|,Esos,1,1565,0.0006389776357827476
|,Esos,4,1,1,1.0
Esos,4,|,1,1,1.0
|,|,Porfa,1,1565,0.0006389776357827476
|,Porfa,|,1,1,1.0
Porfa,|,|,1,1,1.0
|,A,nono,1,29,0.034482758620689655
A,nono,",",1,1,1.0
nono,",",era,1,1,1.0
",",era,el,1,1,1.0
era,el,6,1,1,1.0
el,6,jejeje,1,1,1.0
6,jejeje,|,1,1,1.0
jejeje,|,|,1,1,1.0
|,|,Siguiente,1,1565,0.0006389776357827476
|,Siguiente,|,1,1,1.0
Siguiente,|,|,1,1,1.0
La,vdd,no,1,2,0.5
vdd,no,se,1,1,1.0
|,Ok,entiendo,1,5,0.2
Ok,entiendo,:(,1,1,1.0
entiendo,:(,|,1,1,1.0
:(,|,|,2,2,1.0
|,|,Oki,2,1565,0.0012779552715654952
|,Oki,|,1,2,0.5
Oki,|,|,1,1,1.0
|,Hoy,vamos,1,6,0.16666666666666666
Hoy,vamos,a,1,1,1.0
vamos,a,hacer,1,2,0.5
a,hacer,tarea,1,1,1.0
hacer,tarea,de,1,2,0.5
tarea,de,bases,1,2,0.5
de,bases,de,1,1,1.0
bases,de,dstos,1,1,1.0
de,dstos,|,1,1,1.0
dstos,|,|,1,1,1.0
Creo,q,en,1,4,0.25
q,en,ru,1,1,1.0
en,ru,caso,1,1,1.0
ru,caso,solo,1,1,1.0
caso,solo,son,1,1,1.0
solo,son,3,1,1,1.0
son,3,|,1,1,1.0
3,|,|,1,1,1.0
|,A,no,1,29,0.034482758620689655
A,no,|,1,1,1.0
|,Sobre,el,1,2,0.5
Sobre,el,problemario,1,1,1.0
el,problemario,|,1,1,1.0
problemario,|,|,1,1,1.0
|,|,Otra,1,1565,0.0006389776357827476
|,Otra,pregunta,1,1,1.0
Otra,pregunta,jeje,1,1,1.0
pregunta,jeje,|,1,1,1.0
jeje,|,|,1,1,1.0
|,|,Esa,1,1565,0.0006389776357827476
|,Esa,ya,1,1,1.0
Esa,ya,las,1,1,1.0
ya,las,tengo,1,1,1.0
las,tengo,jajaj,1,1,1.0
tengo,jajaj,|,1,1,1.0
|,|,N9,1,1565,0.0006389776357827476
|,N9,le,1,1,1.0
N9,le,entendi,1,1,1.0
le,entendi,tampoco,1,2,0.5
entendi,tampoco,jaja,1,1,1.0
tampoco,jaja,|,1,1,1.0
|,El,examen,1,11,0.09090909090909091
El,examen,vale,1,1,1.0
examen,vale,1pto,1,1,1.0
vale,1pto,extra,1,1,1.0
1pto,extra,|,1,1,1.0
extra,|,|,1,1,1.0
|,|,Estos,1,1565,0.0006389776357827476
|,Estos,no,1,1,1.0
Estos,no,|,1,1,1.0
|,|,Uff,1,1565,0.0006389776357827476
|,Uff,|,1,1,1.0
Uff,|,|,1,1,1.0
|,|,Hola,2,1565,0.0012779552715654952
|,Hola,",",1,2,0.5
Hola,",",si,1,1,1.0
",",si,estan,1,2,0.5
si,estan,en,1,1,1.0
estan,en,mi,1,1,1.0
en,mi,carpeta,1,6,0.16666666666666666
mi,carpeta,|,1,1,1.0
carpeta,|,|,1,1,1.0
Vale,vale,gracias,1,3,0.3333333333333333
vale,gracias,|,1,1,1.0
|,Tengo,flojera,1,4,0.25
Tengo,flojera,|,1,1,1.0
flojera,|,|,1,1,1.0
|,De,aki,1,23,0.043478260869565216
De,aki,la,1,1,1.0
aki,la,demostracion,1,1,1.0
la,demostracion,no,1,1,1.0
demostracion,no,la,1,1,1.0
no,la,hice,1,2,0.5
la,hice,jeje,1,1,1.0
hice,jeje,",",1,1,1.0
jeje,",",pero,1,1,1.0
",",pero,tenias,1,3,0.3333333333333333
pero,tenias,q,1,1,1.0
tenias,q,demostrar,1,1,1.0
q,demostrar,lo,1,1,1.0
demostrar,lo,q,1,1,1.0
lo,q,esta,1,6,0.16666666666666666
q,esta,en,1,1,1.0
esta,en,pluma,1,1,1.0
en,pluma,con,1,1,1.0
pluma,con,base,1,1,1.0
con,base,en,1,1,1.0
base,en,lo,1,1,1.0
en,lo,sabido,1,2,0.5
lo,sabido,",",1,1,1.0
sabido,",",q,1,1,1.0
",",q,es,1,1,1.0
q,es,lo,1,3,0.3333333333333333
es,lo,de,1,1,1.0
lo,de,lapiz,1,4,0.25
de,lapiz,|,1,1,1.0
lapiz,|,|,1,1,1.0
|,|,Niii,1,1565,0.0006389776357827476
|,Niii,|,1,1,1.0
Niii,|,|,1,1,1.0
|,Un,momento,1,4,0.25
Un,momento,|,1,1,1.0
|,De,nada,3,23,0.13043478260869565
De,nada,:),1,3,0.3333333333333333
nada,:),|,1,1,1.0
|,Me,puso,1,31,0.03225806451612903
Me,puso,eso,1,1,1.0
puso,eso,|,1,1,1.0
Pero,no,tengo,1,14,0.07142857142857142
no,tengo,una,1,3,0.3333333333333333
tengo,una,jajaj,1,1,1.0
una,jajaj,|,1,1,1.0
|,|,Ayudaaaaaa,1,1565,0.0006389776357827476
|,Ayudaaaaaa,|,1,1,1.0
Ayudaaaaaa,|,|,1,1,1.0
|,Ni,que,1,4,0.25
Ni,que,fuera,1,1,1.0
que,fuera,a,1,1,1.0
fuera,a,vender,1,1,1.0
a,vender,|,1,1,1.0
vender,|,|,1,1,1.0
Es,q,las,1,11,0.09090909090909091
q,las,otras,1,1,1.0
las,otras,no,1,1,1.0
otras,no,les,1,1,1.0
no,les,entendi,1,1,1.0
les,entendi,|,1,1,1.0
entendi,|,|,2,2,1.0
|,Tabn,",",1,3,0.3333333333333333
Tabn,",",yo,1,1,1.0
",",yo,igual,1,2,0.5
yo,igual,hare,1,1,1.0
igual,hare,nomas,1,1,1.0
hare,nomas,ese,1,1,1.0
nomas,ese,Bl,1,1,1.0
ese,Bl,|,1,1,1.0
Bl,|,|,1,1,1.0
|,|,Ai,1,1565,0.0006389776357827476
|,Ai,|,1,1,1.0
Ai,|,|,1,1,1.0
|,|,JAJAJJAJAJA,1,1565,0.0006389776357827476
|,JAJAJJAJAJA,|,1,1,1.0
JAJAJJAJAJA,|,|,1,1,1.0
Si,te,los,1,3,0.3333333333333333
te,los,pasaron,1,1,1.0
los,pasaron,¿,1,1,1.0
pasaron,¿,|,1,1,1.0
Jajajaj,no,seee,1,2,0.5
no,seee,",",1,2,0.5
seee,",",ósea,1,1,1.0
",",ósea,pero,1,1,1.0
ósea,pero,me,1,1,1.0
pero,me,perece,1,2,0.5
me,perece,que,1,1,1.0
perece,que,se,1,1,1.0
que,se,crea,1,1,1.0
se,crea,dentro,1,1,1.0
crea,dentro,de,1,1,1.0
dentro,de,los,1,1,1.0
de,los,códigos,1,5,0.2
los,códigos,en,1,1,1.0
códigos,en,c,1,1,1.0
en,c,Sharp,1,1,1.0
c,Sharp,|,1,1,1.0
Sharp,|,|,1,1,1.0
|,|,Dimeeeee,1,1565,0.0006389776357827476
|,Dimeeeee,|,1,1,1.0
Dimeeeee,|,|,1,1,1.0
|,Hola,|,1,2,0.5
Hola,|,|,1,1,1.0
Es,q,eso,1,11,0.09090909090909091
q,eso,de,1,1,1.0
eso,de,memorias,1,1,1.0
de,memorias,es,1,1,1.0
memorias,es,de,1,1,1.0
es,de,la,1,4,0.25
de,la,decada,1,7,0.14285714285714285
la,decada,pasada,1,1,1.0
decada,pasada,|,1,1,1.0
pasada,|,|,1,1,1.0
Creo,q,es,1,4,0.25
q,es,algo,1,3,0.3333333333333333
es,algo,de,1,2,0.5
algo,de,diferencia,1,1,1.0
de,diferencia,de,1,1,1.0
diferencia,de,velocidad,1,1,1.0
de,velocidad,o,1,1,1.0
velocidad,o,algo,1,1,1.0
o,algo,asi,1,2,0.5
algo,asi,|,1,1,1.0
|,|,:(,1,1565,0.0006389776357827476
|,:(,|,1,1,1.0
|,O,",",1,13,0.07692307692307693
O,",",sorry,1,1,1.0
",",sorry,no,1,1,1.0
sorry,no,estaba,1,1,1.0
no,estaba,en,1,1,1.0
estaba,en,mi,1,1,1.0
|,|,JAJAJA,1,1565,0.0006389776357827476
|,JAJAJA,|,1,1,1.0
JAJAJA,|,|,1,1,1.0
|,|,Neta,1,1565,0.0006389776357827476
|,Neta,si,1,1,1.0
Neta,si,wey,1,1,1.0
si,wey,|,1,1,1.0
wey,|,|,1,1,1.0
|,|,Ernesto,1,1565,0.0006389776357827476
|,Ernesto,con,1,1,1.0
Ernesto,con,sus,1,1,1.0
con,sus,frases,1,1,1.0
sus,frases,de,1,1,1.0
frases,de,señora,1,1,1.0
de,señora,|,1,1,1.0
señora,|,|,1,1,1.0
|,Claro,chica,1,8,0.125
Claro,chica,|,1,1,1.0
chica,|,|,2,2,1.0
|,|,Estas,1,1565,0.0006389776357827476
|,Estas,tomando,1,1,1.0
Estas,tomando,fotos,1,1,1.0
tomando,fotos,?,1,1,1.0
fotos,?,|,1,1,1.0
|,Pero,pues,1,57,0.017543859649122806
Pero,pues,hay,1,1,1.0
pues,hay,vamos,1,1,1.0
hay,vamos,|,1,1,1.0
vamos,|,|,1,1,1.0
|,|,?,1,1565,0.0006389776357827476
|,?,|,1,1,1.0
|,|,Ah,2,1565,0.0012779552715654952
|,Ah,va,1,2,0.5
Ah,va,|,1,1,1.0
Y,tu,terminas,1,5,0.2
tu,terminas,lo,1,1,1.0
terminas,lo,q,1,1,1.0
lo,q,ya,1,6,0.16666666666666666
q,ya,habia,1,3,0.3333333333333333
ya,habia,dejado,1,1,1.0
habia,dejado,?,1,1,1.0
dejado,?,|,1,1,1.0
|,JAJAJAJ,no,1,2,0.5
JAJAJAJ,no,|,1,1,1.0
|,Ya,llego,1,63,0.015873015873015872
Ya,llego,tu,1,1,1.0
llego,tu,pedido,1,1,1.0
tu,pedido,neni,1,1,1.0
pedido,neni,|,1,1,1.0
|,Pero,por,1,57,0.017543859649122806
Pero,por,tirarla,1,1,1.0
por,tirarla,se,1,1,1.0
tirarla,se,le,1,1,1.0
se,le,dejo,1,2,0.5
le,dejo,en,1,1,1.0
dejo,en,10,1,1,1.0
en,10,|,1,1,1.0
10,|,|,1,1,1.0
|,Ah,ya,1,2,0.5
Ah,ya,|,1,1,1.0
|,Donde,andas,1,5,0.2
Donde,andas,?,1,1,1.0
andas,?,|,1,1,1.0
|,O,a,1,13,0.07692307692307693
O,a,rodrigo,1,1,1.0
a,rodrigo,|,1,1,1.0
rodrigo,|,|,1,1,1.0
|,Porque,ya,1,3,0.3333333333333333
Porque,ya,empezaron,1,1,1.0
ya,empezaron,a,1,1,1.0
empezaron,a,venir,1,1,1.0
a,venir,los,1,1,1.0
venir,los,de,1,1,1.0
los,de,la,1,2,0.5
de,la,dig,1,7,0.14285714285714285
la,dig,clase,1,1,1.0
dig,clase,|,1,1,1.0
clase,|,|,1,1,1.0
|,Porque,?,1,3,0.3333333333333333
Porque,?,|,1,1,1.0
|,Nomas,corre,1,5,0.2
Nomas,corre,|,1,1,1.0
corre,|,|,1,1,1.0
|,Mañana,a,1,5,0.2
Mañana,a,ver,1,1,1.0
a,ver,si,1,2,0.5
si,lo,puedo,1,3,0.3333333333333333
lo,puedo,checar,1,1,1.0
puedo,checar,con,1,1,1.0
checar,con,Móni,1,1,1.0
con,Móni,|,1,1,1.0
Móni,|,|,1,1,1.0
|,Q,buskes,1,26,0.038461538461538464
Q,buskes,bien,1,1,1.0
buskes,bien,|,1,1,1.0
No,me,dejaron,1,5,0.2
me,dejaron,|,1,1,1.0
dejaron,|,|,1,1,1.0
|,|,Perrito,1,1565,0.0006389776357827476
|,Perrito,emocionado,1,1,1.0
Perrito,emocionado,|,1,1,1.0
emocionado,|,|,1,1,1.0
|,Me,puedes,2,31,0.06451612903225806
Me,puedes,traer,1,2,0.5
puedes,traer,mis,1,2,0.5
traer,mis,cosas,1,1,1.0
mis,cosas,?,1,1,1.0
cosas,?,|,1,1,1.0
|,Oye,chica,1,7,0.14285714285714285
Oye,chica,|,1,1,1.0
|,|,jjajaj,1,1565,0.0006389776357827476
|,jjajaj,|,1,1,1.0
jjajaj,|,|,1,1,1.0
|,|,Hacemos,1,1565,0.0006389776357827476
|,Hacemos,un,1,1,1.0
Hacemos,un,trato,1,1,1.0
un,trato,?,1,1,1.0
trato,?,|,1,1,1.0
|,Bueno,gracias,1,7,0.14285714285714285
Bueno,gracias,|,1,1,1.0
No,los,tengo,1,2,0.5
los,tengo,|,1,1,1.0
|,|,Pensé,1,1565,0.0006389776357827476
|,Pensé,que,1,1,1.0
Pensé,que,era,1,1,1.0
que,era,del,1,1,1.0
era,del,normal,1,1,1.0
del,normal,|,1,1,1.0
normal,|,|,1,1,1.0
De,nada,|,1,3,0.3333333333333333
|,|,Kepasa,1,1565,0.0006389776357827476
|,Kepasa,chiko,1,1,1.0
Kepasa,chiko,|,1,1,1.0
chiko,|,|,1,1,1.0
|,|,Andaleeee,1,1565,0.0006389776357827476
|,Andaleeee,|,1,1,1.0
Andaleeee,|,|,1,1,1.0
|,|,Chekale,1,1565,0.0006389776357827476
|,Chekale,en,1,1,1.0
Chekale,en,la,1,1,1.0
en,la,mochila,1,10,0.1
la,mochila,de,1,1,1.0
mochila,de,monika,1,1,1.0
de,monika,y,1,1,1.0
monika,y,en,1,1,1.0
y,en,la,1,1,1.0
en,la,de,1,10,0.1
la,de,ernrsto,1,2,0.5
de,ernrsto,|,1,1,1.0
ernrsto,|,|,1,1,1.0
Es,que,creo,1,4,0.25
que,creo,que,1,1,1.0
creo,que,si,1,1,1.0
que,si,me,1,4,0.25
si,me,voy,1,4,0.25
me,voy,a,1,1,1.0
voy,a,tardar,1,2,0.5
a,tardar,|,1,1,1.0
tardar,|,|,1,1,1.0
|,Si,TT,1,98,0.01020408163265306
Si,TT,|,1,1,1.0
|,Avr,te,1,5,0.2
Avr,te,parece,1,1,1.0
te,parece,si,1,2,0.5
parece,si,yo,1,1,1.0
si,yo,hago,1,1,1.0
yo,hago,lo,1,1,1.0
hago,lo,de,1,1,1.0
lo,de,los,2,4,0.5
de,los,coches,1,5,0.2
los,coches,|,1,1,1.0
coches,|,|,1,1,1.0
Es,q,moni,1,11,0.09090909090909091
q,moni,me,1,1,1.0
moni,me,dijo,1,1,1.0
me,dijo,q,1,1,1.0
dijo,q,estaban,1,1,1.0
q,estaban,malitos,1,1,1.0
estaban,malitos,los,1,1,1.0
malitos,los,programas,1,1,1.0
los,programas,q,1,2,0.5
programas,q,teniamos,1,1,1.0
q,teniamos,u.u,1,1,1.0
teniamos,u.u,|,1,1,1.0
|,Sabes,cómo,1,3,0.3333333333333333
Sabes,cómo,se,1,1,1.0
cómo,se,hace,1,1,1.0
se,hace,eso,1,2,0.5
hace,eso,?,1,1,1.0
Ya,no,te,1,5,0.2
no,te,va,1,2,0.5
te,va,a,1,1,1.0
va,a,hablar,1,4,0.25
a,hablar,|,1,1,1.0
hablar,|,|,1,1,1.0
|,|,Ontan,2,1565,0.0012779552715654952
|,Ontan,x100000,1,2,0.5
Ontan,x100000,|,1,1,1.0
x100000,|,|,1,1,1.0
|,Tu,tranqui,1,3,0.3333333333333333
Tu,tranqui,|,1,1,1.0
tranqui,|,|,1,1,1.0
|,Como,pooooorrrrr,1,7,0.14285714285714285
Como,pooooorrrrr,?,1,1,1.0
pooooorrrrr,?,|,1,1,1.0
|,|,Ek,1,1565,0.0006389776357827476
|,Ek,tal,1,1,1.0
Ek,tal,ve,1,1,1.0
tal,ve,meta,1,1,1.0
ve,meta,una,1,1,1.0
meta,una,|,1,1,1.0
una,|,|,1,1,1.0
|,|,JAJAJAJAJAJAJA,1,1565,0.0006389776357827476
|,JAJAJAJAJAJAJA,entiendo,1,1,1.0
JAJAJAJAJAJAJA,entiendo,|,1,1,1.0
Creo,q,ni,1,4,0.25
q,ni,vimos,1,2,0.5
ni,vimos,eso,1,1,1.0
vimos,eso,|,1,1,1.0
|,Que,pasa,1,18,0.05555555555555555
Que,pasa,chika,1,1,1.0
pasa,chika,|,1,1,1.0
|,|,Aqui,1,1565,0.0006389776357827476
|,Aqui,estan,1,1,1.0
Aqui,estan,las,1,1,1.0
estan,las,derivadas,1,2,0.5
las,derivadas,q,1,1,1.0
derivadas,q,nos,1,1,1.0
q,nos,faltaban,1,1,1.0
nos,faltaban,|,1,1,1.0
faltaban,|,|,1,1,1.0
|,Va,",",1,8,0.125
Va,",",gracias,1,1,1.0
",",gracias,|,1,1,1.0
Es,que,si,1,4,0.25
que,si,estoy,1,4,0.25
si,estoy,trabajando,1,1,1.0
estoy,trabajando,|,1,1,1.0
trabajando,|,|,1,1,1.0
no,se,q,1,9,0.1111111111111111
se,q,tan,1,2,0.5
q,tan,rapido,1,1,1.0
tan,rapido,se,1,1,1.0
rapido,se,refleje,1,1,1.0
se,refleje,en,1,1,1.0
refleje,en,mi,1,1,1.0
en,mi,saes,1,6,0.16666666666666666
mi,saes,|,1,1,1.0
saes,|,|,1,1,1.0
|,Es,ponpompurin,1,38,0.02631578947368421
Es,ponpompurin,|,1,1,1.0
ponpompurin,|,|,1,1,1.0
|,Ahi,te,1,3,0.3333333333333333
Ahi,te,las,1,1,1.0
te,las,mando,1,1,1.0
las,mando,|,1,1,1.0
mando,|,|,1,1,1.0
|,|,Tuviste,1,1565,0.0006389776357827476
|,Tuviste,problema,1,1,1.0
Tuviste,problema,metiendo,1,1,1.0
problema,metiendo,tu,1,1,1.0
metiendo,tu,traslapada,1,1,1.0
tu,traslapada,?,1,1,1.0
traslapada,?,|,1,1,1.0
|,Joder,no,1,2,0.5
Joder,no,|,1,1,1.0
|,Si,lo,1,98,0.01020408163265306
Si,lo,pidio,1,1,1.0
lo,pidio,|,1,1,1.0
pidio,|,|,1,1,1.0
|,|,Muchas,1,1565,0.0006389776357827476
|,Muchas,cosas,1,1,1.0
Muchas,cosas,wuuu,1,1,1.0
cosas,wuuu,|,1,1,1.0
wuuu,|,|,1,1,1.0
|,Deja,los,1,3,0.3333333333333333
Deja,los,pido,1,1,1.0
los,pido,|,1,1,1.0
pido,|,|,1,1,1.0
De,nada,chika,1,3,0.3333333333333333
nada,chika,|,1,1,1.0
|,|,es,1,1565,0.0006389776357827476
|,es,que,1,1,1.0
es,que,si,1,2,0.5
que,si,jajaj,1,4,0.25
si,jajaj,|,1,1,1.0
Pero,no,nada,1,14,0.07142857142857142
no,nada,|,1,1,1.0
|,|,E,1,1565,0.0006389776357827476
|,E,master,1,1,1.0
E,master,|,1,1,1.0
Pq,no,?,1,2,0.5
|,|,Pedimos,1,1565,0.0006389776357827476
|,Pedimos,bolis,1,1,1.0
Pedimos,bolis,|,1,1,1.0
bolis,|,|,1,1,1.0
|,Oye,que,1,7,0.14285714285714285
Oye,que,vieron,1,1,1.0
que,vieron,en,1,1,1.0
vieron,en,probabilidad,1,1,1.0
en,probabilidad,?,1,1,1.0
probabilidad,?,|,1,1,1.0
O,sea,lo,1,5,0.2
sea,lo,de,1,1,1.0
de,los,depas,1,5,0.2
los,depas,|,1,1,1.0
depas,|,|,1,1,1.0
|,|,Tr,1,1565,0.0006389776357827476
|,Tr,vemos,1,1,1.0
Tr,vemos,en,1,1,1.0
vemos,en,letras,1,1,1.0
en,letras,|,1,1,1.0
letras,|,|,1,1,1.0
|,A,que,1,29,0.034482758620689655
A,que,o,1,1,1.0
que,o,como,1,1,1.0
o,como,?,2,2,1.0
como,?,|,2,2,1.0
|,A,la,1,29,0.034482758620689655
A,la,19,1,1,1.0
la,19,no,1,1,1.0
19,no,le,1,1,1.0
no,le,entendi,1,3,0.3333333333333333
le,entendi,|,1,2,0.5
|,|,Pa,1,1565,0.0006389776357827476
|,Pa,comer,1,1,1.0
Pa,comer,jajaja,1,1,1.0
comer,jajaja,|,1,1,1.0
|,|,Jjajajaj,1,1565,0.0006389776357827476
|,Jjajajaj,|,1,1,1.0
Jjajajaj,|,|,1,1,1.0
|,Ya,diste,1,63,0.015873015873015872
Ya,diste,de,1,1,1.0
diste,de,baja,1,1,1.0
de,baja,estadistica,1,1,1.0
baja,estadistica,?,1,1,1.0
estadistica,?,|,1,1,1.0
Ya,se,fueron,1,2,0.5
se,fueron,?,1,1,1.0
fueron,?,|,1,1,1.0
|,Nos,puedes,1,2,0.5
Nos,puedes,traer,1,1,1.0
puedes,traer,la,1,2,0.5
traer,la,salsa,1,1,1.0
la,salsa,",",1,1,1.0
salsa,",",catsup,1,1,1.0
",",catsup,y,1,1,1.0
catsup,y,servilletas,1,1,1.0
y,servilletas,?,1,1,1.0
servilletas,?,?,1,1,1.0
|,A,gerry,1,29,0.034482758620689655
A,gerry,x,1,1,1.0
gerry,x,ejemplo,1,1,1.0
x,ejemplo,|,1,1,1.0
ejemplo,|,|,1,1,1.0
|,|,JJAAJAJA,1,1565,0.0006389776357827476
|,JJAAJAJA,pues,1,1,1.0
JJAAJAJA,pues,es,1,1,1.0
pues,es,que,1,1,1.0
es,que,nadie,1,2,0.5
que,nadie,sabe,1,1,1.0
nadie,sabe,|,1,1,1.0
|,|,Trae,1,1565,0.0006389776357827476
|,Trae,las,1,1,1.0
Trae,las,cosas,1,1,1.0
las,cosas,|,2,2,1.0
cosas,|,|,2,2,1.0
|,Tienes,esta,1,4,0.25
Tienes,esta,?,1,1,1.0
|,No,tengo,1,77,0.012987012987012988
No,tengo,justo,1,1,1.0
tengo,justo,eso,1,1,1.0
justo,eso,jaja,1,1,1.0
eso,jaja,|,1,1,1.0
|,Oki,neni,1,2,0.5
Oki,neni,|,1,1,1.0
|,|,Girl,1,1565,0.0006389776357827476
|,Girl,|,1,1,1.0
Girl,|,|,1,1,1.0
|,Y,pues,1,38,0.02631578947368421
Y,pues,ya,1,1,1.0
pues,ya,",",1,1,1.0
ya,",",segun,1,2,0.5
",",segun,yo,1,1,1.0
segun,yo,asi,1,1,1.0
yo,asi,queda,1,1,1.0
asi,queda,corregido,1,1,1.0
queda,corregido,|,1,1,1.0
corregido,|,|,1,1,1.0
|,Ya,dijo,1,63,0.015873015873015872
Ya,dijo,algo,1,1,1.0
dijo,algo,?,1,1,1.0
Ya,te,califico,1,2,0.5
te,califico,la,1,1,1.0
califico,la,practica,1,1,1.0
la,practica,Gus,1,1,1.0
practica,Gus,?,1,1,1.0
Gus,?,|,1,1,1.0
|,Oye,chika,1,7,0.14285714285714285
Oye,chika,|,1,1,1.0
|,Se,vamos,1,7,0.14285714285714285
Se,vamos,a,1,1,1.0
