Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
que,si,se,4,119,0.03361344537815126
el,martes,>,4,6,0.6666666666666666
de,star,wars,4,4,1.0
<,me,quedo,4,248,0.016129032258064516
prendí,>,<,4,4,1.0
de,genshin,>,4,6,0.6666666666666666
película,>,<,4,4,1.0
hombre,morado,>,4,9,0.4444444444444444
>,<,queria,4,12341,0.00032412284255732923
<,un,poco,4,31,0.12903225806451613
<,hasta,el,4,46,0.08695652173913043
<,feliz,navidad,4,15,0.26666666666666666
el,grupo,de,4,4,1.0
<,de,lo,4,93,0.043010752688172046
de,lo,que,4,14,0.2857142857142857
importa,>,<,4,4,1.0
<,ya,veremos,4,583,0.00686106346483705
>,<,cabe,4,12341,0.00032412284255732923
ahí,>,<,4,4,1.0
ahorita,ando,en,4,11,0.36363636363636365
gow,>,<,4,4,1.0
no,importa,>,4,9,0.4444444444444444
>,<,xdd,4,12341,0.00032412284255732923
<,xdd,>,4,4,1.0
ya,prendo,>,4,8,0.5
a,ricardo,>,4,16,0.25
en,el,saes,4,180,0.022222222222222223
secreto,>,<,4,4,1.0
le,ayude,a,4,5,0.8
pero,en,el,4,15,0.26666666666666666
estoy,en,mi,4,19,0.21052631578947367
>,<,vi,4,12341,0.00032412284255732923
que,se,lo,4,79,0.05063291139240506
<,que,tan,4,226,0.017699115044247787
ventana,>,<,4,4,1.0
el,proyecto,xd,4,8,0.5
>,<,aqui,4,12341,0.00032412284255732923
<,weno,weno,4,9,0.4444444444444444
el,stream,>,4,9,0.4444444444444444
<,recuerdas,que,4,5,0.8
<,sale,bro,4,24,0.16666666666666666
de,terraria,>,4,8,0.5
<,y,ando,4,991,0.004036326942482341
y,como,que,4,32,0.125
fácil,>,<,4,4,1.0
hora,puedes,?,4,4,1.0
acaba,de,pasar,4,6,0.6666666666666666
si,bro,descansa,4,33,0.12121212121212122
intentar,>,<,4,4,1.0
weno,weno,>,4,4,1.0
si,tu,no,4,7,0.5714285714285714
no,creo,que,4,27,0.14814814814814814
fluido,>,<,4,4,1.0
<,si,tu,4,547,0.007312614259597806
sabado,y,domingo,4,5,0.8
proyecto,xd,>,4,4,1.0
el,sabado,y,4,10,0.4
<,te,acuerdas,4,79,0.05063291139240506
<,ps,no,4,46,0.08695652173913043
cuento,>,<,4,4,1.0
dan,ganas,de,4,6,0.6666666666666666
si,?,>,4,4,1.0
<,pos,si,4,26,0.15384615384615385
wee,>,<,4,4,1.0
cuarto,de,atras,4,4,1.0
mucho,mejor,>,4,8,0.5
telegram,?,>,4,4,1.0
<,yo,ando,4,164,0.024390243902439025
que,son,los,4,7,0.5714285714285714
<,como,se,4,103,0.038834951456310676
le,iba,a,4,6,0.6666666666666666
ta,>,<,4,4,1.0
es,por,el,4,10,0.4
ganas,de,jugar,4,23,0.17391304347826086
mismo,>,<,4,4,1.0
ahi,ta,>,4,9,0.4444444444444444
<,yo,ni,4,164,0.024390243902439025
<,sale,descansa,4,24,0.16666666666666666
te,cuento,>,4,7,0.5714285714285714
si,se,puede,4,51,0.0784313725490196
si,se,arma,4,51,0.0784313725490196
tons,>,<,4,4,1.0
señor,de,los,4,4,1.0
lleva,la,chingada,4,8,0.5
<,bueno,vamo,4,115,0.034782608695652174
bueno,vamo,a,4,4,1.0
vamo,a,jugar,4,10,0.4
lo,merezco,>,4,5,0.8
serie,>,<,4,4,1.0
eso,no,se,4,8,0.5
mamalona,>,<,4,4,1.0
911,>,<,4,4,1.0
>,<,mis,4,12341,0.00032412284255732923
<,que,puto,4,226,0.017699115044247787
al,igual,que,4,4,1.0
igual,que,el,4,8,0.5
merezco,>,<,4,4,1.0
>,<,disfrute,4,12341,0.00032412284255732923
ver,si,me,4,44,0.09090909090909091
<,como,por,4,103,0.038834951456310676
estoy,nervioso,>,4,5,0.8
<,tons,que,4,46,0.08695652173913043
me,pasas,el,4,5,0.8
aun,no,esta,4,38,0.10526315789473684
tengo,xd,>,4,4,1.0
<,me,pasas,4,248,0.016129032258064516
dijo,que,no,4,21,0.19047619047619047
juas,juas,>,4,9,0.4444444444444444
se,que,hacer,4,29,0.13793103448275862
y,que,si,4,56,0.07142857142857142
que,hora,?,4,21,0.19047619047619047
hora,?,>,4,4,1.0
veda,?,>,4,4,1.0
niño,>,<,4,4,1.0
>,<,exacto,4,12341,0.00032412284255732923
mente,>,<,4,4,1.0
no,me,quiero,4,140,0.02857142857142857
<,de,momento,4,93,0.043010752688172046
>,<,obviamente,4,12341,0.00032412284255732923
<,sip,>,4,7,0.5714285714285714
sip,>,<,4,4,1.0
piernas,>,<,4,4,1.0
temprano,>,<,4,4,1.0
pesca,>,<,4,4,1.0
y,un,buen,4,14,0.2857142857142857
un,buen,de,4,36,0.1111111111111111
no,tengo,ganas,4,31,0.12903225806451613
te,va,a,4,7,0.5714285714285714
y,mi,mamá,4,22,0.18181818181818182
mi,cuarto,>,4,5,0.8
grabo,>,<,4,4,1.0
que,me,pasa,4,189,0.021164021164021163
numero,>,<,4,4,1.0
<,pero,lo,4,345,0.011594202898550725
eso,si,>,4,13,0.3076923076923077
<,esa,es,4,21,0.19047619047619047
con,ricardo,>,4,7,0.5714285714285714
<,en,que,4,112,0.03571428571428571
una,horita,y,4,5,0.8
<,pufff,>,4,7,0.5714285714285714
<,de,nuevo,4,93,0.043010752688172046
<,con,ese,4,41,0.0975609756097561
<,no,dormí,4,416,0.009615384615384616
skin,>,<,4,4,1.0
me,refiero,a,4,6,0.6666666666666666
y,a,la,4,30,0.13333333333333333
de,que,te,4,106,0.03773584905660377
<,y,dije,4,991,0.004036326942482341
<,que,pedo,4,226,0.017699115044247787
>,<,joder,4,12341,0.00032412284255732923
y,dije,que,4,10,0.4
<,yo,igual,4,164,0.024390243902439025
a,las,8:30,4,69,0.057971014492753624
a,la,vez,4,112,0.03571428571428571
<,pero,nmms,4,345,0.011594202898550725
a,la,reina,4,112,0.03571428571428571
ok,va,>,4,4,1.0
<,me,gusta,4,248,0.016129032258064516
mes,>,<,4,4,1.0
con,unos,compas,4,7,0.5714285714285714
:,0000,>,4,4,1.0
progra,>,<,4,4,1.0
muere,y,muere,4,5,0.8
<,se,cancela,4,104,0.038461538461538464
normal,>,<,4,4,1.0
el,inicio,>,4,4,1.0
<,uff,>,4,25,0.16
<,tons,me,4,46,0.08695652173913043
>,<,ricardo,4,12341,0.00032412284255732923
youtube,>,<,4,4,1.0
a,ricardo,que,4,16,0.25
directos,>,<,4,4,1.0
busco,>,<,4,4,1.0
aparte,>,<,4,4,1.0
ya,ando,en,4,19,0.21052631578947367
hecho,>,<,4,4,1.0
<,vamo,a,4,4,1.0
estimado,figue,>,4,4,1.0
mi,estimado,figue,4,25,0.16
>,<,vamo,4,12341,0.00032412284255732923
<,en,un,4,112,0.03571428571428571
estoy,llorando,>,4,6,0.6666666666666666
<,me,dijo,4,248,0.016129032258064516
>,<,yamero,4,12341,0.00032412284255732923
llegué,>,<,4,4,1.0
difícil,>,<,4,4,1.0
<,a,ti,4,264,0.015151515151515152
<,estoy,en,4,43,0.09302325581395349
>,<,5,4,12341,0.00032412284255732923
que,si,es,4,119,0.03361344537815126
letras,>,<,4,4,1.0
y,es,que,4,20,0.2
>,<,pasame,4,12341,0.00032412284255732923
de,la,noche,4,155,0.025806451612903226
<,estuvo,bueno,4,8,0.5
que,ya,voy,4,69,0.057971014492753624
>,<,pa,4,12341,0.00032412284255732923
y,si,ya,4,79,0.05063291139240506
en,el,que,4,180,0.022222222222222223
con,lo,del,4,12,0.3333333333333333
para,que,veas,4,56,0.07142857142857142
y,ya,prendo,4,133,0.03007518796992481
ya,prendi,>,4,6,0.6666666666666666
prendi,>,<,4,4,1.0
me,esta,doliendo,4,17,0.23529411764705882
van,a,dar,4,35,0.11428571428571428
<,hasta,se,4,46,0.08695652173913043
y,en,una,4,40,0.1
parte,de,la,4,9,0.4444444444444444
<,deja,termino,4,38,0.10526315789473684
a,pesar,de,4,4,1.0
es,que,también,4,183,0.02185792349726776
mamá,",",>,4,4,1.0
de,mierda,>,4,6,0.6666666666666666
mío,>,<,4,4,1.0
del,pollo,>,4,6,0.6666666666666666
<,si,",",4,547,0.007312614259597806
>,<,perdi,4,12341,0.00032412284255732923
preocupe,oiga,>,4,4,1.0
se,preocupe,oiga,4,5,0.8
enojar,>,<,4,4,1.0
0000,>,<,4,4,1.0
a,qué,hora,4,4,1.0
partes,>,<,4,4,1.0
el,obs,>,4,11,0.36363636363636365
de,los,anillos,4,64,0.0625
y,como,es,4,32,0.125
<,bueno,pues,4,115,0.034782608695652174
<,ay,cabron,4,22,0.18181818181818182
probarlo,>,<,4,4,1.0
uno,de,los,4,12,0.3333333333333333
ejemplo,>,<,4,4,1.0
al,rato,vuelvo,4,40,0.1
rato,vuelvo,a,4,4,1.0
<,o,que,4,111,0.036036036036036036
vuelvo,a,prender,4,11,0.36363636363636365
jugando,>,<,4,4,1.0
como,que,me,4,28,0.14285714285714285
con,lo,que,4,12,0.3333333333333333
>,<,ufffas,4,12341,0.00032412284255732923
y,eso,que,4,29,0.13793103448275862
<,en,mi,4,112,0.03571428571428571
<,uffas,>,4,19,0.21052631578947367
quien,sabe,>,4,10,0.4
original,>,<,4,4,1.0
cerca,>,<,4,4,1.0
<,que,la,4,226,0.017699115044247787
que,le,ayude,4,48,0.08333333333333333
me,puse,a,4,8,0.5
y,eso,me,4,29,0.13793103448275862
ya,le,puse,4,35,0.11428571428571428
lo,hago,>,4,7,0.5714285714285714
me,duele,un,4,12,0.3333333333333333
<,pero,mi,4,345,0.011594202898550725
mamada,>,<,4,4,1.0
<,gracias,por,4,88,0.045454545454545456
y,asi,>,4,17,0.23529411764705882
<,a,simon,4,264,0.015151515151515152
>,<,vavav,4,12341,0.00032412284255732923
amigos,>,<,4,4,1.0
y,lo,de,4,43,0.09302325581395349
le,puse,un,4,21,0.19047619047619047
awanta,>,<,4,4,1.0
<,si,le,4,547,0.007312614259597806
<,la,que,4,85,0.047058823529411764
me,siento,mal,4,31,0.12903225806451613
otro,>,<,4,4,1.0
mimir,>,<,4,4,1.0
y,que,se,4,56,0.07142857142857142
exacto,>,<,4,4,1.0
<,pero,hey,4,345,0.011594202898550725
<,exacto,>,4,4,1.0
las,piernas,>,4,5,0.8
como,siempre,>,4,9,0.4444444444444444
<,que,te,4,226,0.017699115044247787
lo,wacho,>,4,4,1.0
que,iba,a,4,6,0.6666666666666666
que,me,voy,4,189,0.021164021164021163
es,que,te,4,183,0.02185792349726776
de,mi,grupo,4,63,0.06349206349206349
<,que,ya,4,226,0.017699115044247787
<,ya,va,4,583,0.00686106346483705
me,di,cuenta,4,5,0.8
estudiar,>,<,4,4,1.0
de,eso,>,4,10,0.4
en,el,examen,4,180,0.022222222222222223
tu,>,<,4,4,1.0
<,tengo,la,4,48,0.08333333333333333
mierda,>,<,4,4,1.0
que,es,lo,4,56,0.07142857142857142
presenciales,>,<,4,4,1.0
>,<,cuales,4,12341,0.00032412284255732923
es,que,fui,4,183,0.02185792349726776
brou,>,<,4,4,1.0
<,yo,>,4,164,0.024390243902439025
la,cual,es,4,5,0.8
<,y,ahi,4,991,0.004036326942482341
profe,>,<,4,4,1.0
<,le,dije,4,60,0.06666666666666667
mi,vida,>,4,6,0.6666666666666666
mas,importante,>,4,4,1.0
alguien,>,<,4,4,1.0
da,>,<,4,4,1.0
>,<,admira,4,12341,0.00032412284255732923
<,asi,me,4,30,0.13333333333333333
para,que,le,4,56,0.07142857142857142
<,que,lo,4,226,0.017699115044247787
<,sisisi,>,4,7,0.5714285714285714
quedando,>,<,4,4,1.0
pq,ya,me,4,11,0.36363636363636365
<,lo,mismo,4,107,0.037383177570093455
que,me,va,4,189,0.021164021164021163
gloria,>,<,4,4,1.0
<,y,otro,4,991,0.004036326942482341
horrible,>,<,4,4,1.0
que,paso,?,4,10,0.4
mamalon,>,<,4,4,1.0
va,quedando,>,4,5,0.8
<,hasta,la,4,46,0.08695652173913043
acabe,>,<,4,4,1.0
de,minecraft,>,4,5,0.8
de,discord,>,4,6,0.6666666666666666
<,no,importa,4,416,0.009615384615384616
el,servidor,de,4,6,0.6666666666666666
<,si,todo,4,547,0.007312614259597806
o,si,quieres,4,18,0.2222222222222222
codigo,>,<,4,4,1.0
<,lo,curioso,4,107,0.037383177570093455
lo,curioso,>,4,7,0.5714285714285714
curioso,>,<,4,4,1.0
<,ok,ntp,4,174,0.022988505747126436
<,pero,es,4,345,0.011594202898550725
lolsito,>,<,4,4,1.0
ntp,men,>,4,4,1.0
como,crees,>,4,4,1.0
crees,>,<,4,4,1.0
neta,>,<,4,4,1.0
vaaa,>,<,4,4,1.0
<,vaaa,>,4,4,1.0
vrga,>,<,4,4,1.0
>,<,vaaa,4,12341,0.00032412284255732923
la,noche,>,4,13,0.3076923076923077
otro,dia,>,4,7,0.5714285714285714
clave,primaria,),4,4,1.0
primaria,),>,4,4,1.0
servidor,>,<,4,4,1.0
año,y,medio,4,4,1.0
ok,ntp,>,4,5,0.8
con,madre,>,4,4,1.0
temporada,>,<,4,4,1.0
la,segunda,temporada,4,13,0.3076923076923077
te,aviso,>,4,11,0.36363636363636365
gratis,>,<,4,4,1.0
en,un,rato,4,38,0.10526315789473684
<,si,en,4,547,0.007312614259597806
<,cual,es,4,17,0.23529411764705882
voy,a,tener,4,214,0.018691588785046728
<,maso,>,4,4,1.0
>,<,maso,4,12341,0.00032412284255732923
se,me,ocurre,4,91,0.04395604395604396
juego,?,>,4,4,1.0
0,>,<,4,4,1.0
programa,>,<,4,4,1.0
ya,me,gusto,4,122,0.03278688524590164
culero,>,<,4,4,1.0
de,juego,>,4,5,0.8
<,osea,que,4,19,0.21052631578947367
que,raro,>,4,5,0.8
pagina,>,<,4,4,1.0
ya,estoy,en,4,33,0.12121212121212122
dern965,>,<,4,4,1.0
>,<,yastoy,4,12341,0.00032412284255732923
que,no,tengo,4,132,0.030303030303030304
beta,>,<,4,4,1.0
y,si,>,4,79,0.05063291139240506
la,superior,>,4,5,0.8
superior,>,<,4,4,1.0
de,las,tablas,4,39,0.10256410256410256
al,100,>,4,5,0.8
100,>,<,4,4,1.0
de,la,tabla,4,155,0.025806451612903226
ya,xd,>,4,4,1.0
fue,>,<,4,4,1.0
biblioteca,>,<,4,4,1.0
<,ni,yo,4,47,0.0851063829787234
que,a,las,4,13,0.3076923076923077
las,2,>,4,8,0.5
cancela,>,<,4,4,1.0
<,si,yo,4,547,0.007312614259597806
si,yo,creo,4,4,1.0
figueeeee,>,<,4,4,1.0
<,el,jueves,4,182,0.02197802197802198
el,examen,>,4,13,0.3076923076923077
en,el,cel,4,180,0.022222222222222223
>,<,oficialmente,4,12341,0.00032412284255732923
<,en,cuanto,4,112,0.03571428571428571
<,pero,aun,4,345,0.011594202898550725
<,pues,es,4,72,0.05555555555555555
viene,>,<,4,4,1.0
<,va,gracias,4,89,0.0449438202247191
>,<,saca,4,12341,0.00032412284255732923
el,cel,>,4,6,0.6666666666666666
<,asi,que,4,30,0.13333333333333333
jueves,>,<,4,4,1.0
tranquilo,>,<,4,4,1.0
<,tengo,un,4,48,0.08333333333333333
como,te,sientes,4,14,0.2857142857142857
con,lo,de,4,12,0.3333333333333333
a,mi,abuela,4,105,0.0380952380952381
a,jugar,?,4,28,0.14285714285714285
me,esta,gustando,4,17,0.23529411764705882
<,pq,a,4,208,0.019230769230769232
<,desde,el,4,12,0.3333333333333333
covid,>,<,4,4,1.0
se,ve,un,4,61,0.06557377049180328
<,wenas,wenas,4,31,0.12903225806451613
<,a,nmms,4,264,0.015151515151515152
que,en,la,4,28,0.14285714285714285
culera,>,<,4,4,1.0
luz,>,<,4,4,1.0
la,luz,>,4,6,0.6666666666666666
<,por,si,4,83,0.04819277108433735
izi,>,<,4,4,1.0
<,pero,por,4,345,0.011594202898550725
los,logros,>,4,6,0.6666666666666666
de,todas,formas,4,7,0.5714285714285714
lo,que,voy,4,123,0.032520325203252036
<,se,que,4,104,0.038461538461538464
negra,>,<,4,4,1.0
realm,>,<,4,4,1.0
a,ir,con,4,29,0.13793103448275862
<,x2,>,4,5,0.8
wenas,wenas,>,4,4,1.0
me,dijeron,que,4,5,0.8
aaaaaaaaaaaaa,>,<,4,4,1.0
dia,xd,>,4,4,1.0
hackathon,>,<,4,4,1.0
<,deja,me,4,38,0.10526315789473684
creer,>,<,4,4,1.0
a,creer,>,4,5,0.8
lo,vas,a,4,4,1.0
me,lo,vas,4,37,0.10810810810810811
<,ufff,bro,4,53,0.07547169811320754
la,1,>,4,11,0.36363636363636365
mas,seguro,>,4,6,0.6666666666666666
siento,que,si,4,21,0.19047619047619047
verdad,es,que,4,4,1.0
la,verdad,es,4,27,0.14814814814814814
<,mejor,me,4,38,0.10526315789473684
<,o,lo,4,111,0.036036036036036036
mucho,xd,>,4,4,1.0
llego,>,<,4,4,1.0
pero,siento,que,4,5,0.8
<,pero,siento,4,345,0.011594202898550725
<,si,gracias,4,547,0.007312614259597806
estoy,bien,>,4,13,0.3076923076923077
:,>,<,4,4,1.0
el,halo,>,4,13,0.3076923076923077
se,viene,goty,4,14,0.2857142857142857
en,terraria,>,4,10,0.4
aaaaaaaaaaaaaaaa,>,<,4,4,1.0
>,<,toco,4,12341,0.00032412284255732923
principalmente,>,<,4,4,1.0
sisisi,>,<,4,4,1.0
por,?,>,4,4,1.0
<,por,?,4,83,0.04819277108433735
<,vamos,a,4,5,0.8
de,que,si,4,106,0.03773584905660377
error,>,<,4,4,1.0
la,madre,>,4,12,0.3333333333333333
<,quizas,>,4,5,0.8
quizas,>,<,4,4,1.0
<,todo,lo,4,20,0.2
<,ni,modo,4,47,0.0851063829787234
armando,y,david,4,4,1.0
la,pagina,>,4,8,0.5
(,clave,primaria,4,6,0.6666666666666666
pipipi,>,<,4,4,1.0
consejo,>,<,4,4,1.0
>,<,hice,4,12341,0.00032412284255732923
a,ver,como,4,115,0.034782608695652174
si,vas,a,4,5,0.8
<,sabes,que,4,8,0.5
<,el,lunes,4,182,0.02197802197802198
jajajajajaja,>,<,4,4,1.0
si,acaso,>,4,4,1.0
grupo,de,whatsapp,4,5,0.8
tia,>,<,4,4,1.0
pero,ya,me,4,25,0.16
acaso,>,<,4,4,1.0
mi,tia,>,4,12,0.3333333333333333
al,rato,?,4,40,0.1
a,ir,a,4,29,0.13793103448275862
no,lo,se,4,40,0.1
<,ya,luego,4,583,0.00686106346483705
<,ufff,ya,4,53,0.07547169811320754
>,<,denada,4,12341,0.00032412284255732923
>,<,ahhh,4,12341,0.00032412284255732923
por,si,acaso,4,19,0.21052631578947367
<,mañana,me,4,41,0.0975609756097561
<,gracias,men,4,88,0.045454545454545456
ahhh,>,<,4,4,1.0
no,estoy,en,4,13,0.3076923076923077
van,a,jugar,3,35,0.08571428571428572
<,y,tengo,3,991,0.0030272452068617556
eso,se,me,3,6,0.5
<,caele,a,3,9,0.3333333333333333
<,tambien,ya,3,27,0.1111111111111111
si,me,gusto,3,116,0.02586206896551724
<,ando,medio,3,41,0.07317073170731707
<,tienes,clase,3,12,0.25
y,se,los,3,45,0.06666666666666667
tienes,clase,?,3,4,0.75
descanso,>,<,3,3,1.0
no,me,carga,3,140,0.02142857142857143
es,que,aaa,3,183,0.01639344262295082
que,pasa,>,3,5,0.6
ya,en,la,3,9,0.3333333333333333
seguir,>,<,3,3,1.0
ahora,si,a,3,28,0.10714285714285714
que,se,siente,3,79,0.0379746835443038
<,con,cuidado,3,41,0.07317073170731707
acabo,>,<,3,3,1.0
con,el,juego,3,71,0.04225352112676056
de,ver,que,3,11,0.2727272727272727
hoy,van,a,3,3,1.0
como,en,batiz,3,10,0.3
jugar,al,rato,3,3,1.0
su,ets,de,3,3,1.0
muchas,gracias,figue,3,17,0.17647058823529413
se,si,prender,3,30,0.1
o,ya,mañana,3,12,0.25
<,le,das,3,60,0.05
hicieron,>,<,3,3,1.0
<,fue,un,3,15,0.2
fnaf,6,>,3,4,0.75
le,di,a,3,13,0.23076923076923078
pero,a,ver,3,10,0.3
que,hago,>,3,7,0.42857142857142855
3113,>,<,3,3,1.0
estas,ocupado,?,3,3,1.0
principal,>,<,3,3,1.0
2,xd,>,3,3,1.0
carta,>,<,3,3,1.0
atrás,>,<,3,3,1.0
estoy,empezando,a,3,3,1.0
ya,estoy,empezando,3,33,0.09090909090909091
2/3,>,<,3,3,1.0
pos,si,>,3,8,0.375
a,pasar,>,3,11,0.2727272727272727
<,me,quede,3,248,0.012096774193548387
voy,llegando,a,3,5,0.6
metro,>,<,3,3,1.0
a,chingar,a,3,3,1.0
la,raza,>,3,3,1.0
una,carta,>,3,6,0.5
>,<,salio,3,12341,0.0002430921319179969
raza,>,<,3,3,1.0
<,ya,sabes,3,583,0.005145797598627788
>,<,entro,3,12341,0.0002430921319179969
en,discord,?,3,16,0.1875
a,este,ricardo,3,11,0.2727272727272727
y,como,te,3,32,0.09375
<,hasta,que,3,46,0.06521739130434782
que,se,va,3,79,0.0379746835443038
te,fue,?,3,6,0.5
he,>,<,3,3,1.0
<,me,muero,3,248,0.012096774193548387
en,este,caso,3,10,0.3
el,año,pasado,3,5,0.6
por,eso,es,3,57,0.05263157894736842
cambio,>,<,3,3,1.0
soy,ese,>,3,4,0.75
eso,",",>,3,3,1.0
<,hoy,van,3,75,0.04
<,soy,ese,3,22,0.13636363636363635
por,igual,>,3,3,1.0
<,uffff,men,3,14,0.21428571428571427
si,porfa,>,3,3,1.0
<,si,porfa,3,547,0.005484460694698354
y,que,la,3,56,0.05357142857142857
como,va,quedando,3,4,0.75
si,me,esta,3,116,0.02586206896551724
no,se,cual,3,206,0.014563106796116505
uffff,men,>,3,3,1.0
exterior,>,<,3,3,1.0
se,iba,a,3,4,0.75
y,que,no,3,56,0.05357142857142857
de,tema,>,3,4,0.75
a,moon,lord,3,3,1.0
>,<,lit,3,12341,0.0002430921319179969
<,top,10,3,8,0.375
de,mi,>,3,63,0.047619047619047616
apoyo,>,<,3,3,1.0
apesar,de,que,3,4,0.75
multi,>,<,3,3,1.0
<,ufffff,>,3,3,1.0
ufff,men,ufff,3,16,0.1875
ya,me,voy,3,122,0.02459016393442623
grupo,>,<,3,3,1.0
mi,grupo,>,3,6,0.5
odio,a,mi,3,3,1.0
ya,quiero,que,3,8,0.375
>,<,será,3,12341,0.0002430921319179969
no,me,siento,3,140,0.02142857142857143
que,mañana,>,3,9,0.3333333333333333
pq,a,mi,3,7,0.42857142857142855
a,simon,>,3,4,0.75
de,las,7,3,39,0.07692307692307693
<,mmm,no,3,15,0.2
>,<,todavía,3,12341,0.0002430921319179969
llevo,>,<,3,3,1.0
invite,>,<,3,3,1.0
te,invite,>,3,3,1.0
>,<,valio,3,12341,0.0002430921319179969
en,el,realm,3,180,0.016666666666666666
a,mi,tía,3,105,0.02857142857142857
corto,>,<,3,3,1.0
vamos,>,<,3,3,1.0
<,o,como,3,111,0.02702702702702703
>,<,técnicamente,3,12341,0.0002430921319179969
mi,abue,por,3,13,0.23076923076923078
<,chaale,>,3,6,0.5
y,si,le,3,79,0.0379746835443038
hijo,de,la,3,6,0.5
<,en,una,3,112,0.026785714285714284
sabia,>,<,3,3,1.0
por,eso,me,3,57,0.05263157894736842
me,da,miedo,3,15,0.2
<,si,si,3,547,0.005484460694698354
esa,es,la,3,6,0.5
va,a,llegar,3,117,0.02564102564102564
<,el,poder,3,182,0.016483516483516484
<,sale,te,3,24,0.125
el,poder,del,3,6,0.5
<,lo,logre,3,107,0.028037383177570093
._.xd,>,<,3,3,1.0
2,?,>,3,3,1.0
yo,ando,en,3,5,0.6
ver,que,pedo,3,17,0.17647058823529413
sacarlo,>,<,3,3,1.0
chaale,>,<,3,3,1.0
pq,mi,mamá,3,5,0.6
de,lo,de,3,14,0.21428571428571427
no,me,da,3,140,0.02142857142857143
con,el,pollo,3,71,0.04225352112676056
al,de,web,3,6,0.5
8:30,>,<,3,3,1.0
emoción,>,<,3,3,1.0
<,el,del,3,182,0.016483516483516484
manejar,>,<,3,3,1.0
toy,bien,perro,3,3,1.0
que,me,siento,3,189,0.015873015873015872
me,siento,pendejo,3,31,0.0967741935483871
<,toy,bien,3,8,0.375
llegué,a,mi,3,6,0.5
<,terraria,",",3,5,0.6
decirte,>,<,3,3,1.0
serio,>,<,3,3,1.0
no,le,entiendo,3,32,0.09375
te,enseño,a,3,3,1.0
comiendo,>,<,3,3,1.0
manos,le,van,3,3,1.0
<,yo,y,3,164,0.018292682926829267
quieres,jugar,bro,3,69,0.043478260869565216
me,quedo,con,3,23,0.13043478260869565
soy,un,pendejo,3,9,0.3333333333333333
ufffff,>,<,3,3,1.0
el,fin,de,3,3,1.0
<,ahhh,>,3,4,0.75
>,<,ufffff,3,12341,0.0002430921319179969
<,también,ya,3,42,0.07142857142857142
men,ufff,>,3,3,1.0
<,hoy,me,3,75,0.04
le,van,a,3,4,0.75
es,mio,>,3,5,0.6
en,cuenta,que,3,5,0.6
mio,>,<,3,3,1.0
para,lo,de,3,5,0.6
si,se,pasa,3,51,0.058823529411764705
se,pasa,>,3,4,0.75
camino,>,<,3,3,1.0
<,el,8,3,182,0.016483516483516484
<,como,>,3,103,0.02912621359223301
ni,madres,>,3,3,1.0
la,que,me,3,22,0.13636363636363635
grupos,>,<,3,3,1.0
se,arma,>,3,18,0.16666666666666666
van,a,faltar,3,35,0.08571428571428572
no,lo,tengo,3,40,0.075
a,las,4,3,69,0.043478260869565216
no,hay,pedo,3,29,0.10344827586206896
y,en,el,3,40,0.075
<,ya,después,3,583,0.005145797598627788
esta,buenisimo,>,3,3,1.0
ir,a,la,3,9,0.3333333333333333
canon,>,<,3,3,1.0
pude,>,<,3,3,1.0
<,me,prestas,3,248,0.012096774193548387
me,muero,de,3,5,0.6
<,eh,he,3,3,1.0
muero,de,hambre,3,3,1.0
anillo,>,<,3,3,1.0
<,ps,a,3,46,0.06521739130434782
>,<,hace,3,12341,0.0002430921319179969
<,hoy,no,3,75,0.04
coraje,>,<,3,3,1.0
>,<,aún,3,12341,0.0002430921319179969
4,años,>,3,5,0.6
volvieron,a,llamar,3,4,0.75
se,me,trabo,3,91,0.03296703296703297
con,mi,abue,3,35,0.08571428571428572
<,me,saco,3,248,0.012096774193548387
la,cuenta,>,3,9,0.3333333333333333
que,es,>,3,56,0.05357142857142857
lo,que,es,3,123,0.024390243902439025
el,codigo,de,3,6,0.5
que,tiene,que,3,7,0.42857142857142855
ok,xd,>,3,3,1.0
<,café,>,3,3,1.0
>,<,café,3,12341,0.0002430921319179969
<,me,ayudas,3,248,0.012096774193548387
<,la,princesa,3,85,0.03529411764705882
<,pues,a,3,72,0.041666666666666664
<,alv,>,3,5,0.6
mamadas,>,<,3,3,1.0
la,extraño,>,3,3,1.0
1,o,2,3,3,1.0
extraño,>,<,3,3,1.0
asi,se,ve,3,9,0.3333333333333333
y,como,el,3,32,0.09375
<,ahi,va,3,45,0.06666666666666667
chingona,>,<,3,3,1.0
....,>,<,3,3,1.0
no,me,aparece,3,140,0.02142857142857143
<,me,esta,3,248,0.012096774193548387
la,que,se,3,22,0.13636363636363635
<,asi,se,3,30,0.1
buen,punto,>,3,3,1.0
<,buen,punto,3,5,0.6
que,quiero,hacer,3,8,0.375
una,prueba,>,3,6,0.5
<,caele,al,3,9,0.3333333333333333
4110,>,<,3,3,1.0
va,a,dejar,3,117,0.02564102564102564
lo,que,paso,3,123,0.024390243902439025
siento,mal,>,3,4,0.75
que,hora,puedes,3,21,0.14285714285714285
ps,a,ver,3,5,0.6
del,que,me,3,4,0.75
a,alguien,que,3,6,0.5
<,me,estoy,3,248,0.012096774193548387
crees,que,si,3,18,0.16666666666666666
si,la,arme,3,23,0.13043478260869565
de,felicidad,>,3,3,1.0
lo,compro,>,3,6,0.5
mira,lo,que,3,3,1.0
