Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
a,ir,>,3,29,0.10344827586206896
<,apenas,me,3,20,0.15
cuernavaca,>,<,3,3,1.0
la,puta,madre,3,7,0.42857142857142855
ahora,si,que,3,28,0.10714285714285714
matar,a,la,3,11,0.2727272727272727
apenas,>,<,3,3,1.0
<,hoy,si,3,75,0.04
va,a,volver,3,117,0.02564102564102564
ni,pedo,>,3,14,0.21428571428571427
la,teoría,de,3,7,0.42857142857142855
>,<,sus,3,12341,0.0002430921319179969
me,pongo,a,3,8,0.375
<,ando,muy,3,41,0.07317073170731707
conmigo,>,<,3,3,1.0
<,nadamas,que,3,13,0.23076923076923078
<,pero,siempre,3,345,0.008695652173913044
base,de,datos,3,4,0.75
>,<,vavavavava,3,12341,0.0002430921319179969
<,vavavavava,>,3,3,1.0
vavavavava,>,<,3,3,1.0
<,yo,le,3,164,0.018292682926829267
mañana,vamos,a,3,3,1.0
uff,bro,>,3,3,1.0
y,voy,a,3,4,0.75
<,uff,bro,3,25,0.12
felicidad,>,<,3,3,1.0
items,>,<,3,3,1.0
ufffas,>,<,3,3,1.0
<,ok,xd,3,174,0.017241379310344827
>,<,plox,3,12341,0.0002430921319179969
<,plox,>,3,3,1.0
en,batiz,>,3,7,0.42857142857142855
pero,no,hay,3,50,0.06
telmex,>,<,3,3,1.0
journey,>,<,3,3,1.0
en,su,madre,3,23,0.13043478260869565
<,nadamás,que,3,7,0.42857142857142855
<,se,puede,3,104,0.028846153846153848
<,nice,nice,3,7,0.42857142857142855
nice,nice,>,3,3,1.0
<,este,es,3,16,0.1875
en,vez,de,3,3,1.0
<,pero,gracias,3,345,0.008695652173913044
kong,>,<,3,3,1.0
ya,hasta,me,3,10,0.3
su,madre,a,3,24,0.125
mi,anillo,>,3,4,0.75
el,novio,de,3,6,0.5
dijo,>,<,3,3,1.0
>,<,noooi,3,12341,0.0002430921319179969
saes,>,<,3,3,1.0
>,<,mucho,3,12341,0.0002430921319179969
que,tal,me,3,53,0.05660377358490566
evento,>,<,3,3,1.0
nada,",",>,3,3,1.0
el,god,of,3,5,0.6
no,sé,si,3,10,0.3
se,ve,muy,3,61,0.04918032786885246
pero,se,ve,3,14,0.21428571428571427
y,no,creo,3,83,0.03614457831325301
oye,oye,>,3,3,1.0
<,oye,oye,3,74,0.04054054054054054
<,bueno,gracias,3,115,0.02608695652173913
se,me,está,3,91,0.03296703296703297
emputado,>,<,3,3,1.0
bien,emputado,>,3,3,1.0
de,mi,abuela,3,63,0.047619047619047616
puto,si,me,3,5,0.6
bajo,>,<,3,3,1.0
denada,>,<,3,3,1.0
no,es,de,3,25,0.12
<,solo,se,3,57,0.05263157894736842
voy,a,dar,3,214,0.014018691588785047
operagx,>,<,3,3,1.0
y,se,acabó,3,45,0.06666666666666667
<,ahorita,los,3,97,0.030927835051546393
queria,prender,>,3,4,0.75
me,dijo,>,3,26,0.11538461538461539
de,hambre,>,3,4,0.75
apenas,voy,a,3,6,0.5
eh,he,>,3,3,1.0
voy,a,decir,3,214,0.014018691588785047
>,<,eh,3,12341,0.0002430921319179969
hacer,las,pases,3,6,0.5
💀,💀,>,3,6,0.5
>,<,posiblemente,3,12341,0.0002430921319179969
<,y,apenas,3,991,0.0030272452068617556
💀,💀,💀,3,6,0.5
cuenta,en,el,3,3,1.0
chingar,a,su,3,4,0.75
me,voy,hacer,3,36,0.08333333333333333
en,la,historia,3,111,0.02702702702702703
ver,que,tal,3,17,0.17647058823529413
de,youtube,>,3,4,0.75
a,subir,a,3,5,0.6
el,11,>,3,3,1.0
buenas,>,<,3,3,1.0
del,hombre,morado,3,3,1.0
>,<,hacemos,3,12341,0.0002430921319179969
triste,>,<,3,3,1.0
gracias,por,el,3,7,0.42857142857142855
me,dijo,un,3,26,0.11538461538461539
el,jueves,>,3,11,0.2727272727272727
teoria,>,<,3,3,1.0
pero,>,<,3,3,1.0
<,pero,>,3,345,0.008695652173913044
las,3,>,3,7,0.42857142857142855
>,<,hola,3,12341,0.0002430921319179969
andamos,>,<,3,3,1.0
epico,>,<,3,3,1.0
unas,>,<,3,3,1.0
nos,dijo,que,3,4,0.75
le,vamos,a,3,3,1.0
>,<,wee,3,12341,0.0002430921319179969
que,me,dio,3,189,0.015873015873015872
para,que,se,3,56,0.05357142857142857
<,ahorita,>,3,97,0.030927835051546393
<,ahorita,prendo,3,97,0.030927835051546393
<,como,lo,3,103,0.02912621359223301
por,cierto,>,3,5,0.6
<,suerte,>,3,12,0.25
damelo,>,<,3,3,1.0
<,hoy,puedes,3,75,0.04
morir,>,<,3,3,1.0
<,pero,un,3,345,0.008695652173913044
el,visto,bueno,3,3,1.0
personal,>,<,3,3,1.0
<,denada,>,3,4,0.75
carga,>,<,3,3,1.0
ahi,me,avisas,3,9,0.3333333333333333
pero,no,lo,3,50,0.06
>,<,velo,3,12341,0.0002430921319179969
🙏,>,<,3,3,1.0
negro,>,<,3,3,1.0
nos,vemos,mañana,3,3,1.0
no,me,gusto,3,140,0.02142857142857143
que,no,la,3,132,0.022727272727272728
<,me,costo,3,248,0.012096774193548387
viendo,>,<,3,3,1.0
va,gracias,>,3,5,0.6
<,apoco,si,3,11,0.2727272727272727
bueno,?,>,3,3,1.0
alerta,>,<,3,3,1.0
<,chale,si,3,40,0.075
a,la,hora,3,112,0.026785714285714284
<,solo,dire,3,57,0.05263157894736842
la,hora,que,3,6,0.5
se,cancela,>,3,7,0.42857142857142855
prestas,tu,calculadora,3,3,1.0
me,prestas,tu,3,4,0.75
y,aun,no,3,4,0.75
<,y,dice,3,991,0.0030272452068617556
<,aaaaaaa,>,3,3,1.0
vergo,>,<,3,3,1.0
un,vergo,>,3,11,0.2727272727272727
en,una,clase,3,26,0.11538461538461539
<,pq,ahorita,3,208,0.014423076923076924
mi,mamá,esta,3,87,0.034482758620689655
<,bueno,es,3,115,0.02608695652173913
vas,a,hacer,3,47,0.06382978723404255
ya,me,harte,3,122,0.02459016393442623
durmiendo,xd,>,3,3,1.0
discord,xd,>,3,3,1.0
el,fall,guys,3,3,1.0
voy,a,llegar,3,214,0.014018691588785047
pongo,>,<,3,3,1.0
>,<,esos,3,12341,0.0002430921319179969
funa,>,<,3,3,1.0
<,y,sabes,3,991,0.0030272452068617556
>,<,dern965,3,12341,0.0002430921319179969
se,ve,mas,3,61,0.04918032786885246
<,dern965,>,3,3,1.0
el,pedo,>,3,14,0.21428571428571427
juego,xd,>,3,3,1.0
bien,perro,cansado,3,7,0.42857142857142855
perro,cansado,>,3,3,1.0
la,1,me,3,11,0.2727272727272727
<,voy,despertando,3,72,0.041666666666666664
pero,el,chiste,3,9,0.3333333333333333
<,esperemos,y,3,5,0.6
horas,?,>,3,3,1.0
<,sirve,que,3,3,1.0
<,el,punto,3,182,0.016483516483516484
tome,>,<,3,3,1.0
que,tome,>,3,3,1.0
te,lo,muestro,3,14,0.21428571428571427
<,ahi,te,3,45,0.06666666666666667
muestro,>,<,3,3,1.0
<,o,mejor,3,111,0.02702702702702703
>,<,sirve,3,12341,0.0002430921319179969
el,siguiente,año,3,6,0.5
ya,todo,bien,3,5,0.6
que,aun,no,3,6,0.5
el,tema,de,3,5,0.6
el,nombre,de,3,5,0.6
piedra,>,<,3,3,1.0
si,lo,hice,3,38,0.07894736842105263
de,hecho,>,3,25,0.12
no,he,visto,3,13,0.23076923076923078
de,3,a,3,6,0.5
<,soy,un,3,22,0.13636363636363635
de,batiz,>,3,4,0.75
me,quede,dormido,3,11,0.2727272727272727
alastor,>,<,3,3,1.0
<,deja,checo,3,38,0.07894736842105263
la,película,de,3,5,0.6
<,también,en,3,42,0.07142857142857142
y,pues,como,3,42,0.07142857142857142
<,si,que,3,547,0.005484460694698354
bien,chido,>,3,5,0.6
duda,>,<,3,3,1.0
ball,>,<,3,3,1.0
por,pura,casualidad,3,3,1.0
<,por,pura,3,83,0.03614457831325301
siento,que,no,3,21,0.14285714285714285
voy,a,la,3,214,0.014018691588785047
<,o,mañana,3,111,0.02702702702702703
>,<,nota,3,12341,0.0002430921319179969
apenas,me,va,3,9,0.3333333333333333
<,mi,tio,3,48,0.0625
bro,no,te,3,4,0.75
<,:,00,3,36,0.08333333333333333
se,arma,algo,3,18,0.16666666666666666
arma,algo,?,3,3,1.0
mouse,>,<,3,3,1.0
no,te,apures,3,89,0.033707865168539325
<,oye,como,3,74,0.04054054054054054
evil,>,<,3,3,1.0
resident,evil,>,3,6,0.5
<,oye,que,3,74,0.04054054054054054
la,peli,de,3,7,0.42857142857142855
ps4,>,<,3,3,1.0
halloween,>,<,3,3,1.0
asi,",",>,3,3,1.0
teléfono,>,<,3,3,1.0
el,que,mas,3,22,0.13636363636363635
si,al,rato,3,4,0.75
<,no,ya,3,416,0.007211538461538462
<,ahorita,estoy,3,97,0.030927835051546393
en,epic,>,3,3,1.0
un,video,de,3,5,0.6
sonido,>,<,3,3,1.0
año,xd,>,3,3,1.0
6,meses,>,3,3,1.0
epic,>,<,3,3,1.0
novio,",",>,3,3,1.0
>,<,nah,3,12341,0.0002430921319179969
es,que,lo,3,183,0.01639344262295082
mas,que,nada,3,13,0.23076923076923078
la,lira,>,3,3,1.0
lira,>,<,3,3,1.0
a,ser,en,3,32,0.09375
y,asi,",",3,17,0.17647058823529413
armando,>,<,3,3,1.0
tengo,que,practicar,3,24,0.125
>,<,noooo,3,12341,0.0002430921319179969
<,deja,le,3,38,0.07894736842105263
<,wey,>,3,3,1.0
avance,>,<,3,3,1.0
>,<,mala,3,12341,0.0002430921319179969
>,<,mmmmm,3,12341,0.0002430921319179969
lo,de,las,3,70,0.04285714285714286
distraerme,>,<,3,3,1.0
de,pantalla,>,3,5,0.6
captura,de,pantalla,3,3,1.0
<,salaverga,>,3,5,0.6
salaverga,>,<,3,3,1.0
<,entonces,si,3,35,0.08571428571428572
voy,a,salir,3,214,0.014018691588785047
<,o,>,3,111,0.02702702702702703
o,>,<,3,3,1.0
integral,>,<,3,3,1.0
no,me,queda,3,140,0.02142857142857143
>,<,puta,3,12341,0.0002430921319179969
queda,>,<,3,3,1.0
<,pq,ese,3,208,0.014423076923076924
puede,>,<,3,3,1.0
se,puede,>,3,10,0.3
el,capitulo,2,3,6,0.5
capitulo,2,>,3,3,1.0
<,o,en,3,111,0.02702702702702703
<,ahorita,le,3,97,0.030927835051546393
>,<,nose,3,12341,0.0002430921319179969
y,asi,se,3,17,0.17647058823529413
<,ojala,>,3,5,0.6
que,tal,la,3,53,0.05660377358490566
>,<,talvez,3,12341,0.0002430921319179969
>,<,vavavav,3,12341,0.0002430921319179969
beca,>,<,3,3,1.0
que,hay,un,3,14,0.21428571428571427
titulo,>,<,3,3,1.0
<,tas,libre,3,20,0.15
microsoft,>,<,3,3,1.0
<,:,0000,3,36,0.08333333333333333
si,no,lo,3,89,0.033707865168539325
<,ya,el,3,583,0.005145797598627788
dar,>,<,3,3,1.0
de,integral,>,3,3,1.0
a,dar,>,3,14,0.21428571428571427
que,si,te,3,119,0.025210084033613446
weeeee,>,<,3,3,1.0
<,simon,",",3,184,0.016304347826086956
simon,",",>,3,3,1.0
javier,>,<,3,3,1.0
pero,estuvo,bien,3,3,1.0
pero,no,quiero,3,50,0.06
vas,a,ver,3,47,0.06382978723404255
<,y,prendo,3,991,0.0030272452068617556
voy,a,pedir,3,214,0.014018691588785047
una,serie,de,3,7,0.42857142857142855
>,<,wey,3,12341,0.0002430921319179969
ya,voy,contra,3,41,0.07317073170731707
tal,vez,sea,3,12,0.25
<,entonces,quieres,3,35,0.08571428571428572
hablar,?,>,3,3,1.0
entonces,quieres,jugar,3,3,1.0
<,nostoy,listo,3,3,1.0
>,<,nostoy,3,12341,0.0002430921319179969
<,sera,mañana,3,11,0.2727272727272727
en,la,escom,3,111,0.02702702702702703
prendo,un,rato,3,5,0.6
mi,mamá,",",3,87,0.034482758620689655
<,a,partir,3,264,0.011363636363636364
<,ya,en,3,583,0.005145797598627788
no,me,ha,3,140,0.02142857142857143
por,eso,se,3,57,0.05263157894736842
la,de,la,3,48,0.0625
en,mi,caso,3,43,0.06976744186046512
cual,es,el,3,12,0.25
un,vergo,de,3,11,0.2727272727272727
y,lo,que,3,43,0.06976744186046512
es,el,problema,3,66,0.045454545454545456
>,<,tenemos,3,12341,0.0002430921319179969
<,tons,si,3,46,0.06521739130434782
entendible,>,<,3,3,1.0
caele,a,café,3,5,0.6
ojala,>,<,3,3,1.0
company,>,<,3,3,1.0
<,pq,estoy,3,208,0.014423076923076924
<,pero,igual,3,345,0.008695652173913044
a,ps,si,3,16,0.1875
<,cabe,aclarar,3,4,0.75
cabe,aclarar,que,3,3,1.0
ni,te,conté,3,6,0.5
araña,>,<,3,3,1.0
>,<,seria,3,12341,0.0002430921319179969
el,phasmo,>,3,6,0.5
que,digamos,>,3,4,0.75
si,prendo,?,3,18,0.16666666666666666
mañana,a,las,3,7,0.42857142857142855
lethal,company,>,3,4,0.75
a,café,>,3,3,1.0
cual,>,<,3,3,1.0
el,saints,row,3,3,1.0
<,we,we,3,48,0.0625
we,we,>,3,6,0.5
<,llego,la,3,3,1.0
>,<,llego,3,12341,0.0002430921319179969
ver,si,con,3,44,0.06818181818181818
es,?,>,3,3,1.0
le,puse,el,3,21,0.14285714285714285
mi,lap,viejita,3,12,0.25
la,partida,>,3,4,0.75
mision,>,<,3,3,1.0
<,namas,me,3,24,0.125
<,es,en,3,225,0.013333333333333334
ghost,of,tsushima,3,3,1.0
<,aaaaaaaaaa,>,3,3,1.0
>,<,aaaaaaaaaa,3,12341,0.0002430921319179969
el,examen,de,3,13,0.23076923076923078
ahora,no,>,3,8,0.375
jugar,algo,men,3,18,0.16666666666666666
<,no,he,3,416,0.007211538461538462
vergas,>,<,3,3,1.0
paro,>,<,3,3,1.0
es,spoiler,>,3,3,1.0
zona,>,<,3,3,1.0
no,como,crees,3,5,0.6
pelea,",",>,3,3,1.0
y,ves,que,3,3,1.0
me,quedo,>,3,23,0.13043478260869565
<,no,como,3,416,0.007211538461538462
me,gusta,mas,3,15,0.2
terraria,xd,>,3,3,1.0
<,felicidades,bro,3,7,0.42857142857142855
felicidades,bro,>,3,3,1.0
>,<,esas,3,12341,0.0002430921319179969
el,señor,de,3,3,1.0
>,<,ellos,3,12341,0.0002430921319179969
investigar,>,<,3,3,1.0
canción,de,las,3,4,0.75
<,voy,por,3,72,0.041666666666666664
<,como,te,3,103,0.02912621359223301
por,eso,lo,3,57,0.05263157894736842
lo,grabo,>,3,5,0.6
<,simon,simón,3,184,0.016304347826086956
simon,simón,>,3,3,1.0
de,un,personaje,3,27,0.1111111111111111
los,de,mi,3,17,0.17647058823529413
un,personaje,>,3,8,0.375
<,me,quiero,3,248,0.012096774193548387
muerte,>,<,3,3,1.0
bedrock,>,<,3,3,1.0
<,tu,me,3,29,0.10344827586206896
y,eso,?,3,29,0.10344827586206896
eso,?,>,3,3,1.0
junio,>,<,3,3,1.0
si,me,duele,3,116,0.02586206896551724
<,el,viernes,3,182,0.016483516483516484
el,anime,de,3,3,1.0
mario,>,<,3,3,1.0
la,tienda,de,3,3,1.0
la,armadura,de,3,6,0.5
que,es,un,3,56,0.05357142857142857
culo,>,<,3,3,1.0
jaja,>,<,3,3,1.0
lo,que,termino,3,123,0.024390243902439025
octubre,>,<,3,3,1.0
y,ya,quedo,3,133,0.022556390977443608
paso,xd,>,3,3,1.0
la,historia,de,3,26,0.11538461538461539
ello,>,<,3,3,1.0
>,<,ayudame,3,12341,0.0002430921319179969
de,facebook,>,3,5,0.6
ya,quedo,la,3,24,0.125
a,mimir,>,3,3,1.0
ine,>,<,3,3,1.0
cosas,",",>,3,3,1.0
mi,familia,>,3,3,1.0
se,me,apagó,3,91,0.03296703296703297
online,>,<,3,3,1.0
>,<,odio,3,12341,0.0002430921319179969
no,me,deja,3,140,0.02142857142857143
>,<,aaaaaaa,3,12341,0.0002430921319179969
mi,mamá,a,3,87,0.034482758620689655
<,2,>,3,15,0.2
solo,>,<,3,3,1.0
<,ya,llego,3,583,0.005145797598627788
a,los,que,3,40,0.075
>,<,andaba,3,12341,0.0002430921319179969
<,pero,eso,3,345,0.008695652173913044
>,<,ayudaaaa,3,12341,0.0002430921319179969
jugable,>,<,3,3,1.0
veas,>,<,3,3,1.0
<,ya,hice,3,583,0.005145797598627788
como,que,ya,3,28,0.10714285714285714
ya,veo,>,3,5,0.6
<,y,adivina,3,991,0.0030272452068617556
abrazo,>,<,3,3,1.0
tengo,ganas,de,3,5,0.6
poder,>,<,3,3,1.0
máximo,>,<,3,3,1.0
la,técnica,milenaria,3,3,1.0
<,pq,mi,3,208,0.014423076923076924
técnica,milenaria,de,3,3,1.0
milenaria,de,los,3,3,1.0
de,los,joestar,3,64,0.046875
<,ahora,que,3,71,0.04225352112676056
30,>,<,3,3,1.0
llegar,a,las,3,9,0.3333333333333333
lleva,la,verga,3,8,0.375
a,la,verga,3,112,0.026785714285714284
<,uffas,bro,3,19,0.15789473684210525
ver,la,peli,3,8,0.375
bonito,>,<,3,3,1.0
de,>,<,3,3,1.0
una,pregunta,>,3,3,1.0
fallar,>,<,3,3,1.0
enojada,>,<,3,3,1.0
enoje,>,<,3,3,1.0
me,enoje,>,3,4,0.75
la,primera,>,3,16,0.1875
primera,>,<,3,3,1.0
esperame,>,<,3,3,1.0
a,la,beta,3,112,0.026785714285714284
que,me,quiere,3,189,0.015873015873015872
la,beta,del,3,9,0.3333333333333333
de,una,vez,3,16,0.1875
don't,starve,>,3,4,0.75
ya,nos,fuimos,3,3,1.0
starve,>,<,3,3,1.0
y,tambien,me,3,6,0.5
y,pq,no,3,6,0.5
servidor,de,discord,3,6,0.5
como,si,nada,3,10,0.3
un,poco,mejor,3,47,0.06382978723404255
poco,mejor,>,3,3,1.0
<,esto,es,3,14,0.21428571428571427
por,lo,que,3,18,0.16666666666666666
si,la,verdad,3,23,0.13043478260869565
por,las,10,3,17,0.17647058823529413
reinicie,>,<,3,3,1.0
pero,si,me,3,45,0.06666666666666667
duele,la,cabeza,3,3,1.0
<,yo,me,3,164,0.018292682926829267
ojoo,>,<,3,3,1.0
<,ojoo,>,3,3,1.0
>,<,ojoo,3,12341,0.0002430921319179969
aseprite,>,<,3,3,1.0
<,el,primero,3,182,0.016483516483516484
<,pues,en,3,72,0.041666666666666664
van,a,poner,3,35,0.08571428571428572
si,es,una,3,24,0.125
problema,es,que,3,3,1.0
me,duele,la,3,12,0.25
si,no,le,3,89,0.033707865168539325
y,la,otra,3,39,0.07692307692307693
que,ando,en,3,16,0.1875
estoy,bien,hypeado,3,13,0.23076923076923078
er,/,eer,3,3,1.0
los,juegos,>,3,10,0.3
<,aunque,ya,3,29,0.10344827586206896
estres,>,<,3,3,1.0
diagrama,er,/,3,3,1.0
<,como,a,3,103,0.02912621359223301
segunda,temporada,>,3,5,0.6
donde,>,<,3,3,1.0
es,que,mira,3,183,0.01639344262295082
y,que,es,3,56,0.05357142857142857
de,nuevo,xd,3,22,0.13636363636363635
>,<,ten,3,12341,0.0002430921319179969
datos,>,<,3,3,1.0
pq,si,no,3,20,0.15
si,ya,no,3,38,0.07894736842105263
rapido,>,<,3,3,1.0
<,y,aqui,3,991,0.0030272452068617556
lo,ves,>,3,3,1.0
ya,no,te,3,59,0.05084745762711865
lo,mejor,si,3,30,0.1
nuevo,xd,>,3,3,1.0
no,le,he,3,32,0.09375
<,para,eso,3,68,0.04411764705882353
we,we,we,3,6,0.5
mano,>,<,3,3,1.0
<,ya,llegó,3,583,0.005145797598627788
<,me,harias,3,248,0.012096774193548387
ver,que,me,3,17,0.17647058823529413
<,un,buen,3,31,0.0967741935483871
a,un,wey,3,39,0.07692307692307693
>,<,vehiculoid,3,12341,0.0002430921319179969
nervios,>,<,3,3,1.0
en,la,de,3,111,0.02702702702702703
>,<,men,3,12341,0.0002430921319179969
<,ni,siquiera,3,47,0.06382978723404255
si,me,siento,3,116,0.02586206896551724
que,jugar,xd,3,3,1.0
mamastrosa,>,<,3,3,1.0
que,tal,va,3,53,0.05660377358490566
<,yo,quiero,3,164,0.018292682926829267
soporte,>,<,3,3,1.0
pm,>,<,3,3,1.0
yo,no,he,3,12,0.25
pq,aun,no,3,3,1.0
jugar,xd,>,3,3,1.0
ese,wey,>,3,4,0.75
espacio,>,<,3,3,1.0
me,gusto,como,3,23,0.13043478260869565
<,hoy,llega,3,75,0.04
de,voz,>,3,3,1.0
parece,>,<,3,3,1.0
<,uno,de,3,11,0.2727272727272727
porque,se,me,3,9,0.3333333333333333
a,las,10,3,69,0.043478260869565216
llegó,>,<,3,3,1.0
venta,>,<,3,3,1.0
<,dile,a,3,9,0.3333333333333333
me,harias,un,3,4,0.75
<,si,algo,3,547,0.005484460694698354
>,<,topas,3,12341,0.0002430921319179969
ando,medio,dormido,3,5,0.6
lo,puse,en,3,5,0.6
ahorita,a,las,3,3,1.0
enojado,>,<,3,3,1.0
<,tons,quieres,3,46,0.06521739130434782
y,va,a,3,4,0.75
va,a,valer,3,117,0.02564102564102564
tuve,que,ir,3,7,0.42857142857142855
>,<,tuve,3,12341,0.0002430921319179969
a,tu,madre,3,8,0.375
mi,mamá,se,3,87,0.034482758620689655
la,clase,>,3,5,0.6
y,me,lo,3,83,0.03614457831325301
<,ya,nada,3,583,0.005145797598627788
probar,>,<,3,3,1.0
en,el,obs,3,180,0.016666666666666666
<,ok,va,3,174,0.017241379310344827
legendary,finish,>,3,3,1.0
creo,que,voy,3,116,0.02586206896551724
<,que,bueno,3,226,0.01327433628318584
finish,>,<,3,3,1.0
juas,juas,juas,3,9,0.3333333333333333
>,<,estan,3,12341,0.0002430921319179969
goty,>,<,3,3,1.0
>,<,sacame,3,12341,0.0002430921319179969
>,<,mucha,3,12341,0.0002430921319179969
<,mucha,suerte,3,3,1.0
el,mensaje,xd,3,8,0.375
<,o,un,3,111,0.02702702702702703
tons,quieres,jugar,3,3,1.0
>,<,dije,3,12341,0.0002430921319179969
hacer,?,>,3,3,1.0
salga,>,<,3,3,1.0
no,se,a,3,206,0.014563106796116505
va,fluido,>,3,3,1.0
influenza,>,<,3,3,1.0
que,mas,me,3,7,0.42857142857142855
fuente,para,los,3,3,1.0
ese,legendary,finish,3,3,1.0
peleando,>,<,3,3,1.0
que,me,dieron,3,189,0.015873015873015872
pero,que,si,3,17,0.17647058823529413
codigos,fuente,para,3,3,1.0
si,prendo,>,3,18,0.16666666666666666
en,el,halo,3,180,0.016666666666666666
<,apoco,>,3,11,0.2727272727272727
apoco,>,<,3,3,1.0
<,hoy,en,3,75,0.04
no,mames,>,3,6,0.5
<,por,ahi,3,83,0.03614457831325301
tengo,internet,>,3,6,0.5
a,tiempo,>,3,3,1.0
<,uff,ya,3,25,0.12
ya,no,creo,3,59,0.05084745762711865
humillada,>,<,3,3,1.0
y,te,digo,3,24,0.125
f2p,>,<,3,3,1.0
a,probar,>,3,13,0.23076923076923078
mensaje,xd,>,3,3,1.0
>,<,vrga,3,12341,0.0002430921319179969
se,esta,enviando,3,9,0.3333333333333333
>,<,vente,3,12341,0.0002430921319179969
despues,de,que,3,14,0.21428571428571427
pero,si,ya,3,45,0.06666666666666667
sin,p2,>,3,3,1.0
me,ayudas,a,3,8,0.375
mapa,>,<,3,3,1.0
contexto,>,<,3,3,1.0
facil,>,<,3,3,1.0
p2,>,<,3,3,1.0
>,<,dime,3,12341,0.0002430921319179969
el,futuro,>,3,3,1.0
me,vas,a,3,4,0.75
<,resulta,que,3,3,1.0
<,me,refiero,3,248,0.012096774193548387
captura,>,<,3,3,1.0
dern,>,<,3,3,1.0
<,ahora,sí,3,71,0.04225352112676056
a,un,personaje,3,39,0.07692307692307693
de,la,verga,3,155,0.01935483870967742
<,la,del,3,85,0.03529411764705882
refiero,a,que,3,4,0.75
>,<,resulta,3,12341,0.0002430921319179969
de,la,casa,3,155,0.01935483870967742
<,se,esta,3,104,0.028846153846153848
aca,>,<,3,3,1.0
ver,como,me,3,5,0.6
si,me,hizo,3,116,0.02586206896551724
ya,tengo,un,3,31,0.0967741935483871
mamá,y,mi,3,9,0.3333333333333333
en,dado,caso,3,3,1.0
afiliado,>,<,3,3,1.0
<,tu,que,3,29,0.10344827586206896
en,su,momento,3,23,0.13043478260869565
5,o,6,3,5,0.6
se,viene,>,3,14,0.21428571428571427
ver,si,se,3,44,0.06818181818181818
libre,?,>,3,3,1.0
al,muro,carnoso,3,4,0.75
de,pesca,>,3,3,1.0
los,ojos,>,3,4,0.75
ojos,>,<,3,3,1.0
esperando,a,que,3,3,1.0
a,las,3,3,69,0.043478260869565216
whatsapp,>,<,3,3,1.0
a,las,9,3,69,0.043478260869565216
<,pero,va,3,345,0.008695652173913044
<,y,pa,3,991,0.0030272452068617556
>,<,c,3,12341,0.0002430921319179969
suerte,bro,>,3,3,1.0
<,y,tu,3,991,0.0030272452068617556
<,suerte,bro,3,12,0.25
la,del,tetanos,3,11,0.2727272727272727
<,ps,en,3,46,0.06521739130434782
>,<,dern,3,12341,0.0002430921319179969
ahorita,te,mando,3,18,0.16666666666666666
con,mi,hermano,3,35,0.08571428571428572
tampoco,>,<,3,3,1.0
<,aaaaa,>,3,8,0.375
de,7,días,3,7,0.42857142857142855
que,se,viene,3,79,0.0379746835443038
<,nomas,>,3,11,0.2727272727272727
me,pasa,>,3,8,0.375
en,el,tiempo,3,180,0.016666666666666666
estoy,en,el,3,19,0.15789473684210525
<,y,las,3,991,0.0030272452068617556
a,stremear,>,3,5,0.6
un,poco,el,3,47,0.06382978723404255
así,>,<,3,3,1.0
me,va,hacer,3,30,0.1
funan,>,<,3,3,1.0
gb,>,<,3,3,1.0
que,por,las,3,7,0.42857142857142855
se,ve,el,3,61,0.04918032786885246
buenavista,>,<,3,3,1.0
strim,>,<,3,3,1.0
que,procede,>,3,4,0.75
pare,>,<,3,3,1.0
procede,>,<,3,3,1.0
<,ya,pusieron,3,583,0.005145797598627788
<,de,todas,3,93,0.03225806451612903
navidad,bro,>,3,3,1.0
me,empute,>,3,6,0.5
pero,creo,que,3,4,0.75
lo,paso,>,3,7,0.42857142857142855
es,que,nmms,3,183,0.01639344262295082
lineal,>,<,3,3,1.0
va,te,caigo,3,7,0.42857142857142855
hago,?,>,3,3,1.0
tiro,>,<,3,3,1.0
<,ando,bien,3,41,0.07317073170731707
>,<,medio,3,12341,0.0002430921319179969
vacuna,>,<,3,3,1.0
>,<,xdddddddddd,3,12341,0.0002430921319179969
la,vacuna,>,3,4,0.75
es,porque,me,3,6,0.5
>,<,jajajajajaja,3,12341,0.0002430921319179969
<,pero,creo,3,345,0.008695652173913044
<,feliz,año,3,15,0.2
las,cosas,>,3,6,0.5
en,stream,>,3,3,1.0
<,jajajajajaja,>,3,3,1.0
se,fue,>,3,8,0.375
7,días,>,3,5,0.6
<,al,igual,3,51,0.058823529411764705
empute,>,<,3,3,1.0
y,prendo,>,3,8,0.375
>,<,igualmente,3,12341,0.0002430921319179969
creo,que,por,3,116,0.02586206896551724
digo,que,es,3,28,0.10714285714285714
lo,mismo,que,3,12,0.25
viene,goty,para,3,4,0.75
<,como,me,3,103,0.02912621359223301
>,<,tanto,3,12341,0.0002430921319179969
tons,hoy,a,3,9,0.3333333333333333
siono,>,<,3,3,1.0
>,<,aaaaaaaaaaaaa,3,12341,0.0002430921319179969
<,pero,luego,3,345,0.008695652173913044
gana,>,<,3,3,1.0
en,la,tarde,3,111,0.02702702702702703
<,xdddddddddd,>,3,3,1.0
entrar,>,<,3,3,1.0
<,ojo,>,3,8,0.375
solo,se,que,3,7,0.42857142857142855
cuenta,xd,>,3,3,1.0
tarde,>,<,3,3,1.0
<,aaaaaaaaaaaaa,>,3,3,1.0
horita,y,ya,3,4,0.75
puedo,>,<,3,3,1.0
<,ves,que,3,7,0.42857142857142855
