Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
estudiar,para,1,4,0.25
para,otro,1,11,0.09090909090909091
otro,examen,1,2,0.5
examen,q,1,8,0.125
tengo,mañana,1,24,0.041666666666666664
la,he,1,74,0.013513513513513514
probado,muy,1,2,0.5
muy,ekis,1,13,0.07692307692307693
no,jajajajajj,1,152,0.006578947368421052
jajajajajj,kiasco,1,2,0.5
kiasco,menseñas,1,1,1.0
menseñas,jajajaj,1,1,1.0
jajajaj,graciaaaas,1,51,0.0196078431372549
graciaaaas,eiii,1,1,1.0
eiii,cualll,1,4,0.25
cualll,no,1,1,1.0
probado,ni,1,2,0.5
la,buldak,1,74,0.013513513513513514
buldak,sip,1,1,1.0
me,los,1,81,0.012345679012345678
los,acabe,1,24,0.041666666666666664
acabe,este,1,2,0.5
este,si,1,5,0.2
si,jajajjaj,1,162,0.006172839506172839
jajajjaj,deja,1,3,0.3333333333333333
deja,estudio,1,6,0.16666666666666666
estudio,otro,1,1,1.0
otro,rato,1,2,0.5
rato,es,1,3,0.3333333333333333
es,a,1,67,0.014925373134328358
las,1030,1,17,0.058823529411764705
1030,a,1,1,1.0
ya,kedo,1,96,0.010416666666666666
kedo,el,1,2,0.5
examen,a,1,8,0.125
a,sii,1,81,0.012345679012345678
sii,es,1,18,0.05555555555555555
q,nunca,1,164,0.006097560975609756
nunca,habia,1,2,0.5
visto,q,1,5,0.2
q,dijeran,1,164,0.006097560975609756
dijeran,samyang,1,1,1.0
samyang,yo,1,1,1.0
yo,al,1,31,0.03225806451612903
al,ver,1,10,0.1
ver,mi,1,6,0.16666666666666666
mi,examen,1,27,0.037037037037037035
de,ayer,1,108,0.009259259259259259
ayer,y,1,4,0.25
hoy,si,1,8,0.125
ojala,eso,1,8,0.125
eso,crees,1,25,0.04
crees,tu,1,2,0.5
tu,hoy,1,16,0.0625
hoy,jugamo,1,8,0.125
jugamo,jajajaja,1,3,0.3333333333333333
jajajaja,va,1,14,0.07142857142857142
va,panas,1,18,0.05555555555555555
panas,si,1,1,1.0
ya,jajajja,1,96,0.010416666666666666
jajajja,no,1,6,0.16666666666666666
sueño,jajajajj,1,3,0.3333333333333333
jajajajj,patroclo,1,3,0.3333333333333333
patroclo,jajajaja,1,1,1.0
q,posser,1,164,0.006097560975609756
posser,como,1,1,1.0
como,no,1,20,0.05
te,enteraste,1,40,0.025
enteraste,desde,1,1,1.0
desde,antes,1,3,0.3333333333333333
antes,ya,1,2,0.5
se,me,1,56,0.017857142857142856
me,hizo,1,81,0.012345679012345678
hizo,claro,1,1,1.0
claro,y,1,10,0.1
y,como,1,56,0.017857142857142856
como,q,1,20,0.05
q,gllit,1,164,0.006097560975609756
gllit,mmm,1,1,1.0
mmm,no,1,5,0.2
no,lol,1,152,0.006578947368421052
q,noob,1,164,0.006097560975609756
noob,sacaaaaa,1,1,1.0
sacaaaaa,roblox,1,2,0.5
roblox,si,1,4,0.25
q,cuteee,1,164,0.006097560975609756
cuteee,estot,1,1,1.0
estot,haciendo,1,1,1.0
haciendo,padtel,1,3,0.3333333333333333
padtel,pastel,1,1,1.0
pastel,jajajajaj,1,1,1.0
jajajajaj,go,1,7,0.14285714285714285
go,jajaj,1,5,0.2
jajaj,x2,1,16,0.0625
x2,ulisesjuega17,1,13,0.07692307692307693
ulisesjuega17,esta,1,1,1.0
esta,feo,1,25,0.04
feo,o,1,4,0.25
sea,ese,1,8,0.125
ese,juego,1,4,0.25
juego,jajajaj,1,4,0.25
si,de,1,162,0.006172839506172839
de,eso,1,108,0.009259259259259259
eso,nomas,1,25,0.04
nomas,pones,1,11,0.09090909090909091
pones,a,1,2,0.5
a,tu,1,81,0.012345679012345678
tu,mono,1,16,0.0625
mono,a,1,2,0.5
a,bailar,1,81,0.012345679012345678
bailar,kpop,1,1,1.0
kpop,y,1,1,1.0
no,puedes,1,152,0.006578947368421052
puedes,hacer,1,5,0.2
hacer,nd,1,5,0.2
nd,mas,1,8,0.125
mas,eiii,1,12,0.08333333333333333
eiii,no,1,4,0.25
le,saben,1,18,0.05555555555555555
saben,la,1,1,1.0
otaku,jajajaj,1,3,0.3333333333333333
jajajaj,sip,1,51,0.0196078431372549
sip,ei,1,12,0.08333333333333333
ei,kedo,1,2,0.5
kedo,sp,1,2,0.5
sp,bn,1,3,0.3333333333333333
bn,vda,1,25,0.04
vda,siii,1,6,0.16666666666666666
siii,jajajjaj,1,36,0.027777777777777776
jajajjaj,los,1,3,0.3333333333333333
los,creditos,1,24,0.041666666666666664
creditos,jajaja,1,1,1.0
jajaja,tal,1,23,0.043478260869565216
vez,me,1,7,0.14285714285714285
me,kede,1,81,0.012345679012345678
kede,dormida,1,1,1.0
dormida,jajajaj,1,1,1.0
jajajaj,jajajqjqj,1,51,0.0196078431372549
jajajqjqj,siii,1,1,1.0
siii,buenos,1,36,0.027777777777777776
dias,que,1,4,0.25
que,jajajaj,1,38,0.02631578947368421
jajajaj,siii,1,51,0.0196078431372549
no,x,1,152,0.006578947368421052
x,favor,1,14,0.07142857142857142
favor,queee,1,2,0.5
queee,hay,1,1,1.0
q,comprobarlo,1,164,0.006097560975609756
comprobarlo,yo,1,1,1.0
si,ekis,1,162,0.006172839506172839
ekis,x2,1,3,0.3333333333333333
x2,sip,1,13,0.07692307692307693
sip,sabe,1,12,0.08333333333333333
sabe,sii,1,7,0.14285714285714285
donde,los,1,8,0.125
los,venden,1,24,0.041666666666666664
venden,o,1,3,0.3333333333333333
o,k,1,22,0.045454545454545456
k,ya,1,3,0.3333333333333333
kiero,hacer,1,7,0.14285714285714285
tarea,que,1,7,0.14285714285714285
que,que,1,38,0.02631578947368421
que,dijistes,1,38,0.02631578947368421
dijistes,aaaa,1,1,1.0
aaaa,hay,1,8,0.125
q,jugar,1,164,0.006097560975609756
jugar,lastima,1,5,0.2
q,debemos,1,164,0.006097560975609756
debemos,tener,1,1,1.0
tener,15,1,2,0.5
15,dias,1,1,1.0
dias,de,1,4,0.25
de,antiguedad,1,108,0.009259259259259259
antiguedad,en,1,1,1.0
roblo,yo,1,2,0.5
yo,mi,1,31,0.03225806451612903
mi,tareaaa,1,27,0.037037037037037035
tareaaa,esmuchaaaa,1,1,1.0
esmuchaaaa,siii,1,1,1.0
siii,0,1,36,0.027777777777777776
0,eso,1,3,0.3333333333333333
eso,es,1,25,0.04
vdd,grasias,1,14,0.07142857142857142
grasias,eso,1,13,0.07692307692307693
eso,hago,1,25,0.04
hago,si,1,2,0.5
si,voy,1,162,0.006172839506172839
a,comer,1,81,0.012345679012345678
comer,un,1,2,0.5
un,yogurt,1,29,0.034482758620689655
yogurt,orita,1,1,1.0
orita,kisiese,1,4,0.25
si,sea,1,162,0.006172839506172839
sea,prudente,1,8,0.125
prudente,voy,1,1,1.0
voy,no,1,7,0.14285714285714285
gustan,los,1,3,0.3333333333333333
los,lacteos,1,24,0.041666666666666664
lacteos,de,1,1,1.0
de,fresa,1,108,0.009259259259259259
fresa,bueno,1,1,1.0
bueno,orita,1,14,0.07142857142857142
orita,no,1,4,0.25
si,tenia,1,162,0.006172839506172839
tenia,mucho,1,3,0.3333333333333333
mucho,sueño,1,8,0.125
sueño,uu,1,3,0.3333333333333333
uu,que,1,6,0.16666666666666666
fue,mimi,1,9,0.1111111111111111
bn,y,1,25,0.04
y,no,1,56,0.017857142857142856
nd,avrlo,1,8,0.125
avrlo,si,1,1,1.0
me,convence,1,81,0.012345679012345678
convence,esta,1,1,1.0
muy,siok,1,13,0.07692307692307693
siok,la,1,1,1.0
la,historia,1,74,0.013513513513513514
historia,pero,1,1,1.0
pero,juguemoslo,1,71,0.014084507042253521
juguemoslo,avr,1,1,1.0
tal,jajajaj,1,13,0.07692307692307693
jajajaj,sii,1,51,0.0196078431372549
sii,aun,1,18,0.05555555555555555
aun,me,1,7,0.14285714285714285
me,falta,1,81,0.012345679012345678
falta,un,1,2,0.5
monton,no,1,3,0.3333333333333333
no,m,1,152,0.006578947368421052
m,lo,1,1,1.0
lo,recuerdes,1,41,0.024390243902439025
recuerdes,yo,1,1,1.0
vi,sip,1,5,0.2
sip,siiii,1,12,0.08333333333333333
siiii,no,1,9,0.1111111111111111
es,real,1,67,0.014925373134328358
real,yokreo,1,4,0.25
yokreo,a,1,1,1.0
se,tal,1,56,0.017857142857142856
vez,notekreo,1,7,0.14285714285714285
notekreo,chi,1,1,1.0
chi,gracias,1,7,0.14285714285714285
gracias,neni,1,21,0.047619047619047616
neni,0,1,6,0.16666666666666666
0,que,1,3,0.3333333333333333
que,caro,1,38,0.02631578947368421
caro,boomer,1,3,0.3333333333333333
boomer,pq,1,3,0.3333333333333333
pq,ya,1,23,0.043478260869565216
ya,siii,1,96,0.010416666666666666
claro,a,1,10,0.1
no,que,1,152,0.006578947368421052
que,miedo,1,38,0.02631578947368421
miedo,mi,1,4,0.25
mi,termo,1,27,0.037037037037037035
termo,a,1,1,1.0
dio,mas,1,3,0.3333333333333333
me,mori,1,81,0.012345679012345678
mori,de,1,1,1.0
impresion,jajajaja,1,3,0.3333333333333333
jajajaja,pq,1,14,0.07142857142857142
eso,sip,1,25,0.04
sip,voy,1,12,0.08333333333333333
a,comerrrr,1,81,0.012345679012345678
comerrrr,esperateee,1,1,1.0
esperateee,donde,1,1,1.0
donde,sincro,1,8,0.125
sincro,siiii,1,1,1.0
siiii,si,1,9,0.1111111111111111
si,sobre,1,162,0.006172839506172839
sobre,todo,1,2,0.5
todo,por,1,2,0.5
por,la,1,8,0.125
otaku,si,1,3,0.3333333333333333
sii,jajajaj,1,18,0.05555555555555555
sabeee,no,1,2,0.5
no,vi,1,152,0.006578947368421052
vi,seguro,1,5,0.2
seguro,me,1,1,1.0
me,rechazo,1,81,0.012345679012345678
rechazo,si,1,1,1.0
si,jajsjsja,1,162,0.006172839506172839
jajsjsja,siii,1,1,1.0
siii,pq,1,36,0.027777777777777776
pq,siiii,1,23,0.043478260869565216
siiii,hay,1,9,0.1111111111111111
q,irse,1,164,0.006097560975609756
irse,x,1,1,1.0
el,mal,1,43,0.023255813953488372
mal,si,1,5,0.2
recordaste,el,1,2,0.5
el,ark,1,43,0.023255813953488372
ark,ves,1,1,1.0
ves,q,1,2,0.5
q,eran,1,164,0.006097560975609756
eran,juveniles,1,1,1.0
juveniles,ahi,1,1,1.0
ahi,tmb,1,6,0.16666666666666666
tmb,si,1,11,0.09090909090909091
yo,solo,1,31,0.03225806451612903
solo,kiero,1,9,0.1111111111111111
kiero,lo,1,7,0.14285714285714285
todos,queremos,1,2,0.5
queremos,una,1,1,1.0
una,cuenta,1,16,0.0625
cuenta,con,1,3,0.3333333333333333
con,mucho,1,10,0.1
mucho,ceros,1,8,0.125
ceros,yo,1,1,1.0
tmb,mimi,1,11,0.09090909090909091
nd,buenos,1,8,0.125
dias,chika,1,4,0.25
chika,x2,1,10,0.1
x2,ya,1,13,0.07692307692307693
ya,llegue,1,96,0.010416666666666666
llegue,tiene,1,3,0.3333333333333333
tiene,poco,1,9,0.1111111111111111
poco,como,1,2,0.5
como,1,1,20,0.05
1,hora,1,1,1.0
hora,gracias,1,3,0.3333333333333333
dios,pues,1,6,0.16666666666666666
ya,ves,1,96,0.010416666666666666
ves,tt,1,2,0.5
tt,bien,1,13,0.07692307692307693
ti,pero,1,4,0.25
pero,desde,1,71,0.014084507042253521
desde,q,1,3,0.3333333333333333
q,jugue,1,164,0.006097560975609756
jugue,la,1,1,1.0
otaku,ya,1,3,0.3333333333333333
le,tengo,1,18,0.05555555555555555
tengo,fe,1,24,0.041666666666666664
fe,al,1,1,1.0
al,roblox,1,10,0.1
roblox,ooo,1,4,0.25
ooo,deberian,1,4,0.25
deberian,hacer,1,2,0.5
hacer,un,1,5,0.2
juego,asi,1,4,0.25
asi,a,1,20,0.05
y,jugar,1,56,0.017857142857142856
jugar,roblox,1,5,0.2
roblox,jajajajaj,1,4,0.25
jajajajaj,sip,1,7,0.14285714285714285
sip,nose,1,12,0.08333333333333333
nose,noooooooooo,1,4,0.25
noooooooooo,si,1,1,1.0
puedo,de,1,3,0.3333333333333333
vdd,ahorita,1,14,0.07142857142857142
ya,acabe,1,96,0.010416666666666666
acabe,pero,1,2,0.5
sueño,gracias,1,3,0.3333333333333333
gracias,non,1,21,0.047619047619047616
non,jajjaja,1,2,0.5
jajjaja,vaaa,1,3,0.3333333333333333
vaaa,a,1,1,1.0
a,lo,1,81,0.012345679012345678
lo,mejor,1,41,0.024390243902439025
algo,basico,1,10,0.1
basico,uy,1,1,1.0
no,xd,1,152,0.006578947368421052
xd,0,1,19,0.05263157894736842
0,y,1,3,0.3333333333333333
tal,ps,1,13,0.07692307692307693
ps,si,1,6,0.16666666666666666
me,pregunto,1,81,0.012345679012345678
pregunto,si,1,1,1.0
si,habra,1,162,0.006172839506172839
habra,de,1,2,0.5
de,esos,1,108,0.009259259259259259
esos,para,1,2,0.5
mi,carrera,1,27,0.037037037037037035
carrera,jajajja,1,1,1.0
jajajja,a,1,6,0.16666666666666666
a,un,1,81,0.012345679012345678
un,ojo,1,29,0.034482758620689655
ojo,de,1,2,0.5
la,cara,1,74,0.013513513513513514
cara,ejo,1,2,0.5
ejo,ji,1,1,1.0
ji,foraneos,1,1,1.0
foraneos,si,1,1,1.0
jajajja,gracias,1,6,0.16666666666666666
gracias,caro,1,21,0.047619047619047616
caro,expensive,1,3,0.3333333333333333
expensive,cheap,1,1,1.0
cheap,a,1,1,1.0
si,ps,1,162,0.006172839506172839
ps,botate,1,6,0.16666666666666666
botate,nooo,1,2,0.5
nooo,por,1,5,0.2
por,eso,1,8,0.125
eso,se,1,25,0.04
se,duermen,1,56,0.017857142857142856
duermen,con,1,1,1.0
con,dengue,1,10,0.1
dengue,bendiciones,1,1,1.0
bendiciones,poke,1,1,1.0
q,embeses,1,164,0.006097560975609756
embeses,si,1,3,0.3333333333333333
se,pasan,1,56,0.017857142857142856
pasan,onta,1,1,1.0
onta,sigo,1,2,0.5
sigo,en,1,2,0.5
la,escuelaaaaaa,1,74,0.013513513513513514
escuelaaaaaa,perfecto,1,1,1.0
perfecto,ya,1,1,1.0
ya,bien,1,96,0.010416666666666666
ti,sii,1,4,0.25
sii,que,1,18,0.05555555555555555
me,vas,1,81,0.012345679012345678
vas,a,1,1,1.0
a,regalar,1,81,0.012345679012345678
regalar,dame,1,1,1.0
dame,opciones,1,3,0.3333333333333333
opciones,jqjajaj,1,1,1.0
jqjajaj,me,1,1,1.0
da,mucha,1,4,0.25
mucha,risa,1,1,1.0
risa,cuando,1,1,1.0
cuando,pones,1,5,0.2
pones,eso,1,2,0.5
eso,nose,1,25,0.04
nose,grasias,1,4,0.25
no,botate,1,152,0.006578947368421052
botate,si,1,2,0.5
no,toy,1,152,0.006578947368421052
cansaa,ya,1,2,0.5
dormire,pero,1,2,0.5
pero,toy,1,71,0.014084507042253521
cansaa,grasias,1,2,0.5
chika,pero,1,10,0.1
pero,deja,1,71,0.014084507042253521
deja,mimir,1,6,0.16666666666666666
mimir,adios,1,2,0.5
adios,vere,1,2,0.5
vere,mi,1,1,1.0
mi,asmr,1,27,0.037037037037037035
asmr,artist,1,1,1.0
artist,favorito,1,1,1.0
favorito,si,1,1,1.0
es,no,1,67,0.014925373134328358
cambie,ahora,1,2,0.5
ahora,es,1,4,0.25
es,jajajaj,1,67,0.014925373134328358
el,mol,1,43,0.023255813953488372
mol,me,1,1,1.0
me,cayo,1,81,0.012345679012345678
bn,si,1,25,0.04
si,nuestro,1,162,0.006172839506172839
nuestro,jajajaj,1,2,0.5
jajajaj,me,1,51,0.0196078431372549
me,recordo,1,81,0.012345679012345678
recordo,al,1,1,1.0
al,solo,1,10,0.1
solo,de,1,9,0.1111111111111111
de,yeojun,1,108,0.009259259259259259
yeojun,me,1,1,1.0
me,cacheteo,1,81,0.012345679012345678
cacheteo,jajajaj,1,2,0.5
jajajaj,jajajajja,1,51,0.0196078431372549
jajajajja,apoko,1,2,0.5
apoko,nosabia,1,3,0.3333333333333333
nosabia,nos,1,1,1.0
nos,cacheteo,1,3,0.3333333333333333
cacheteo,mandaselo,1,2,0.5
mandaselo,jajaj,1,1,1.0
jajaj,100,1,16,0.0625
100,real,1,1,1.0
real,pero,1,4,0.25
pero,esa,1,71,0.014084507042253521
esa,es,1,5,0.2
es,canon,1,67,0.014925373134328358
canon,no,1,2,0.5
kiero,adios,1,7,0.14285714285714285
adios,jajajaj,1,2,0.5
jajajaj,ey,1,51,0.0196078431372549
ey,ola,1,2,0.5
ola,akii,1,11,0.09090909090909091
akii,me,1,1,1.0
me,vicie,1,81,0.012345679012345678
vicie,ocupaba,1,1,1.0
ocupaba,jugar,1,1,1.0
jugar,en,1,5,0.2
en,las,1,54,0.018518518518518517
las,sillas,1,17,0.058823529411764705
sillas,pero,1,1,1.0
no,pule,1,152,0.006578947368421052
pule,mmm,1,1,1.0
mmm,bueno,1,5,0.2
bueno,sii,1,14,0.07142857142857142
te,creaaas,1,40,0.025
creaaas,eso,1,1,1.0
pero,ese,1,71,0.014084507042253521
ese,estaba,1,4,0.25
estaba,bn,1,6,0.16666666666666666
feo,jajajaj,1,4,0.25
si,hola,1,162,0.006172839506172839
hola,estoy,1,3,0.3333333333333333
en,escuela,1,54,0.018518518518518517
escuela,ya,1,6,0.16666666666666666
me,kiero,1,81,0.012345679012345678
kiero,ir,1,7,0.14285714285714285
ir,expuse,1,1,1.0
expuse,nomas,1,1,1.0
nomas,pero,1,11,0.09090909090909091
pero,creo,1,71,0.014084507042253521
me,fue,1,81,0.012345679012345678
fue,bien,1,9,0.1111111111111111
bien,siiii,1,18,0.05555555555555555
siiii,ve,1,9,0.1111111111111111
ve,preparando,1,7,0.14285714285714285
preparando,mis,1,1,1.0
mis,robux,1,2,0.5
robux,si,1,1,1.0
estoy,triste,1,10,0.1
triste,poke,1,1,1.0
poke,jajaja,1,8,0.125
jajaja,en,1,23,0.043478260869565216
se,jajajaj,1,56,0.017857142857142856
seee,animo,1,4,0.25
jajajaj,para,1,51,0.0196078431372549
mañana,quiza,1,18,0.05555555555555555
quiza,y,1,1,1.0
ps,aki,1,6,0.16666666666666666
aki,andamos,1,3,0.3333333333333333
andamos,pero,1,1,1.0
le,he,1,18,0.05555555555555555
he,dicho,1,8,0.125
dicho,a,1,1,1.0
a,nadie,1,81,0.012345679012345678
nadie,x,1,3,0.3333333333333333
si,kisiese,1,162,0.006172839506172839
pero,bno,1,71,0.014084507042253521
bno,al,1,4,0.25
al,menos,1,10,0.1
menos,ya,1,2,0.5
el,hogar,1,43,0.023255813953488372
hogar,ya,1,1,1.0
ya,ojala,1,96,0.010416666666666666
ojala,si,1,8,0.125
jajajaj,frey,1,51,0.0196078431372549
no,esta,1,152,0.006578947368421052
esta,anda,1,25,0.04
anda,chambeando,1,4,0.25
chambeando,jajajj,1,1,1.0
jajajj,ya,1,2,0.5
toy,mejor,1,4,0.25
mejor,chi,1,12,0.08333333333333333
chi,jajajaja,1,7,0.14285714285714285
jajajaja,go,1,14,0.07142857142857142
go,falto,1,5,0.2
falto,nomas,1,1,1.0
nomas,sim,1,11,0.09090909090909091
sim,q,1,3,0.3333333333333333
se,preparo,1,56,0.017857142857142856
preparo,ya,1,1,1.0
ya,que,1,96,0.010416666666666666
fue,que,1,9,0.1111111111111111
fue,ooo,1,9,0.1111111111111111
ooo,q,1,4,0.25
q,riko,1,164,0.006097560975609756
riko,jajajaj,1,1,1.0
jajajaj,el,1,51,0.0196078431372549
el,perrito,1,43,0.023255813953488372
perrito,antes,1,2,0.5
antes,de,1,2,0.5
de,devorartelo,1,108,0.009259259259259259
devorartelo,todo,1,1,1.0
todo,jajaka,1,2,0.5
jajaka,me,1,1,1.0
enseñas,si,1,2,0.5
si,jajajajajaj,1,162,0.006172839506172839
jajajajajaj,es,1,2,0.5
es,tu,1,67,0.014925373134328358
tu,pieza,1,16,0.0625
pieza,fav,1,1,1.0
fav,si,1,4,0.25
xd,jajajajj,1,19,0.05263157894736842
jajajajj,asi,1,3,0.3333333333333333
en,un,1,54,0.018518518518518517
un,prro,1,29,0.034482758620689655
prro,sticker,1,1,1.0
sticker,jajajj,1,1,1.0
jajajj,siii,1,2,0.5
siii,xd,1,36,0.027777777777777776
xd,vavav,1,19,0.05263157894736842
vavav,no,1,1,1.0
grasias,noooooo,1,13,0.07692307692307693
noooooo,si,1,1,1.0
si,sas,1,162,0.006172839506172839
sas,uuuuu,1,1,1.0
uuuuu,jajajajjaja,1,1,1.0
jajajajjaja,jajajajajajaja,1,1,1.0
jajajajajajaja,umiyado,1,2,0.5
umiyado,que,1,1,1.0
le,dijiste,1,18,0.05555555555555555
dijiste,si,1,1,1.0
si,miraaaa,1,162,0.006172839506172839
miraaaa,habra,1,1,1.0
habra,uno,1,2,0.5
uno,asi,1,2,0.5
roblo,jajajajaj,1,2,0.5
jajajajaj,va,1,7,0.14285714285714285
va,jajajajajaj,1,18,0.05555555555555555
jajajajajaj,x222,1,2,0.5
x222,xd,1,3,0.3333333333333333
xd,x2,1,19,0.05263157894736842
x2,y,1,13,0.07692307692307693
y,siii,1,56,0.017857142857142856
siii,noo,1,36,0.027777777777777776
noo,me,1,2,0.5
acorde,q,1,3,0.3333333333333333
tengo,examen,1,24,0.041666666666666664
examen,y,1,8,0.125
y,tengo,1,56,0.017857142857142856
estudiar,akiora,1,4,0.25
akiora,duermes,1,2,0.5
duermes,va,1,1,1.0
va,vale,1,18,0.05555555555555555
vale,okok,1,12,0.08333333333333333
okok,grasias,1,2,0.5
grasias,chi,1,13,0.07692307692307693
chi,jajajaj,1,7,0.14285714285714285
jajajaj,va,1,51,0.0196078431372549
va,provechito,1,18,0.05555555555555555
provechito,jajajaj,1,2,0.5
jajajaj,ola,1,51,0.0196078431372549
ola,gracias,1,11,0.09090909090909091
gracias,jajaja,1,21,0.047619047619047616
jajaja,cada,1,23,0.043478260869565216
cada,dia,1,2,0.5
dia,mas,1,4,0.25
mas,boomer,1,12,0.08333333333333333
boomer,omg,1,3,0.3333333333333333
omg,si,1,4,0.25
si,buenos,1,162,0.006172839506172839
dias,si,1,4,0.25
si,dormi,1,162,0.006172839506172839
bien,pero,1,18,0.05555555555555555
soñe,nada,1,5,0.2
nada,y,1,13,0.07692307692307693
tu,ey,1,16,0.0625
ey,q,1,2,0.5
pasa,he,1,4,0.25
he,estado,1,8,0.125
estado,ocupada,1,2,0.5
ocupada,no,1,1,1.0
puelo,me,1,2,0.5
me,regalaron,1,81,0.012345679012345678
regalaron,un,1,1,1.0
un,lighstickkkkk,1,29,0.034482758620689655
lighstickkkkk,literalmente,1,1,1.0
literalmente,llore,1,2,0.5
llore,frey,1,1,1.0
no,siii,1,152,0.006578947368421052
siii,que,1,36,0.027777777777777776
no,puedooo,1,152,0.006578947368421052
puedooo,si,1,1,1.0
xd,nombre,1,19,0.05263157894736842
nombre,ya,1,1,1.0
ya,mañana,1,96,0.010416666666666666
mañana,mejor,1,18,0.05555555555555555
si,por,1,162,0.006172839506172839
por,ya,1,8,0.125
en,casa,1,54,0.018518518518518517
casa,y,1,8,0.125
y,estuvo,1,56,0.017857142857142856
estuvo,sensiyo,1,3,0.3333333333333333
sensiyo,si,1,1,1.0
si,how,1,162,0.006172839506172839
how,sweet,1,1,1.0
sweet,xd,1,1,1.0
xd,si,1,19,0.05263157894736842
q,x2,1,164,0.006097560975609756
x2,de,1,13,0.07692307692307693
q,va,1,164,0.006097560975609756
va,ojala,1,18,0.05555555555555555
ojala,al,1,8,0.125
rato,lo,1,3,0.3333333333333333
lo,jugamo,1,41,0.024390243902439025
jugamo,kiero,1,3,0.3333333333333333
kiero,si,1,7,0.14285714285714285
se,dice,1,56,0.017857142857142856
dice,se,1,4,0.25
hace,oo,1,3,0.3333333333333333
oo,mmm,1,3,0.3333333333333333
mmm,es,1,5,0.2
q,literalmente,1,164,0.006097560975609756
literalmente,no,1,2,0.5
tengo,pc,1,24,0.041666666666666664
pc,no,1,1,1.0
no,mas,1,152,0.006578947368421052
mas,al,1,12,0.08333333333333333
rato,si,1,3,0.3333333333333333
jajajja,y,1,6,0.16666666666666666
y,yo,1,56,0.017857142857142856
si,llego,1,162,0.006172839506172839
llego,tempra,1,3,0.3333333333333333
tempra,a,1,1,1.0
a,veces,1,81,0.012345679012345678
veces,el,1,3,0.3333333333333333
de,giselle,1,108,0.009259259259259259
giselle,es,1,1,1.0
el,mejor,1,43,0.023255813953488372
mejor,avr,1,12,0.08333333333333333
dices,vale,1,6,0.16666666666666666
vale,yayaya,1,12,0.08333333333333333
yayaya,xd,1,1,1.0
siii,andaba,1,36,0.027777777777777776
andaba,devorando,1,1,1.0
devorando,pqqq,1,1,1.0
pqqq,te,1,1,1.0
te,mojaste,1,40,0.025
mojaste,o,1,1,1.0
algo,dormi,1,10,0.1
tal,aloha,1,13,0.07692307692307693
aloha,nano,1,1,1.0
nano,na,1,1,1.0
na,ha,1,2,0.5
ha,solo,1,2,0.5
solo,el,1,9,0.1111111111111111
el,inicio,1,43,0.023255813953488372
inicio,jajaj,1,1,1.0
jajaj,si,1,16,0.0625
lo,decia,1,41,0.024390243902439025
decia,x,1,2,0.5
el,edit,1,43,0.023255813953488372
edit,la,1,1,1.0
la,musica,1,74,0.013513513513513514
musica,q,1,1,1.0
le,ponen,1,18,0.05555555555555555
ponen,q,1,1,1.0
mal,quien,1,5,0.2
quien,sabe,1,4,0.25
sabe,q,1,7,0.14285714285714285
te,enfermo,1,40,0.025
enfermo,no,1,1,1.0
no,creo,1,152,0.006578947368421052
q,haya,1,164,0.006097560975609756
haya,sido,1,1,1.0
sido,algo,1,1,1.0
algo,helado,1,10,0.1
helado,o,1,2,0.5
o,kien,1,22,0.045454545454545456
kien,sabe,1,6,0.16666666666666666
sabe,espero,1,7,0.14285714285714285
te,mejores,1,40,0.025
mejores,rapido,1,1,1.0
rapido,animo,1,2,0.5
animo,como,1,14,0.07142857142857142
como,empieza,1,20,0.05
empieza,ya,1,1,1.0
acuerdo,maso,1,2,0.5
maso,hay,1,2,0.5
hay,caps,1,14,0.07142857142857142
caps,buenos,1,1,1.0
buenos,y,1,5,0.2
y,otros,1,56,0.017857142857142856
otros,meh,1,3,0.3333333333333333
bueno,de,1,14,0.07142857142857142
q,sabor,1,164,0.006097560975609756
sabor,no,1,1,1.0
no,kreo,1,152,0.006578947368421052
kreo,no,1,3,0.3333333333333333
no,x2,1,152,0.006578947368421052
x2,o,1,13,0.07692307692307693
o,mi,1,22,0.045454545454545456
fav,es,1,4,0.25
de,keso,1,108,0.009259259259259259
keso,yea,1,1,1.0
yea,perdone,1,1,1.0
perdone,omg,1,2,0.5
omg,es,1,4,0.25
mi,reaccion,1,27,0.037037037037037035
reaccion,a,1,1,1.0
a,esto,1,81,0.012345679012345678
esto,si,1,2,0.5
sii,siiiii,1,18,0.05555555555555555
siiiii,holanda,1,1,1.0
holanda,queso,1,1,1.0
queso,con,1,3,0.3333333333333333
con,zarzamora,1,10,0.1
zarzamora,x2,1,1,1.0
x2,esta,1,13,0.07692307692307693
esta,maso,1,25,0.04
maso,la,1,2,0.5
vda,el,1,6,0.16666666666666666
el,vddero,1,43,0.023255813953488372
vddero,helado,1,1,1.0
helado,rico,1,2,0.5
rico,de,1,1,1.0
queso,son,1,3,0.3333333333333333
son,vendidos,1,9,0.1111111111111111
vendidos,en,1,1,1.0
la,calle,1,74,0.013513513513513514
calle,asi,1,1,1.0
asi,como,1,20,0.05
como,nieve,1,20,0.05
nieve,aja,1,1,1.0
aja,pero,1,1,1.0
pero,la,1,71,0.014084507042253521
queso,es,1,3,0.3333333333333333
de,leche,1,108,0.009259259259259259
leche,si,1,1,1.0
ya,voy,1,96,0.010416666666666666
casa,gracias,1,8,0.125
dios,kien,1,6,0.16666666666666666
kien,se,1,6,0.16666666666666666
