Term 1,Term 2,Frequency,Context Frequency,Conditional Probability
se,peto,1,56,0.017857142857142856
peto,ojala,1,1,1.0
ojala,sabe,1,8,0.125
sabe,rika,1,7,0.14285714285714285
rika,pero,1,1,1.0
yo,no,1,31,0.03225806451612903
no,jajaja,1,152,0.006578947368421052
ti,provecho,1,4,0.25
provecho,tal,1,1,1.0
vez,sii,1,7,0.14285714285714285
sii,pure,1,18,0.05555555555555555
q,jajaja,1,164,0.006097560975609756
jajaja,ya,1,23,0.043478260869565216
ya,los,1,96,0.010416666666666666
los,ganaron,1,24,0.041666666666666664
ganaron,q,1,1,1.0
es,gravy,1,67,0.014925373134328358
gravy,f,1,1,1.0
f,ya,1,1,1.0
dormire,aaaa,1,2,0.5
aaaa,donde,1,8,0.125
donde,lo,1,8,0.125
venden,kierooo,1,3,0.3333333333333333
kierooo,no,1,1,1.0
no,see,1,152,0.006578947368421052
see,ekis,1,1,1.0
no,ipota,1,152,0.006578947368421052
ipota,tranki,1,1,1.0
tranki,no,1,1,1.0
me,deja,1,81,0.012345679012345678
deja,verlo,1,6,0.16666666666666666
verlo,ja,1,1,1.0
ja,ola,1,2,0.5
ola,ojala,1,11,0.09090909090909091
ojala,vdd,1,8,0.125
vdd,mimi,1,14,0.07142857142857142
tu,apocooo,1,16,0.0625
apocooo,enseñamelo,1,1,1.0
enseñamelo,para,1,1,1.0
para,ver,1,11,0.09090909090909091
venden,aca,1,3,0.3333333333333333
aca,eii,1,7,0.14285714285714285
eii,y,1,3,0.3333333333333333
y,bonitos,1,56,0.017857142857142856
bonitos,colores,1,1,1.0
colores,jaajjaja,1,1,1.0
jaajjaja,y,1,1,1.0
muero,tmb,1,2,0.5
tmb,yo,1,11,0.09090909090909091
impresion,s,1,3,0.3333333333333333
s,no,1,1,1.0
pq,lo,1,23,0.043478260869565216
lo,dices,1,41,0.024390243902439025
dices,o,1,6,0.16666666666666666
habia,vistoooo,1,7,0.14285714285714285
vistoooo,boomer,1,1,1.0
boomer,no,1,3,0.3333333333333333
no,oraaa,1,152,0.006578947368421052
oraaa,quien,1,2,0.5
quien,dice,1,4,0.25
dice,cuales,1,4,0.25
cuales,otros,1,5,0.2
otros,hay,1,3,0.3333333333333333
hay,si,1,14,0.07142857142857142
si,sabe,1,162,0.006172839506172839
sabe,a,1,7,0.14285714285714285
a,pure,1,81,0.012345679012345678
de,kfc,1,108,0.009259259259259259
kfc,ya,1,1,1.0
ya,seee,1,96,0.010416666666666666
seee,pero,1,4,0.25
eso,te,1,25,0.04
te,creo,1,40,0.025
creo,aaaa,1,15,0.06666666666666667
aaaa,pero,1,8,0.125
tmb,son,1,11,0.09090909090909091
son,de,1,9,0.1111111111111111
de,pavo,1,108,0.009259259259259259
pavo,apocoooo,1,1,1.0
apocoooo,ya,1,1,1.0
me,dieron,1,81,0.012345679012345678
dieron,ganas,1,1,1.0
ganas,de,1,1,1.0
de,comprarlo,1,108,0.009259259259259259
comprarlo,auditorio,1,1,1.0
auditorio,a,1,1,1.0
a,habria,1,81,0.012345679012345678
habria,estado,1,1,1.0
estado,bno,1,2,0.5
bno,q,1,4,0.25
q,de,1,164,0.006097560975609756
vdd,te,1,14,0.07142857142857142
te,hubieran,1,40,0.025
hubieran,sacado,1,1,1.0
sacado,tt,1,1,1.0
nada,tal,1,13,0.07692307692307693
jajajaj,noooombre,1,51,0.0196078431372549
noooombre,mejor,1,2,0.5
mejor,me,1,12,0.08333333333333333
me,defiendo,1,81,0.012345679012345678
defiendo,sola,1,1,1.0
sola,claro,1,2,0.5
claro,nada,1,10,0.1
nada,pq,1,13,0.07692307692307693
pq,asi,1,23,0.043478260869565216
asi,son,1,20,0.05
son,los,1,9,0.1111111111111111
los,hechos,1,24,0.041666666666666664
hechos,tal,1,1,1.0
vez,komo,1,7,0.14285714285714285
komo,grasias,1,2,0.5
grasias,ola,1,13,0.07692307692307693
ola,no,1,11,0.09090909090909091
cierto,q,1,4,0.25
tal,como,1,13,0.07692307692307693
como,va,1,20,0.05
de,lic,1,108,0.009259259259259259
lic,jajajjaj,1,1,1.0
jajajjaj,te,1,3,0.3333333333333333
te,entiendo,1,40,0.025
entiendo,chi,1,3,0.3333333333333333
chi,ps,1,7,0.14285714285714285
ps,q,1,6,0.16666666666666666
digo,embeses,1,5,0.2
embeses,esta,1,3,0.3333333333333333
bn,tryhard,1,25,0.04
tryhard,y,1,1,1.0
y,embeses,1,56,0.017857142857142856
embeses,meh,1,3,0.3333333333333333
que,jajajaja,1,38,0.02631578947368421
si,vda,1,162,0.006172839506172839
vda,pon,1,6,0.16666666666666666
pon,alarmas,1,1,1.0
alarmas,siii,1,1,1.0
siii,claro,1,36,0.027777777777777776
claro,dame,1,10,0.1
dame,si,1,3,0.3333333333333333
si,siii,1,162,0.006172839506172839
siii,lily,1,36,0.027777777777777776
lily,suena,1,1,1.0
suena,muy,1,1,1.0
bn,conste,1,25,0.04
conste,el,1,1,1.0
mas,chefsito,1,12,0.08333333333333333
chefsito,x2,1,1,1.0
x2,bueno,1,13,0.07692307692307693
bueno,poke,1,14,0.07142857142857142
poke,eso,1,8,0.125
si,jajajajj,1,162,0.006172839506172839
jajajajj,no,1,3,0.3333333333333333
si,tendria,1,162,0.006172839506172839
tendria,q,1,1,1.0
q,ver,1,164,0.006097560975609756
ver,siii,1,6,0.16666666666666666
siii,mmm,1,36,0.027777777777777776
mmm,yo,1,5,0.2
q,un,1,164,0.006097560975609756
un,poco,1,29,0.034482758620689655
poco,mas,1,2,0.5
mas,intenso,1,12,0.08333333333333333
intenso,talves,1,1,1.0
talves,pudiese,1,1,1.0
pudiese,ser,1,1,1.0
ser,ya,1,4,0.25
yo,kisiese,1,31,0.03225806451612903
kisiese,la,1,3,0.3333333333333333
vdd,pero,1,14,0.07142857142857142
miedo,la,1,4,0.25
la,critika,1,74,0.013513513513513514
critika,grasias,1,1,1.0
grasias,neni,1,13,0.07692307692307693
neni,pero,1,6,0.16666666666666666
dije,algo,1,4,0.25
algo,muy,1,10,0.1
muy,importante,1,13,0.07692307692307693
importante,y,1,1,1.0
y,es,1,56,0.017857142857142856
q,nada,1,164,0.006097560975609756
nada,no,1,13,0.07692307692307693
no,todobn,1,152,0.006578947368421052
todobn,no,1,1,1.0
no,era,1,152,0.006578947368421052
era,nd,1,6,0.16666666666666666
nd,cual,1,8,0.125
cual,te,1,3,0.3333333333333333
te,gusta,1,40,0.025
gusta,mas,1,5,0.2
mas,asi,1,12,0.08333333333333333
parece,eta,1,3,0.3333333333333333
eta,x2,1,1,1.0
x2,no,1,13,0.07692307692307693
yo,keria,1,31,0.03225806451612903
keria,la,1,2,0.5
otra,ayudameeee,1,6,0.16666666666666666
ayudameeee,ayudame,1,1,1.0
ayudame,a,1,1,1.0
a,buscar,1,81,0.012345679012345678
buscar,corre,1,1,1.0
corre,sii,1,2,0.5
donde,sea,1,8,0.125
sea,jajajajaj,1,8,0.125
jajajajaj,siiii,1,7,0.14285714285714285
siiii,jajajajaja,1,9,0.1111111111111111
jajajajaja,lo,1,3,0.3333333333333333
lo,acepto,1,41,0.024390243902439025
acepto,apurate,1,2,0.5
apurate,chika,1,1,1.0
se,va,1,56,0.017857142857142856
a,conseguir,1,81,0.012345679012345678
conseguir,sola,1,1,1.0
sola,si,1,2,0.5
primera,q,1,2,0.5
q,mandaste,1,164,0.006097560975609756
mandaste,jajajaja,1,1,1.0
jajajaja,ya,1,14,0.07142857142857142
ya,mejor,1,96,0.010416666666666666
mejor,nd,1,12,0.08333333333333333
ya,llegan,1,96,0.010416666666666666
llegan,jajaja,1,1,1.0
jajaja,sigo,1,23,0.043478260869565216
sigo,viva,1,2,0.5
viva,fui,1,1,1.0
fui,a,1,2,0.5
a,cenar,1,81,0.012345679012345678
cenar,ola,1,1,1.0
ola,again,1,11,0.09090909090909091
again,orita,1,1,1.0
orita,las,1,4,0.25
las,veo,1,17,0.058823529411764705
veo,grasias,1,2,0.5
grasias,un,1,13,0.07692307692307693
un,yogursito,1,29,0.034482758620689655
yogursito,tu,1,1,1.0
tu,ya,1,16,0.0625
ya,cenaste,1,96,0.010416666666666666
cenaste,poke,1,1,1.0
poke,esta,1,8,0.125
esta,super,1,25,0.04
super,bonita,1,1,1.0
bonita,estaaaaa,1,1,1.0
estaaaaa,tt,1,1,1.0
tt,por,1,13,0.07692307692307693
por,tt,1,8,0.125
tt,jajajaja,1,13,0.07692307692307693
jajajaja,pero,1,14,0.07142857142857142
esta,biennnn,1,25,0.04
biennnn,deveritas,1,1,1.0
deveritas,grasias,1,1,1.0
chika,sim,1,10,0.1
sim,gracias,1,3,0.3333333333333333
gracias,siii,1,21,0.047619047619047616
siii,sip,1,36,0.027777777777777776
sip,perdone,1,12,0.08333333333333333
perdone,siiii,1,2,0.5
siiii,yo,1,9,0.1111111111111111
tmb,chi,1,11,0.09090909090909091
chi,animo,1,7,0.14285714285714285
animo,si,1,14,0.07142857142857142
bien,solo,1,18,0.05555555555555555
q,ando,1,164,0.006097560975609756
ando,haciendo,1,2,0.5
haciendo,una,1,3,0.3333333333333333
una,tipo,1,16,0.0625
tipo,tesis,1,1,1.0
tesis,y,1,4,0.25
me,aburri,1,81,0.012345679012345678
aburri,siii,1,1,1.0
siii,solo,1,36,0.027777777777777776
q,aun,1,164,0.006097560975609756
es,la,1,67,0.014925373134328358
tesis,tesis,1,4,0.25
tesis,es,1,4,0.25
es,como,1,67,0.014925373134328358
como,plantear,1,20,0.05
plantear,la,1,1,1.0
la,idea,1,74,0.013513513513513514
idea,primero,1,1,1.0
primero,y,1,1,1.0
luego,ya,1,8,0.125
ya,q,1,96,0.010416666666666666
la,aprueben,1,74,0.013513513513513514
aprueben,ahora,1,1,1.0
ahora,si,1,4,0.25
ya,va,1,96,0.010416666666666666
tesis,nadie,1,4,0.25
nadie,es,1,3,0.3333333333333333
es,obligatorio,1,67,0.014925373134328358
obligatorio,tt,1,1,1.0
tt,ntp,1,13,0.07692307692307693
ntp,yaaa,1,1,1.0
yaaa,ya,1,1,1.0
casa,sip,1,8,0.125
ya,gracias,1,96,0.010416666666666666
gracias,bien,1,21,0.047619047619047616
bien,to,1,18,0.05555555555555555
tu,auchhhh,1,16,0.0625
auchhhh,no,1,1,1.0
te,enterro,1,40,0.025
enterro,nada,1,1,1.0
nada,uu,1,13,0.07692307692307693
uu,espero,1,6,0.16666666666666666
espero,que,1,5,0.2
que,te,1,38,0.02631578947368421
te,vaya,1,40,0.025
vaya,mejor,1,1,1.0
mejor,en,1,12,0.08333333333333333
q,falta,1,164,0.006097560975609756
falta,del,1,2,0.5
del,dia,1,8,0.125
dia,animo,1,4,0.25
sabeee,omg,1,2,0.5
omg,nokreo,1,4,0.25
nokreo,ay,1,1,1.0
ay,q,1,5,0.2
q,buenooo,1,164,0.006097560975609756
buenooo,yo,1,1,1.0
yo,pense,1,31,0.03225806451612903
te,habia,1,40,0.025
habia,clavado,1,7,0.14285714285714285
clavado,xx,1,1,1.0
xx,senti,1,1,1.0
senti,feo,1,1,1.0
feo,animo,1,4,0.25
animo,veras,1,14,0.07142857142857142
veras,que,1,1,1.0
si,gracias,1,162,0.006172839506172839
gracias,animo,1,21,0.047619047619047616
animo,ola,1,14,0.07142857142857142
ola,siii,1,11,0.09090909090909091
siii,grasias,1,36,0.027777777777777776
si,del,1,162,0.006172839506172839
del,25,1,8,0.125
25,de,1,3,0.3333333333333333
de,oct,1,108,0.009259259259259259
oct,creo,1,1,1.0
creo,al,1,15,0.06666666666666667
al,28,1,10,0.1
28,helao,1,1,1.0
helao,no,1,1,1.0
tiene,tampoco,1,9,0.1111111111111111
tampoco,jajaj,1,2,0.5
jajaj,a,1,16,0.0625
a,04nov,1,81,0.012345679012345678
04nov,obvio,1,1,1.0
obvio,de,1,1,1.0
lo,haces,1,41,0.024390243902439025
haces,sip,1,3,0.3333333333333333
sip,siii,1,12,0.08333333333333333
siii,lol,1,36,0.027777777777777776
lol,sii,1,4,0.25
en,fa,1,54,0.018518518518518517
fa,para,1,1,1.0
para,ayer,1,11,0.09090909090909091
ayer,te,1,4,0.25
te,creoooo,1,40,0.025
creoooo,poke,1,1,1.0
jajajaj,animo,1,51,0.0196078431372549
animo,puej,1,14,0.07142857142857142
puej,re,1,1,1.0
re,epica,1,1,1.0
epica,esa,1,1,1.0
esa,escena,1,5,0.2
escena,jajajajajj,1,1,1.0
jajajajajj,quien,1,2,0.5
quien,sabee,1,4,0.25
sabee,jajaja,1,1,1.0
jajaja,de,1,23,0.043478260869565216
hecho,estaba,1,8,0.125
mimida,o,1,2,0.5
si,cierto,1,162,0.006172839506172839
cierto,ya,1,4,0.25
habia,olvidado,1,7,0.14285714285714285
olvidado,te,1,1,1.0
te,diria,1,40,0.025
diria,q,1,1,1.0
q,mejor,1,164,0.006097560975609756
mañana,pero,1,18,0.05555555555555555
si,mañana,1,162,0.006172839506172839
q,creooo,1,164,0.006097560975609756
creooo,q,1,1,1.0
mañana,me,1,18,0.05555555555555555
me,toca,1,81,0.012345679012345678
toca,jornada,1,1,1.0
jornada,laboral,1,1,1.0
laboral,si,1,1,1.0
si,o,1,162,0.006172839506172839
sea,de,1,8,0.125
q,quedarme,1,164,0.006097560975609756
quedarme,hasta,1,1,1.0
hasta,tarde,1,4,0.25
tarde,en,1,2,0.5
la,escuela,1,74,0.013513513513513514
escuela,no,1,6,0.16666666666666666
seee,depende,1,4,0.25
depende,de,1,1,1.0
un,prof,1,29,0.034482758620689655
prof,mejor,1,1,1.0
si,sabes,1,162,0.006172839506172839
sabes,q,1,4,0.25
no,solo,1,152,0.006578947368421052
me,canso,1,81,0.012345679012345678
canso,nomas,1,1,1.0
nomas,de,1,11,0.09090909090909091
de,existir,1,108,0.009259259259259259
existir,uu,1,1,1.0
q,edo,1,164,0.006097560975609756
edo,naaa,1,1,1.0
naaa,soty,1,2,0.5
soty,supersonic,1,1,1.0
supersonic,si,1,1,1.0
si,ni,1,162,0.006172839506172839
la,conoces,1,74,0.013513513513513514
conoces,vdd,1,1,1.0
vdd,llegue,1,14,0.07142857142857142
llegue,a,1,3,0.3333333333333333
la,conclusion,1,74,0.013513513513513514
conclusion,de,1,1,1.0
q,el,1,164,0.006097560975609756
el,solo,1,43,0.023255813953488372
q,mas,1,164,0.006097560975609756
gusto,fue,1,3,0.3333333333333333
fue,el,1,9,0.1111111111111111
de,wintar,1,108,0.009259259259259259
wintar,siii,1,1,1.0
buena,siii,1,3,0.3333333333333333
siii,q,1,36,0.027777777777777776
horror,fuersa,1,2,0.5
bro,si,1,2,0.5
si,mimi,1,162,0.006172839506172839
bien,aunque,1,18,0.05555555555555555
aunque,no,1,2,0.5
no,keria,1,152,0.006578947368421052
keria,levantarme,1,2,0.5
levantarme,tt,1,1,1.0
tt,no,1,13,0.07692307692307693
nd,claro,1,8,0.125
claro,suerte,1,10,0.1
suerte,y,1,2,0.5
y,recuerda,1,56,0.017857142857142856
recuerda,chika,1,1,1.0
chika,eres,1,10,0.1
eres,una,1,3,0.3333333333333333
una,lucky,1,16,0.0625
lucky,girl,1,1,1.0
girl,syndrome,1,2,0.5
syndrome,jajajaja,1,1,1.0
jajajaja,busca,1,14,0.07142857142857142
busca,la,1,2,0.5
la,imagennn,1,74,0.013513513513513514
imagennn,jajajaj,1,1,1.0
jajajaj,épico,1,51,0.0196078431372549
épico,mas,1,1,1.0
mas,claro,1,12,0.08333333333333333
claro,ni,1,10,0.1
ni,al,1,12,0.08333333333333333
al,agua,1,10,0.1
agua,grasias,1,1,1.0
grasias,naaa,1,13,0.07692307692307693
naaa,jajajajaj,1,2,0.5
jajajajaj,olaaa,1,7,0.14285714285714285
olaaa,ya,1,1,1.0
le,llego,1,18,0.05555555555555555
llego,onta,1,3,0.3333333333333333
onta,siii,1,2,0.5
bn,cara,1,25,0.04
cara,ahi,1,2,0.5
ahi,nosotros,1,6,0.16666666666666666
nosotros,jajajaja,1,1,1.0
ya,orita,1,96,0.010416666666666666
orita,sii,1,4,0.25
sii,va,1,18,0.05555555555555555
va,gogog,1,18,0.05555555555555555
gogog,jajajjq,1,1,1.0
jajajjq,eso,1,1,1.0
es,mucho,1,67,0.014925373134328358
no,complicao,1,152,0.006578947368421052
complicao,espero,1,1,1.0
mañana,oraaaa,1,18,0.05555555555555555
oraaaa,hay,1,2,0.5
q,chambear,1,164,0.006097560975609756
chambear,cuando,1,1,1.0
cuando,es,1,5,0.2
vdd,acaba,1,14,0.07142857142857142
acaba,el,1,3,0.3333333333333333
el,prox,1,43,0.023255813953488372
prox,año,1,1,1.0
año,vda,1,3,0.3333333333333333
vda,sip,1,6,0.16666666666666666
sip,que,1,12,0.08333333333333333
que,q,1,38,0.02631578947368421
es,eso,1,67,0.014925373134328358
eso,cosas,1,25,0.04
cosas,de,1,5,0.2
de,niuyork,1,108,0.009259259259259259
niuyork,nonooo,1,1,1.0
nonooo,a,1,1,1.0
las,10,1,17,0.058823529411764705
10,salia,1,2,0.5
salia,pero,1,1,1.0
estaba,petada,1,6,0.16666666666666666
petada,a,1,1,1.0
hora,si,1,3,0.3333333333333333
puelo,de,1,2,0.5
de,cuanto,1,108,0.009259259259259259
cuanto,no,1,3,0.3333333333333333
lo,vi,1,41,0.024390243902439025
vi,eso,1,5,0.2
eso,fue,1,25,0.04
fue,lo,1,9,0.1111111111111111
lo,peor,1,41,0.024390243902439025
peor,y,1,1,1.0
y,pq,1,56,0.017857142857142856
no,475k,1,152,0.006578947368421052
475k,jajajaj,1,1,1.0
jajajaj,ay,1,51,0.0196078431372549
ay,apoco,1,5,0.2
apoco,si,1,2,0.5
si,acepto,1,162,0.006172839506172839
acepto,mejor,1,2,0.5
mejor,juego,1,12,0.08333333333333333
juego,dress,1,4,0.25
dress,to,1,1,1.0
to,impress,1,4,0.25
impress,omggg,1,1,1.0
omggg,cuando,1,4,0.25
cuando,vino,1,5,0.2
vino,wtf,1,1,1.0
wtf,mi,1,1,1.0
mi,bffo,1,27,0.037037037037037035
bffo,como,1,1,1.0
como,el,1,20,0.05
el,drizzzz,1,43,0.023255813953488372
drizzzz,si,1,1,1.0
si,xfa,1,162,0.006172839506172839
xfa,x222,1,2,0.5
x222,coinsido,1,3,0.3333333333333333
coinsido,aca,1,1,1.0
aca,x,1,7,0.14285714285714285
x,mi,1,14,0.07142857142857142
escuela,hay,1,6,0.16666666666666666
churreria,muy,1,2,0.5
buena,hay,1,3,0.3333333333333333
hay,de,1,14,0.07142857142857142
los,dos,1,24,0.041666666666666664
dos,estan,1,2,0.5
bn,caros,1,25,0.04
caros,chi,1,1,1.0
chi,no,1,7,0.14285714285714285
no,compro,1,152,0.006578947368421052
compro,no,1,1,1.0
es,asi,1,67,0.014925373134328358
asi,de,1,20,0.05
q,ay,1,164,0.006097560975609756
ay,los,1,5,0.2
los,vende,1,24,0.041666666666666664
vende,un,1,1,1.0
un,señor,1,29,0.034482758620689655
señor,es,1,1,1.0
churreria,de,1,2,0.5
de,cadena,1,108,0.009259259259259259
cadena,se,1,1,1.0
llama,don,1,4,0.25
don,porfirio,1,1,1.0
porfirio,aca,1,1,1.0
igual,pero,1,4,0.25
tanto,omggg,1,2,0.5
omggg,siii,1,4,0.25
siii,ola,1,36,0.027777777777777776
ola,perdon,1,11,0.09090909090909091
perdon,porrr,1,4,0.25
porrr,kieres,1,1,1.0
kieres,jugar,1,1,1.0
jugar,ei,1,5,0.2
ei,pero,1,2,0.5
pero,caro,1,71,0.014084507042253521
caro,vavava,1,3,0.3333333333333333
vavava,nomas,1,1,1.0
nomas,deja,1,11,0.09090909090909091
deja,me,1,6,0.16666666666666666
me,llevo,1,81,0.012345679012345678
llevo,mi,1,1,1.0
mi,cena,1,27,0.037037037037037035
cena,nooombre,1,1,1.0
nooombre,la,1,3,0.3333333333333333
vda,no,1,6,0.16666666666666666
acuerdo,el,1,2,0.5
el,dia,1,43,0.023255813953488372
dia,q,1,4,0.25
q,fui,1,164,0.006097560975609756
fui,ya,1,2,0.5
tiene,mucho,1,9,0.1111111111111111
no,estaban,1,152,0.006578947368421052
estaban,a,1,2,0.5
a,30,1,81,0.012345679012345678
30,a,1,1,1.0
a,vale,1,81,0.012345679012345678
vale,provechito,1,12,0.08333333333333333
provechito,eii,1,2,0.5
eii,si,1,3,0.3333333333333333
jajaja,siii,1,23,0.043478260869565216
siii,go,1,36,0.027777777777777776
go,cereal,1,5,0.2
cereal,gracias,1,2,0.5
gracias,es,1,21,0.047619047619047616
es,uno,1,67,0.014925373134328358
uno,de,1,2,0.5
de,all,1,108,0.009259259259259259
all,bran,1,1,1.0
bran,kreo,1,1,1.0
kreo,estan,1,3,0.3333333333333333
estan,muy,1,7,0.14285714285714285
muy,fit,1,13,0.07692307692307693
fit,a,1,1,1.0
gustan,pq,1,3,0.3333333333333333
me,empalagan,1,81,0.012345679012345678
empalagan,pero,1,1,1.0
si,justo,1,162,0.006172839506172839
justo,algunos,1,2,0.5
algunos,ni,1,1,1.0
ni,tienen,1,12,0.08333333333333333
tienen,de,1,1,1.0
q,azucar,1,164,0.006097560975609756
azucar,ay,1,2,0.5
ay,si,1,5,0.2
si,luego,1,162,0.006172839506172839
luego,te,1,8,0.125
te,echas,1,40,0.025
echas,el,1,1,1.0
el,q,1,43,0.023255813953488372
q,son,1,164,0.006097560975609756
como,galletitas,1,20,0.05
galletitas,mini,1,1,1.0
mini,no,1,1,1.0
no,mañana,1,152,0.006578947368421052
si,dios,1,162,0.006172839506172839
dios,quiere,1,6,0.16666666666666666
quiere,ontas,1,1,1.0
ontas,ya,1,1,1.0
te,soltaron,1,40,0.025
soltaron,estaba,1,1,1.0
estaba,haciendo,1,6,0.16666666666666666
haciendo,tarea,1,3,0.3333333333333333
tarea,ainoooo,1,7,0.14285714285714285
ainoooo,que,1,1,1.0
le,paso,1,18,0.05555555555555555
paso,tt,1,2,0.5
tt,uy,1,13,0.07692307692307693
no,yo,1,152,0.006578947368421052
monton,y,1,3,0.3333333333333333
y,ahorita,1,56,0.017857142857142856
ahorita,como,1,4,0.25
como,esta,1,20,0.05
esta,jajajqj,1,25,0.04
jajajqj,double,1,2,0.5
double,kill,1,1,1.0
kill,que,1,1,1.0
bueno,pobrecita,1,14,0.07142857142857142
pobrecita,eii,1,1,1.0
eii,asi,1,3,0.3333333333333333
asi,la,1,20,0.05
vida,aca,1,7,0.14285714285714285
aca,fuersa,1,7,0.14285714285714285
fuersa,sis,1,3,0.3333333333333333
sis,eres,1,1,1.0
eres,debil,1,3,0.3333333333333333
debil,saske,1,1,1.0
saske,no,1,1,1.0
tu,y,1,16,0.0625
q,acaba,1,164,0.006097560975609756
acaba,ya,1,3,0.3333333333333333
ya,bn,1,96,0.010416666666666666
bn,tarde,1,25,0.04
tarde,avr,1,2,0.5
avr,es,1,6,0.16666666666666666
es,ese,1,67,0.014925373134328358
ese,jajajaj,1,4,0.25
bueno,jajajaj,1,14,0.07142857142857142
jajajaj,nourrrr,1,51,0.0196078431372549
nourrrr,cayo,1,1,1.0
muy,bajo,1,13,0.07692307692307693
bajo,no,1,1,1.0
tengo,tarea,1,24,0.041666666666666664
tarea,yo,1,7,0.14285714285714285
yo,bien,1,31,0.03225806451612903
bien,kenchana,1,18,0.05555555555555555
kenchana,en,1,1,1.0
la,madrugada,1,74,0.013513513513513514
madrugada,dice,1,1,1.0
dice,si,1,4,0.25
si,y,1,162,0.006172839506172839
y,digo,1,56,0.017857142857142856
digo,itadakimaaaas,1,5,0.2
itadakimaaaas,muy,1,1,1.0
muy,bueno,1,13,0.07692307692307693
bueno,i,1,14,0.07142857142857142
i,know,1,2,0.5
know,yo,1,1,1.0
tengo,tremenda,1,24,0.041666666666666664
tremenda,obsesion,1,1,1.0
obsesion,con,1,1,1.0
con,nemonemo,1,10,0.1
nemonemo,pq,1,3,0.3333333333333333
pq,la,1,23,0.043478260869565216
la,conoci,1,74,0.013513513513513514
conoci,ayer,1,1,1.0
ayer,si,1,4,0.25
si,x222,1,162,0.006172839506172839
x222,jajaja,1,3,0.3333333333333333
jajaja,es,1,23,0.043478260869565216
es,muy,1,67,0.014925373134328358
muy,jpop,1,13,0.07692307692307693
jpop,me,1,1,1.0
gusto,mucho,1,3,0.3333333333333333
mucho,me,1,8,0.125
me,parece,1,81,0.012345679012345678
parece,una,1,3,0.3333333333333333
una,miku,1,16,0.0625
miku,en,1,1,1.0
real,x2,1,4,0.25
x2,siii,1,13,0.07692307692307693
siii,ya,1,36,0.027777777777777776
tiene,un,1,9,0.1111111111111111
un,ratote,1,29,0.034482758620689655
ratote,es,1,1,1.0
es,ex,1,67,0.014925373134328358
ex,izone,1,1,1.0
izone,no,1,2,0.5
no,jajajaj,1,152,0.006578947368421052
jajajaj,sepa,1,51,0.0196078431372549
sepa,jajjaja,1,3,0.3333333333333333
jajjaja,no,1,3,0.3333333333333333
lo,tengo,1,41,0.024390243902439025
tengo,jajajja,1,24,0.041666666666666664
jajajja,ira,1,6,0.16666666666666666
ira,ira,1,2,0.5
ira,si,1,2,0.5
si,puedes,1,162,0.006172839506172839
puedes,gracias,1,5,0.2
dios,si,1,6,0.16666666666666666
si,jigumi,1,162,0.006172839506172839
jigumi,asi,1,1,1.0
asi,se,1,20,0.05
llama,jajaja,1,4,0.25
jajaja,busca,1,23,0.043478260869565216
busca,si,1,2,0.5
si,quieres,1,162,0.006172839506172839
quieres,claro,1,3,0.3333333333333333
claro,q,1,10,0.1
se,parecen,1,56,0.017857142857142856
parecen,pero,1,1,1.0
tanto,si,1,2,0.5
si,tmb,1,162,0.006172839506172839
tmb,sabes,1,11,0.09090909090909091
sabes,me,1,4,0.25
da,vibes,1,4,0.25
vibes,de,1,1,1.0
de,ser,1,108,0.009259259259259259
ser,una,1,4,0.25
ai,en,1,6,0.16666666666666666
real,de,1,4,0.25
si,hacen,1,162,0.006172839506172839
hacen,live,1,1,1.0
live,action,1,1,1.0
action,debe,1,1,1.0
debe,ser,1,1,1.0
ser,ai,1,4,0.25
ai,ella,1,6,0.16666666666666666
ella,si,1,6,0.16666666666666666
jajaj,de,1,16,0.0625
hecho,tenia,1,8,0.125
tenia,una,1,3,0.3333333333333333
una,portada,1,16,0.0625
portada,q,1,1,1.0
le,parecia,1,18,0.05555555555555555
a,ai,1,81,0.012345679012345678
ai,deja,1,6,0.16666666666666666
deja,t,1,6,0.16666666666666666
t,la,1,1,1.0
la,enseño,1,74,0.013513513513513514
enseño,ya,1,1,1.0
ya,quede,1,96,0.010416666666666666
quede,recordaba,1,1,1.0
recordaba,q,1,1,1.0
q,tenia,1,164,0.006097560975609756
tenia,rayitos,1,3,0.3333333333333333
rayitos,rosas,1,1,1.0
rosas,pero,1,1,1.0
pero,bueno,1,71,0.014084507042253521
bueno,ya,1,14,0.07142857142857142
tiene,caso,1,9,0.1111111111111111
caso,ya,1,2,0.5
ya,la,1,96,0.010416666666666666
la,encontreee,1,74,0.013513513513513514
encontreee,akeno,1,1,1.0
akeno,pq,1,1,1.0
pq,a,1,23,0.043478260869565216
a,jajajaja,1,81,0.012345679012345678
y,ve,1,56,0.017857142857142856
ve,la,1,7,0.14285714285714285
la,estrella,1,74,0.013513513513513514
estrella,en,1,1,1.0
su,ojo,1,6,0.16666666666666666
ojo,vdd,1,2,0.5
si,deberian,1,162,0.006172839506172839
deberian,hacerlo,1,2,0.5
hacerlo,yo,1,1,1.0
yo,se,1,31,0.03225806451612903
todos,pensamos,1,2,0.5
pensamos,q,1,1,1.0
ai,me,1,6,0.16666666666666666
me,ayudas,1,81,0.012345679012345678
ayudas,jajajaja,1,1,1.0
si,omggg,1,162,0.006172839506172839
omggg,de,1,4,0.25
de,donde,1,108,0.009259259259259259
donde,la,1,8,0.125
la,sacaste,1,74,0.013513513513513514
sacaste,jajajaj,1,1,1.0
